millis(),currentState,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude
674797,2,0.-62,9.87,0.22,0.4,0.-5,0.-3,3.68,6.69,93331.71,687.53
674831,2,0.-66,9.90,0.29,0.4,0.0,0.-3,3.62,6.70,93340.39,687.72
674865,2,0.-71,9.88,0.37,0.4,0.-1,0.-3,3.62,6.70,93329.54,687.91
674899,2,0.-83,9.91,0.23,0.4,0.-14,0.-3,3.62,6.70,93330.63,687.82
674933,2,0.-80,9.84,0.22,0.4,0.-35,0.-2,3.56,6.70,93336.5,687.62
674967,2,0.-58,9.88,0.-7,0.3,0.-34,0.-2,3.56,6.69,93338.21,688.1
675002,2,0.-41,9.85,0.22,0.3,0.-14,0.-2,3.56,6.69,93340.39,687.72
675036,2,0.-57,9.87,0.34,0.3,0.-8,0.-2,3.56,6.69,93330.63,687.82
675070,2,0.-58,9.85,0.50,0.3,0.-16,0.-2,3.62,6.69,93326.28,687.82
675104,2,0.-59,9.78,0.28,0.4,0.-23,0.-3,3.50,6.70,93327.37,688.11
675138,2,0.-58,9.84,0.32,0.4,0.-25,0.-3,3.62,6.70,93328.46,687.43
675172,2,0.-64,9.90,0.24,0.4,0.-21,0.-3,3.56,6.69,93328.46,688.1
675206,2,0.-65,9.86,0.33,0.4,0.-14,0.-2,3.56,6.70,93327.37,688.20
675240,2,0.-72,9.87,0.29,0.4,0.-13,0.-2,3.62,6.70,93329.54,687.53
675275,2,0.-76,9.85,0.32,0.5,0.-21,0.-2,3.56,6.69,93341.47,687.43
675309,2,0.-51,9.86,0.18,0.4,0.-28,0.-1,3.62,6.69,93329.54,688.78
675343,2,0.-33,9.84,0.11,0.4,0.-19,0.-1,3.68,6.69,93329.54,688.1
675377,2,0.-29,9.89,0.20,0.4,0.-4,0.-2,3.56,6.70,93326.28,687.53
675412,2,0.-43,9.83,0.39,0.4,0.0,0.-3,3.62,6.70,93338.21,688.20
675446,2,0.-63,9.89,0.33,0.4,0.-9,0.-4,3.62,6.70,93334.96,688.40
675480,2,0.-73,9.81,0.29,0.4,0.-17,0.-4,3.56,6.70,93327.37,687.53
675514,2,0.-62,9.88,0.20,0.4,0.-12,0.-3,3.56,6.69,93326.28,687.62
675549,2,0.-82,9.95,0.25,0.4,0.0,0.-4,3.62,6.69,93327.37,687.43
675583,2,0.-86,9.88,0.49,0.4,0.1,0.-2,3.56,6.70,93336.5,687.24
675617,2,0.-90,9.86,0.46,0.5,0.-15,0.-1,3.62,6.69,93327.37,687.72
675651,2,0.-71,9.84,0.28,0.5,0.-28,0.-1,3.56,6.70,93329.54,688.11
675685,2,0.-53,9.87,0.11,0.4,0.-31,0.0,3.56,6.69,93337.14,687.82
675719,2,0.-49,9.87,0.8,0.4,0.-26,0.-1,3.56,6.70,93332.79,687.72
675753,2,0.-33,9.73,0.21,0.4,0.-8,0.-1,3.62,6.70,93329.54,687.33
675788,2,0.-26,9.78,0.5,0.4,0.3,0.-2,3.62,6.69,93332.79,688.1
675822,2,0.-59,9.87,0.40,0.4,0.0,0.-3,3.56,6.69,93331.71,687.91
675856,2,0.-44,9.87,0.38,0.4,0.-7,0.-3,3.56,6.69,93328.46,687.62
675890,2,0.-44,9.88,0.-1,0.4,0.-1,0.-3,3.62,6.70,93332.79,687.43
675924,2,0.-68,9.84,0.55,0.4,0.4,0.-4,3.62,6.69,93336.5,687.62
675958,2,0.-82,9.83,0.37,0.4,0.0,0.-3,3.62,6.69,93331.71,687.72
675992,2,0.-93,9.83,0.36,0.4,0.-7,0.-2,3.62,6.69,93338.21,687.82
676026,2,0.-89,9.87,0.33,0.5,0.-6,0.-1,3.62,6.69,93338.21,688.30
676061,2,0.-78,9.33,0.22,0.5,0.0,0.0,3.62,6.69,93326.28,687.72
676095,2,0.-38,9.73,0.21,0.6,0.6,0.0,3.56,6.69,93330.63,688.30
676129,2,0.-65,9.75,0.48,0.6,0.-11,0.0,3.62,6.69,93331.71,688.20
676163,2,0.-61,10.5,0.27,0.5,0.-32,0.-1,3.62,6.70,93330.62,687.53
676197,2,0.-19,10.6,0.15,0.6,0.-28,0.0,3.68,6.69,93331.71,688.30
676231,2,0.-21,9.79,0.-7,0.4,0.-30,0.-2,3.62,6.70,93328.46,688.1
676265,2,0.-50,9.57,0.1,0.3,0.-26,0.-3,3.62,6.69,93338.21,688.20
676299,2,0.-44,9.65,0.13,0.2,0.-34,0.-3,3.62,6.69,93332.79,687.72
676334,2,0.-55,9.70,0.-2,0.2,0.-37,0.-4,3.56,6.69,93327.37,688.1
676368,2,0.-47,9.85,0.20,0.1,0.-21,0.-3,3.50,6.69,93331.71,688.30
676402,2,0.-53,9.72,0.16,0.1,0.-7,0.-3,3.56,6.69,93331.71,687.82
676437,2,0.-60,10.8,0.44,0.2,0.3,0.-3,3.56,6.70,93333.88,687.91
676471,2,0.-61,9.92,0.60,0.3,0.11,0.-3,3.62,6.69,93334.96,688.20
676505,2,0.-50,9.69,0.43,0.4,0.7,0.-3,3.62,6.69,93327.37,687.62
676539,2,0.-28,9.83,0.21,0.4,0.-2,0.-4,3.68,6.70,93337.14,687.24
676573,2,0.-64,10.11,0.35,0.5,0.13,0.-4,3.56,6.69,93329.54,687.91
676608,2,0.-41,10.30,0.55,0.7,0.3,0.-4,3.62,6.70,93332.79,688.11
676642,2,0.-78,10.40,0.19,0.6,0.-1,0.-4,3.62,6.70,93331.71,688.20
676676,2,0.-54,9.89,0.31,0.6,0.-8,0.-3,3.56,6.70,93331.71,687.91
676710,2,0.-64,9.88,0.-11,0.5,0.-12,0.-3,3.62,6.69,93329.54,688.20
676744,2,0.-57,9.86,0.10,0.5,0.-10,0.-4,3.56,6.69,93334.96,687.62
676778,2,0.-59,9.93,0.-7,0.4,0.-16,0.-4,3.62,6.69,93333.88,687.33
676812,2,0.-48,9.87,0.4,0.3,0.-16,0.-4,3.62,6.69,93337.14,688.1
676846,2,0.-51,9.93,0.-1,0.2,0.-14,0.-4,3.62,6.70,93340.39,687.82
676881,2,0.-74,9.91,0.11,0.2,0.-6,0.-5,3.56,6.70,93329.54,688.1
676915,2,0.-75,9.93,0.31,0.1,0.-28,0.-4,3.62,6.69,93327.37,687.62
676949,2,0.-96,9.87,0.2,0.0,0.-32,0.-4,3.62,6.69,93332.79,687.72
676983,2,0.-68,9.82,0.37,0.0,0.-17,0.-2,3.56,6.69,93328.46,687.62
677017,2,-1.-4,9.93,0.40,0.0,0.-22,0.-2,3.56,6.69,93327.37,688.1
677051,2,0.-80,9.85,0.89,0.1,0.-33,0.-2,3.56,6.70,93337.14,687.53
677085,2,-1.-9,9.97,0.75,0.1,0.-64,0.-1,3.56,6.70,93330.63,688.20
677119,2,0.-55,9.65,1.7,0.3,0.-80,0.0,3.56,6.69,93337.14,687.24
677154,2,0.-2,9.77,0.28,0.8,0.-50,0.0,3.56,6.69,93331.71,687.53
677188,2,0.-30,9.93,0.33,0.8,0.-16,0.-2,3.56,6.69,93331.71,687.82
677222,2,0.-35,9.85,0.78,0.9,0.0,0.-3,3.62,6.70,93329.54,687.72
677256,2,0.-61,9.89,0.17,0.10,0.-5,0.-4,3.62,6.70,93329.54,687.24
677290,2,0.-74,9.92,0.-27,0.8,0.-11,0.-3,3.62,6.70,93330.63,687.4
677324,2,0.-83,9.91,0.-37,0.6,0.-17,0.-2,3.56,6.69,93327.37,687.62
677358,2,0.-66,9.94,0.-47,0.4,0.-16,0.-1,3.62,6.70,93331.71,688.20
677392,2,0.-46,9.93,0.-19,0.1,0.-8,0.-1,3.50,6.70,93329.54,687.72
677427,2,0.-41,9.91,0.12,0.0,0.-5,0.-2,3.62,6.69,93329.54,687.72
677462,2,0.-32,9.85,0.46,0.0,0.-5,0.-3,3.56,6.69,93341.47,687.53
677496,2,0.-41,9.82,0.52,0.1,0.-5,0.-4,3.56,6.70,93336.5,687.24
677530,2,0.-60,9.84,0.64,0.2,0.-4,0.-5,3.62,6.69,93328.46,687.91
677564,2,0.-86,9.86,0.62,0.2,0.-5,0.-4,3.62,6.69,93331.71,687.43
677598,2,0.-89,9.82,0.60,0.4,0.-15,0.-3,3.62,6.69,93330.63,687.72
677632,2,0.-86,9.89,0.47,0.4,0.-17,0.-2,3.56,6.69,93332.79,687.33
677666,2,0.-71,9.83,0.44,0.5,0.-15,0.-1,3.62,6.70,93334.96,687.43
677701,2,0.-64,9.89,0.41,0.5,0.-15,0.-1,3.62,6.69,93334.96,687.43
677735,2,0.-52,9.82,0.55,0.5,0.-17,0.-1,3.62,6.69,93330.63,688.11
677769,2,0.-35,9.89,0.13,0.6,0.-21,0.-2,3.68,6.70,93330.63,687.82
677803,2,0.-30,9.87,0.11,0.5,0.-16,0.-3,3.62,6.69,93333.88,687.43
677837,2,0.-50,9.85,0.15,0.4,0.-11,0.-3,3.68,6.70,93337.13,687.53
677871,2,0.-45,9.85,0.14,0.3,0.-9,0.-3,3.62,6.70,93332.79,687.33
677905,2,0.-52,9.86,0.28,0.2,0.-1,0.-3,3.62,6.70,93327.37,687.24
677940,2,0.-58,9.90,0.38,0.3,0.-1,0.-3,3.62,6.70,93331.71,688.11
677974,2,0.-61,9.84,0.59,0.3,0.-1,0.-3,3.68,6.69,93330.63,687.53
678008,2,0.-55,9.86,0.64,0.4,0.-3,0.-3,3.56,6.69,93337.14,687.91
678042,2,0.-56,9.86,0.47,0.5,0.-3,0.-3,3.62,6.69,93336.5,687.62
678076,2,0.-56,9.86,0.44,0.5,0.-2,0.-3,3.62,6.69,93332.79,688.40
678110,2,0.-66,9.87,0.31,0.5,0.-6,0.-4,3.62,6.70,93334.96,687.91
678144,2,0.-65,9.84,0.16,0.5,0.-8,0.-4,3.50,6.70,93325.20,687.62
678178,2,0.-62,9.88,0.15,0.5,0.-2,0.-3,3.62,6.69,93334.96,687.82
678213,2,0.-69,9.89,0.33,0.4,0.0,0.-2,3.62,6.70,93331.71,687.82
678247,2,0.-55,9.66,0.36,0.5,0.-4,0.-2,3.62,6.70,93330.62,687.72
678281,2,0.-57,9.89,0.20,0.4,0.-9,0.-3,3.56,6.69,93336.5,687.43
678315,2,0.-49,9.97,0.25,0.4,0.-4,0.-3,3.62,6.69,93332.79,687.72
678349,2,0.-69,9.84,0.28,0.4,0.-2,0.-3,3.62,6.70,93336.5,687.72
678383,2,0.-65,9.75,0.39,0.4,0.-3,0.-3,3.62,6.69,93329.54,687.62
678417,2,0.-67,9.89,0.36,0.4,0.-8,0.-3,3.62,6.70,93333.88,688.30
678451,2,0.-68,10.12,0.36,0.4,0.-10,0.-3,3.62,6.70,93332.79,687.72
678487,2,0.-63,10.7,0.35,0.5,0.-9,0.-2,3.56,6.69,93330.63,687.14
678521,2,0.-65,9.88,0.44,0.5,0.-13,0.-3,3.56,6.69,93329.54,687.91
678555,2,0.-91,9.89,0.66,0.5,0.-31,0.-3,3.56,6.69,93337.14,687.82
678589,2,0.-36,9.85,0.3,0.5,0.-93,0.-2,3.56,6.69,93338.21,688.1
678623,2,0.-25,9.89,0.-59,0.4,0.-46,0.-2,3.56,6.70,93330.62,688.1
678657,2,0.-15,9.91,0.-51,0.2,0.-7,0.-3,3.62,6.69,93331.71,688.40
678691,2,0.-65,9.90,0.46,0.0,0.22,0.-4,3.56,6.69,93330.62,687.33
678725,2,0.-76,9.85,0.62,0.1,0.16,0.-4,3.56,6.70,93330.62,688.1
678760,2,0.-81,9.80,0.84,0.3,0.0,0.-4,3.50,6.70,93337.13,687.53
678794,2,0.-84,9.86,0.61,0.4,0.-11,0.-3,3.56,6.69,93330.62,687.72
678828,2,0.-72,9.84,0.38,0.5,0.-14,0.-2,3.56,6.69,93333.88,687.33
678862,2,0.-66,9.86,0.17,0.5,0.-10,0.-2,3.56,6.69,93329.54,687.72
678896,2,0.-66,9.93,0.46,0.5,0.-4,0.-1,3.62,6.69,93339.30,688.30
678930,2,0.-61,9.91,0.24,0.5,0.-9,0.-1,3.56,6.70,93330.62,687.43
678964,2,0.-48,9.83,0.22,0.5,0.-9,0.-2,3.56,6.69,93328.46,688.30
678998,2,0.-53,9.82,0.20,0.4,0.-10,0.-2,3.56,6.69,93333.88,687.82
679033,2,0.-56,9.83,0.27,0.4,0.-8,0.-3,3.62,6.70,93326.28,687.72
679067,2,0.-59,9.82,0.29,0.3,0.-7,0.-3,3.56,6.69,93331.71,687.43
679101,2,0.-53,9.82,0.32,0.3,0.-6,0.-3,3.56,6.69,93331.71,688.1
679135,2,0.-59,9.87,0.32,0.4,0.-5,0.-4,3.62,6.70,93330.63,687.72
679169,2,0.-72,9.89,0.48,0.4,0.-7,0.-4,3.62,6.70,93336.5,687.91
679203,2,0.-70,9.89,0.29,0.4,0.-9,0.-3,3.56,6.69,93328.46,687.91
679237,2,0.-76,9.88,0.38,0.4,0.-6,0.-3,3.62,6.70,93334.96,687.91
679271,2,0.-77,9.86,0.27,0.4,0.-9,0.-2,3.56,6.69,93326.28,687.33
679306,2,0.-59,9.84,0.44,0.5,0.-11,0.-2,3.62,6.69,93327.37,687.91
679340,2,0.-63,9.89,0.25,0.4,0.-11,0.-2,3.62,6.69,93333.88,688.40
679374,2,0.-55,9.88,0.22,0.4,0.-13,0.-2,3.56,6.70,93329.54,688.11
679408,2,0.-44,9.88,0.22,0.4,0.-10,0.-2,3.56,6.69,93339.30,687.43
679442,2,0.-62,9.88,0.13,0.3,0.-3,0.-3,3.56,6.69,93332.79,688.11
679476,2,0.-58,9.82,0.31,0.3,0.-4,0.-3,3.56,6.69,93333.88,687.72
679511,2,0.-64,9.92,0.30,0.3,0.-5,0.-3,3.56,6.69,93333.88,688.11
679545,2,0.-76,9.90,0.40,0.3,0.-5,0.-2,3.62,6.70,93331.71,687.72
679581,2,0.-64,9.86,0.34,0.3,0.-8,0.-2,3.62,6.69,93331.71,688.20
679615,2,0.-57,9.88,0.49,0.3,0.-6,0.-2,3.62,6.69,93330.63,687.82
679649,2,0.-65,9.90,0.51,0.4,0.-6,0.-2,3.62,6.70,93338.21,687.72
679683,2,0.-52,9.85,0.37,0.4,0.-8,0.-2,3.62,6.70,93336.5,687.43
679717,2,0.-50,9.89,0.44,0.4,0.-5,0.-2,3.62,6.69,93331.71,688.11
679751,2,0.-56,9.88,0.32,0.4,0.-5,0.-2,3.62,6.70,93334.96,687.53
679785,2,0.-55,9.86,0.35,0.4,0.-7,0.-3,3.56,6.69,93333.88,687.24
679820,2,0.-60,9.88,0.20,0.4,0.-6,0.-3,3.62,6.70,93333.88,688.1
679854,2,0.-63,9.87,0.29,0.4,0.-5,0.-3,3.62,6.70,93333.88,687.62
679888,2,0.-57,9.83,0.22,0.4,0.-6,0.-3,3.62,6.69,93331.71,688.1
679922,2,0.-66,9.91,0.24,0.4,0.-4,0.-3,3.62,6.69,93333.88,687.62
679956,2,0.-65,9.87,0.37,0.4,0.-3,0.-3,3.62,6.69,93334.96,687.43
679990,2,0.-64,9.85,0.30,0.4,0.-5,0.-3,3.56,6.69,93332.79,687.72
680024,2,0.-69,9.83,0.41,0.4,0.-6,0.-3,3.62,6.68,93334.96,688.1
680058,2,0.-61,9.84,0.31,0.4,0.-9,0.-2,3.62,6.69,93332.79,687.33
680093,2,0.-70,9.83,0.26,0.4,0.-9,0.-2,3.68,6.69,93333.88,688.1
680127,2,0.-60,9.86,0.31,0.4,0.-8,0.-2,3.62,6.70,93337.13,687.72
680161,2,0.-62,9.90,0.26,0.4,0.-7,0.-2,3.62,6.69,93328.46,688.40
680195,2,0.-53,9.84,0.33,0.4,0.-6,0.-2,3.62,6.70,93333.88,687.33
680229,2,0.-54,9.86,0.33,0.4,0.-7,0.-2,3.62,6.69,93333.88,687.62
680263,2,0.-55,9.87,0.30,0.4,0.-8,0.-3,3.62,6.69,93329.54,688.20
680297,2,0.-57,9.83,0.30,0.4,0.-8,0.-3,3.62,6.69,93329.54,687.53
680331,2,0.-57,9.84,0.33,0.4,0.-6,0.-3,3.56,6.70,93339.30,687.72
680366,2,0.-64,9.88,0.31,0.4,0.-5,0.-3,3.62,6.69,93337.13,687.91
680400,2,0.-68,9.84,0.39,0.4,0.-5,0.-3,3.62,6.69,93326.28,687.72
680434,2,0.-62,9.87,0.30,0.4,0.-5,0.-3,3.56,6.69,93332.79,687.14
680468,2,0.-57,9.85,0.32,0.4,0.-4,0.-2,3.62,6.69,93337.14,687.91
680502,2,0.-55,9.85,0.36,0.4,0.-4,0.-2,3.62,6.70,93328.46,687.72
680537,2,0.-63,9.87,0.25,0.4,0.-4,0.-2,3.62,6.69,93332.79,688.20
680571,2,0.-54,9.86,0.34,0.4,0.-4,0.-3,3.56,6.69,93339.30,687.53
680605,2,0.-60,9.85,0.32,0.4,0.-5,0.-3,3.62,6.70,93338.21,687.62
680649,2,0.-56,9.88,0.51,0.4,0.-9,0.-4,3.62,6.68,93329.54,687.53
680683,2,0.-54,9.82,0.27,0.4,0.-14,0.-3,3.56,6.69,93330.62,688.59
680717,2,0.-54,9.85,0.35,0.4,0.-16,0.-4,3.62,6.69,93329.53,687.91
680751,2,0.-54,9.88,0.18,0.4,0.-12,0.-4,3.56,6.69,93332.79,687.24
680785,2,0.-64,9.85,0.16,0.4,0.-4,0.-4,3.62,6.69,93329.54,687.62
680819,2,0.-76,9.84,0.33,0.3,0.1,0.-3,3.56,6.70,93327.37,687.82
680853,2,0.-79,9.87,0.39,0.3,0.1,0.-2,3.62,6.69,93333.88,688.11
680887,2,0.-78,9.86,0.42,0.4,0.0,0.-2,3.56,6.70,93332.79,687.91
680922,2,0.-64,9.89,0.46,0.4,0.-6,0.-2,3.50,6.69,93337.14,687.62
680956,2,0.-58,9.82,0.30,0.4,0.-7,0.-1,3.62,6.70,93328.46,687.62
680990,2,0.-53,9.88,0.30,0.4,0.-7,0.-2,3.56,6.70,93331.71,687.53
681024,2,0.-56,9.85,0.28,0.4,0.-7,0.-2,3.56,6.69,93338.21,687.62
681058,2,0.-53,9.85,0.19,0.4,0.-6,0.-3,3.56,6.69,93331.71,687.82
681092,2,0.-63,9.92,0.27,0.4,0.-6,0.-3,3.56,6.69,93328.46,688.1
681126,2,0.-60,9.86,0.27,0.4,0.-7,0.-3,3.62,6.70,93331.71,687.43
681160,2,0.-61,9.85,0.29,0.3,0.-5,0.-3,3.68,6.70,93332.79,688.20
681195,2,0.-75,9.86,0.40,0.3,0.-3,0.-3,3.56,6.69,93330.63,688.20
681229,2,0.-65,9.85,0.60,0.4,0.-6,0.-3,3.68,6.69,93326.28,687.24
681263,2,0.-72,9.83,0.39,0.4,0.-5,0.-2,3.62,6.69,93330.62,687.82
681297,2,0.-67,9.85,0.29,0.4,0.-6,0.-2,3.62,6.69,93338.21,687.33
681331,2,0.-60,9.85,0.34,0.5,0.-6,0.-2,3.62,6.69,93336.5,687.91
681365,2,0.-67,9.93,0.27,0.5,0.-7,0.-2,3.62,6.69,93339.30,688.20
681399,2,0.-58,9.90,0.20,0.5,0.-7,0.-3,3.68,6.70,93336.5,687.53
681433,2,0.-62,9.86,0.20,0.4,0.-6,0.-3,3.62,6.69,93336.5,688.1
681468,2,0.-66,9.88,0.22,0.4,0.-5,0.-3,3.62,6.69,93329.54,687.82
681520,2,0.-60,9.91,0.21,0.3,0.-7,0.-3,3.62,6.70,93336.4,687.72
681555,2,0.-63,9.92,0.24,0.3,0.-5,0.-3,3.62,6.68,93337.13,688.1
681589,2,0.-55,9.87,0.33,0.2,0.-4,0.-3,3.62,6.68,93324.11,687.82
681623,2,0.-58,9.83,0.44,0.3,0.-5,0.-3,3.56,6.68,93331.71,688.40
681657,2,0.-60,9.89,0.37,0.3,0.-5,0.-3,3.62,6.69,93331.71,688.11
681691,2,0.-58,9.82,0.45,0.4,0.-3,0.-3,3.62,6.69,93332.79,688.11
681725,2,0.-64,9.87,0.46,0.4,0.-2,0.-3,3.56,6.69,93338.21,687.53
681761,2,0.-68,9.89,0.33,0.5,0.-3,0.-3,3.62,6.69,93330.62,687.82
681795,2,0.-66,9.85,0.33,0.5,0.-5,0.-3,3.62,6.69,93338.21,687.53
681829,2,0.-78,9.92,0.29,0.5,0.-5,0.-3,3.56,6.69,93337.14,687.72
681863,2,0.-68,9.85,0.23,0.5,0.-9,0.-2,3.68,6.70,93334.96,687.53
681897,2,0.-52,9.85,0.20,0.4,0.-9,0.-2,3.56,6.69,93332.79,687.43
681931,2,0.-58,9.90,0.20,0.4,0.-7,0.-2,3.62,6.70,93334.96,687.62
681965,2,0.-60,9.82,0.27,0.3,0.-5,0.-2,3.68,6.69,93332.79,687.62
681999,2,0.-49,9.87,0.30,0.3,0.-5,0.-3,3.62,6.69,93329.53,687.43
682034,2,0.-57,9.86,0.35,0.4,0.-4,0.-4,3.56,6.69,93332.79,687.72
682068,2,0.-66,9.83,0.34,0.3,0.-6,0.-3,3.62,6.69,93329.54,687.82
682102,2,0.-64,9.83,0.32,0.3,0.-7,0.-2,3.62,6.69,93338.21,687.82
682136,2,0.-55,9.88,0.34,0.4,0.-5,0.-3,3.56,6.69,93334.96,687.72
682170,2,0.-67,9.93,0.41,0.4,0.-3,0.-3,3.56,6.69,93334.96,687.82
682204,2,0.-63,9.92,0.40,0.4,0.-5,0.-3,3.56,6.70,93333.88,687.72
682238,2,0.-55,9.84,0.36,0.4,0.-7,0.-3,3.62,6.69,93333.88,687.82
682273,2,0.-64,9.87,0.22,0.4,0.-8,0.-3,3.62,6.69,93329.53,687.33
682307,2,0.-66,9.85,0.32,0.4,0.-6,0.-3,3.62,6.70,93333.88,687.62
682341,2,0.-66,9.92,0.30,0.4,0.-5,0.-3,3.62,6.69,93334.96,688.11
682375,2,0.-61,9.82,0.32,0.4,0.-6,0.-2,3.56,6.69,93327.37,687.91
682409,2,0.-61,9.83,0.33,0.3,0.-6,0.-2,3.62,6.70,93332.79,688.11
682443,2,0.-56,9.85,0.34,0.4,0.-7,0.-2,3.62,6.69,93337.13,687.82
682477,2,0.-56,9.82,0.31,0.4,0.-7,0.-3,3.56,6.69,93328.46,687.62
682511,2,0.-56,9.86,0.32,0.4,0.-6,0.-3,3.56,6.70,93333.88,687.43
682546,2,0.-63,9.89,0.27,0.3,0.-4,0.-3,3.56,6.70,93328.46,687.62
682581,2,0.-67,9.87,0.33,0.4,0.-3,0.-3,3.62,6.69,93332.79,687.91
682615,2,0.-69,9.85,0.41,0.3,0.-3,0.-3,3.56,6.69,93333.88,687.53
682649,2,0.-61,9.85,0.33,0.4,0.-3,0.-2,3.62,6.68,93329.54,687.82
682683,2,0.-63,9.88,0.33,0.4,0.-4,0.-2,3.56,6.69,93336.5,687.62
682717,2,0.-61,9.86,0.33,0.4,0.-4,0.-3,3.62,6.69,93327.37,687.43
682751,2,0.-60,9.88,0.26,0.4,0.-4,0.-3,3.62,6.68,93331.71,688.1
682785,2,0.-60,9.90,0.27,0.4,0.-5,0.-3,3.56,6.69,93332.79,687.43
682815,2,0.-67,9.94,0.26,0.3,0.-6,0.-2,3.62,6.70,93332.79,688.11
682849,2,0.-61,9.88,0.22,0.4,0.-4,0.-3,3.56,6.69,93333.88,687.53
682883,2,0.-61,9.92,0.25,0.3,0.-4,0.-3,3.68,6.70,93326.28,688.40
682917,2,0.-64,9.94,0.31,0.3,0.-4,0.-3,3.56,6.69,93337.14,687.82
682951,2,0.-59,9.83,0.32,0.3,0.-4,0.-3,3.50,6.70,93333.88,687.33
682985,2,0.-56,9.86,0.31,0.3,0.-4,0.-3,3.62,6.69,93338.21,688.40
683019,2,0.-55,9.86,0.32,0.2,0.-3,0.-3,3.62,6.70,93330.62,688.30
683053,2,0.-61,9.87,0.33,0.2,0.0,0.-3,3.56,6.70,93332.79,687.82
683088,2,0.-65,9.92,0.29,0.3,0.-1,0.-3,3.62,6.69,93325.20,688.11
683122,2,0.-65,9.86,0.47,0.3,0.-1,0.-3,3.62,6.69,93330.62,687.91
683156,2,0.-71,9.85,0.38,0.3,0.-4,0.-3,3.62,6.69,93330.62,687.72
683190,2,0.-68,9.87,0.42,0.3,0.-5,0.-3,3.56,6.69,93332.79,687.72
683224,2,0.-66,9.83,0.37,0.4,0.-4,0.-3,3.62,6.70,93337.13,687.82
683258,2,0.-69,9.85,0.42,0.4,0.-2,0.-3,3.62,6.69,93333.88,687.53
683292,2,0.-69,9.83,0.40,0.4,0.-2,0.-3,3.62,6.68,93330.62,688.11
683326,2,0.-68,9.85,0.41,0.4,0.-2,0.-2,3.62,6.69,93337.14,687.62
683361,2,0.-61,9.89,0.27,0.4,0.-6,0.-3,3.56,6.68,93332.79,687.82
683395,2,0.-59,9.89,0.20,0.4,0.-6,0.-3,3.62,6.70,93328.46,687.53
683429,2,0.-54,9.89,0.3,0.4,0.0,0.-3,3.56,6.69,93333.88,688.11
683463,2,0.-38,9.71,0.0,0.3,0.13,0.-2,3.56,6.69,93330.62,687.14
683497,2,0.-26,9.84,0.-8,0.2,0.32,0.-3,3.56,6.69,93333.88,687.53
683531,2,0.-47,9.92,0.33,0.3,0.51,0.-5,3.56,6.69,93336.5,687.91
683565,2,0.-49,9.91,0.46,0.3,0.49,0.-6,3.62,6.69,93332.79,688.11
683600,2,0.-64,9.93,0.38,0.3,0.44,0.-7,3.56,6.69,93331.71,686.95
683635,2,0.-72,9.88,0.50,0.3,0.33,0.-7,3.50,6.69,93328.46,687.91
683669,2,0.-95,9.84,0.56,0.3,0.13,0.-5,3.56,6.69,93329.54,687.72
683703,2,0.-93,9.88,0.25,0.3,0.1,0.-5,3.56,6.70,93332.79,687.53
683737,2,0.-98,9.85,0.50,0.3,0.-4,0.-4,3.56,6.69,93333.88,687.72
683771,2,0.-92,9.89,0.43,0.3,0.-12,0.-3,3.56,6.69,93331.71,687.53
683805,2,0.-84,9.78,0.40,0.4,0.-16,0.-2,3.56,6.69,93334.96,687.43
683839,2,0.-76,9.83,0.46,0.4,0.-16,0.-2,3.56,6.69,93330.62,687.91
683873,2,0.-67,9.88,0.49,0.5,0.-16,0.-1,3.56,6.68,93331.71,687.82
683908,2,0.-63,9.88,0.34,0.5,0.-15,0.-1,3.56,6.69,93336.5,687.14
683942,2,0.-53,9.85,0.40,0.5,0.-14,0.-2,3.56,6.69,93340.39,687.72
683976,2,0.-57,9.88,0.22,0.5,0.-10,0.-3,3.56,6.69,93328.46,687.72
684010,2,0.-64,9.89,0.22,0.5,0.-8,0.-3,3.62,6.69,93334.96,688.20
684044,2,0.-64,9.94,0.8,0.4,0.-11,0.-3,3.56,6.70,93332.79,687.53
684078,2,0.-67,9.87,0.16,0.3,0.-11,0.-2,3.56,6.69,93331.71,687.53
684112,2,0.-59,9.88,0.12,0.3,0.-9,0.-3,3.56,6.69,93333.88,687.53
684146,2,0.-65,9.87,0.34,0.3,0.-5,0.-3,3.56,6.68,93337.14,688.11
684181,2,0.-72,9.82,0.52,0.3,0.-7,0.-3,3.62,6.69,93327.37,687.91
684215,2,0.-67,9.93,0.44,0.4,0.-9,0.-3,3.62,6.69,93331.71,687.82
684249,2,0.-66,9.86,0.45,0.4,0.-7,0.-3,3.62,6.68,93333.88,687.91
684283,2,0.-76,9.83,0.44,0.5,0.-6,0.-3,3.56,6.69,93334.96,687.82
684317,2,0.-79,9.92,0.42,0.5,0.-8,0.-2,3.62,6.69,93336.5,687.82
684351,2,0.-66,9.88,0.23,0.5,0.-11,0.-2,3.56,6.70,93333.88,687.62
684385,2,0.-62,9.89,0.20,0.5,0.-8,0.-1,3.56,6.69,93333.88,687.72
684419,2,0.-51,9.85,0.20,0.5,0.-7,0.-2,3.56,6.69,93330.62,688.40
684454,2,0.-50,9.80,0.18,0.4,0.-9,0.-3,3.62,6.69,93328.46,688.11
