millis(),currentState,Calculated flight time,Time since last log,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
557472,2,557472,46,0.49,9.99,0.20,0.4,0.-14,0.-10,6.81,10.6,90866.47,908.88,0.0,0.0,0.0
557516,2,557516,44,0.55,10.2,0.27,0.4,0.-7,0.-9,6.81,10.6,90867.52,908.68,0.0,0.0,0.0
557562,2,557562,46,0.46,10.6,0.23,0.4,0.-10,0.-10,6.81,10.7,90873.3,908.68,0.0,0.0,0.0
557608,2,557608,46,0.49,10.2,0.31,0.4,0.-12,0.-9,6.81,10.6,90870.84,908.77,0.0,0.0,0.0
557654,2,557654,46,0.56,10.2,0.19,0.5,0.-7,0.-10,6.81,10.6,90877.31,908.68,0.0,0.0,0.0
557700,2,557700,46,0.50,9.99,0.28,0.4,0.-12,0.-10,6.75,10.7,90875.13,908.88,0.0,0.0,0.0
557751,2,557751,51,0.57,9.93,0.18,0.4,0.-6,0.-9,6.81,10.6,90875.21,908.57,0.0,0.0,0.0
557794,2,557794,43,0.47,10.4,0.22,0.4,0.-11,0.-9,6.81,10.6,90880.71,909.7,0.0,0.0,0.0
557840,2,557840,46,0.46,9.96,0.27,0.5,0.-7,0.-10,6.75,10.6,90869.71,908.98,0.0,0.0,0.0
557886,2,557886,46,0.46,10.2,0.19,0.4,0.-11,0.-9,6.81,10.6,90874.7,909.8,0.0,0.0,0.0
557932,2,557932,46,0.49,9.98,0.31,0.4,0.-8,0.-10,6.81,10.7,90876.26,909.8,0.0,0.0,0.0
557978,2,557978,46,0.52,10.3,0.19,0.5,0.-9,0.-10,6.75,10.7,90878.36,908.77,0.0,0.0,0.0
558024,2,558024,46,0.40,9.97,0.24,0.4,0.-10,0.-9,6.75,10.7,90874.24,908.97,0.0,0.0,0.0
558080,2,558080,56,0.44,10.2,0.14,0.4,0.-8,0.-10,6.75,10.5,90872.5,908.27,0.0,0.0,0.0
558127,2,558127,47,0.62,10.5,0.25,0.4,0.-10,0.-9,6.81,10.6,90868.74,909.17,0.0,0.0,0.0
558173,2,558173,46,0.50,10.1,0.20,0.4,0.-7,0.-10,6.81,10.6,90876.26,908.58,0.0,0.0,0.0
558219,2,558219,46,0.46,9.96,0.30,0.4,0.-11,0.-10,6.81,10.6,90871.97,908.58,0.0,0.0,0.0
558271,2,558271,52,0.57,10.0,0.21,0.5,0.-7,0.-10,6.81,10.6,90875.21,909.7,0.0,0.0,0.0
558317,2,558317,46,0.44,9.99,0.21,0.4,0.-11,0.-9,6.75,10.6,90867.60,908.57,0.0,0.0,0.0
558360,2,558360,43,0.42,9.99,0.23,0.5,0.-7,0.-10,6.81,10.6,90873.3,909.17,0.0,0.0,0.0
558406,2,558406,46,0.57,9.97,0.20,0.5,0.-10,0.-10,6.75,10.6,90868.65,908.78,0.0,0.0,0.0
558452,2,558452,46,0.44,10.1,0.21,0.5,0.-8,0.-9,6.81,10.7,90867.52,909.18,0.0,0.0,0.0
558498,2,558498,46,0.53,10.1,0.20,0.4,0.-10,0.-9,6.75,10.7,90875.13,909.18,0.0,0.0,0.0
558544,2,558544,46,0.50,10.4,0.25,0.4,0.-8,0.-10,6.75,10.7,90875.13,908.88,0.0,0.0,0.0
558593,2,558593,49,0.50,10.3,0.23,0.5,0.-9,0.-10,6.81,10.7,90869.71,909.58,0.0,0.0,0.0
558639,2,558639,46,0.46,9.98,0.29,0.4,0.-9,0.-10,6.81,10.6,90875.13,909.28,0.0,0.0,0.0
558685,2,558685,46,0.44,9.99,0.28,0.5,0.-10,0.-10,6.87,10.7,90878.36,908.98,0.0,0.0,0.0
558731,2,558731,46,0.40,10.1,0.25,0.5,0.-8,0.-10,6.81,10.7,90870.76,908.88,0.0,0.0,0.0
558782,2,558782,51,0.52,10.4,0.18,0.4,0.-9,0.-9,6.81,10.6,90876.26,909.47,0.0,0.0,0.0
558828,2,558828,46,0.50,9.99,0.29,0.5,0.-10,0.-10,6.81,10.7,90875.13,908.88,0.0,0.0,0.0
558871,2,558871,43,0.43,9.96,0.20,0.4,0.-9,0.-9,6.81,10.7,90865.34,908.98,0.0,0.0,0.0
558917,2,558917,46,0.57,10.0,0.29,0.4,0.-9,0.-9,6.81,10.7,90864.21,908.98,0.0,0.0,0.0
558963,2,558963,46,0.51,10.3,0.20,0.4,0.-8,0.-9,6.75,10.7,90872.86,909.28,0.0,0.0,0.0
559009,2,559009,46,0.38,9.96,0.25,0.5,0.-11,0.-10,6.75,10.6,90870.76,908.69,0.0,0.0,0.0
559055,2,559055,46,0.59,10.1,0.20,0.4,0.-8,0.-9,6.81,10.7,90876.17,908.68,0.0,0.0,0.0
559101,2,559101,46,0.50,9.99,0.26,0.4,0.-11,0.-9,6.81,10.6,90872.94,908.77,0.0,0.0,0.0
559147,2,559147,46,0.43,9.95,0.8,0.4,0.-8,0.-10,6.81,10.7,90873.3,908.88,0.0,0.0,0.0
559193,2,559193,46,0.50,10.2,0.22,0.4,0.-10,0.-9,6.81,10.7,90870.84,908.98,0.0,0.0,0.0
559239,2,559239,46,0.54,10.6,0.27,0.4,0.-8,0.-9,6.81,10.7,90872.94,909.47,0.0,0.0,0.0
559300,2,559300,61,0.50,10.2,0.28,0.4,0.-11,0.-9,6.81,10.6,90874.16,909.7,0.0,0.0,0.0
559346,2,559346,46,0.50,9.75,0.21,0.4,0.-7,0.-9,6.75,10.6,90864.37,908.97,0.0,0.0,0.0
559392,2,559392,46,0.56,9.99,0.20,0.5,0.-9,0.-10,6.81,10.6,90875.29,909.17,0.0,0.0,0.0
559435,2,559435,43,0.51,9.94,0.26,0.5,0.-10,0.-10,6.81,10.6,90873.3,909.8,0.0,0.0,0.0
559481,2,559481,46,0.49,10.3,0.22,0.4,0.-6,0.-9,6.81,10.6,90865.34,908.88,0.0,0.0,0.0
559527,2,559527,46,0.53,10.2,0.24,0.4,0.-9,0.-10,6.68,10.7,90876.17,909.47,0.0,0.0,0.0
559573,2,559573,46,0.46,10.0,0.16,0.5,0.-8,0.-10,6.81,10.6,90867.44,909.8,0.0,0.0,0.0
559619,2,559619,46,0.44,10.2,0.22,0.4,0.-11,0.-9,6.81,10.7,90869.63,908.99,0.0,0.0,0.0
559665,2,559665,46,0.51,10.0,0.21,0.4,0.-9,0.-10,6.75,10.6,90868.65,909.17,0.0,0.0,0.0
559708,2,559708,43,0.47,9.99,0.20,0.5,0.-9,0.-10,6.81,10.7,90879.50,908.97,0.0,0.0,0.0
559754,2,559754,46,0.44,10.2,0.26,0.4,0.-8,0.-9,6.75,10.7,90881.68,908.68,0.0,0.0,0.0
559805,2,559805,51,0.55,10.2,0.14,0.4,0.-6,0.-9,6.81,10.7,90877.39,908.38,0.0,0.0,0.0
559851,2,559851,46,0.48,10.2,0.22,0.4,0.-12,0.-10,6.75,10.6,90868.65,908.38,0.0,0.0,0.0
559897,2,559897,46,0.46,10.0,0.20,0.5,0.-6,0.-10,6.81,10.7,90881.68,908.88,0.0,0.0,0.0
559943,2,559943,46,0.51,10.2,0.22,0.4,0.-13,0.-9,6.75,10.6,90869.71,908.97,0.0,0.0,0.0
559986,2,559986,43,0.53,10.0,0.29,0.4,0.-7,0.-9,6.75,10.7,90867.52,909.66,0.0,0.0,0.0
560032,2,560032,46,0.51,10.0,0.16,0.5,0.-11,0.-10,6.81,10.7,90864.28,908.48,0.0,0.0,0.0
560078,2,560078,46,0.46,10.4,0.29,0.4,0.-8,0.-9,6.87,10.7,90876.17,908.78,0.0,0.0,0.0
560124,2,560124,46,0.51,10.4,0.16,0.5,0.-7,0.-9,6.81,10.7,90877.31,908.58,0.0,0.0,0.0
560171,2,560171,47,0.45,9.98,0.31,0.5,0.-11,0.-10,6.81,10.7,90875.4,908.99,0.0,0.0,0.0
560219,2,560219,48,0.58,9.97,0.15,0.5,0.-9,0.-10,6.81,10.7,90871.81,909.47,0.0,0.0,0.0
560265,2,560265,46,0.52,10.2,0.31,0.4,0.-12,0.-9,6.81,10.7,90870.76,909.8,0.0,0.0,0.0
560316,2,560316,51,0.55,10.4,0.14,0.5,0.-6,0.-10,6.87,10.7,90866.47,908.78,0.0,0.0,0.0
560362,2,560362,46,0.51,10.1,0.36,0.4,0.-13,0.-10,6.81,10.7,90877.31,909.18,0.0,0.0,0.0
560408,2,560408,46,0.53,10.1,0.15,0.5,0.-3,0.-10,6.87,10.7,90875.13,908.88,0.0,0.0,0.0
560454,2,560454,46,0.47,9.99,0.25,0.4,0.-13,0.-10,6.87,10.8,90870.84,908.79,0.0,0.0,0.0
560497,2,560497,43,0.45,10.2,0.24,0.5,0.-7,0.-9,6.75,10.8,90877.23,908.99,0.0,0.0,0.0
560543,2,560543,46,0.47,10.1,0.20,0.4,0.-10,0.-9,6.81,10.7,90871.81,908.99,0.0,0.0,0.0
560589,2,560589,46,0.51,9.99,0.24,0.4,0.-7,0.-9,6.81,10.8,90875.13,908.58,0.0,0.0,0.0
560635,2,560635,46,0.48,10.0,0.14,0.4,0.-11,0.-10,6.81,10.7,90866.39,909.38,0.0,0.0,0.0
560681,2,560681,46,0.49,10.4,0.27,0.4,0.-10,0.-9,6.81,10.7,90870.76,909.77,0.0,0.0,0.0
560727,2,560727,46,0.39,10.2,0.19,0.4,0.-6,0.-9,6.75,10.8,90869.71,909.8,0.0,0.0,0.0
560770,2,560770,43,0.43,10.1,0.24,0.4,0.-10,0.-8,6.75,10.8,90871.81,909.18,0.0,0.0,0.0
560821,2,560821,51,0.44,10.1,0.21,0.5,0.-8,0.-8,6.81,10.7,90872.94,908.88,0.0,0.0,0.0
560867,2,560867,46,0.58,10.4,0.17,0.5,0.-10,0.-8,6.81,10.7,90870.76,909.18,0.0,0.0,0.0
560913,2,560913,46,0.77,10.6,0.28,0.4,0.-12,0.-8,6.75,10.7,90871.81,908.98,0.0,0.0,0.0
560959,2,560959,46,0.57,9.98,0.19,0.5,0.-5,0.-11,6.81,10.8,90866.39,909.28,0.0,0.0,0.0
561005,2,561005,46,0.79,10.2,0.26,0.4,0.-11,0.-11,6.75,10.7,90867.52,909.47,0.0,0.0,0.0
561048,2,561048,43,0.36,10.1,0.22,0.4,0.-7,0.-11,6.81,10.7,90874.7,909.47,0.0,0.0,0.0
561094,2,561094,46,0.44,10.5,0.24,0.4,0.-11,0.-12,6.81,10.6,90875.13,909.38,0.0,0.0,0.0
561140,2,561140,46,0.51,9.99,0.29,0.5,0.-8,0.-11,6.81,10.7,90876.17,909.28,0.0,0.0,0.0
561187,2,561187,47,0.26,9.98,0.19,0.4,0.-8,0.-10,6.75,10.8,90870.76,909.8,0.0,0.0,0.0
561233,2,561233,46,0.40,9.99,0.20,0.4,0.-8,0.-10,6.75,10.7,90875.13,909.19,0.0,0.0,0.0
561279,2,561279,46,0.40,10.4,0.30,0.5,0.-9,0.-9,6.81,10.8,90869.71,908.88,0.0,0.0,0.0
561337,2,561337,58,0.37,10.0,0.22,0.4,0.-9,0.-8,6.81,10.6,90874.16,909.56,0.0,0.0,0.0
561383,2,561383,46,0.62,9.98,0.17,0.4,0.-10,0.-8,6.81,10.6,90882.81,909.17,0.0,0.0,0.0
561429,2,561429,46,0.57,10.4,0.23,0.4,0.-9,0.-8,6.75,10.7,90873.3,910.26,0.0,0.0,0.0
561475,2,561475,46,0.53,10.1,0.23,0.5,0.-8,0.-10,6.75,10.7,90868.65,908.98,0.0,0.0,0.0
561521,2,561521,46,0.59,10.3,0.20,0.5,0.-10,0.-10,6.81,10.7,90878.36,908.69,0.0,0.0,0.0
561567,2,561567,46,0.53,10.4,0.24,0.4,0.-8,0.-10,6.81,10.7,90864.28,909.18,0.0,0.0,0.0
561610,2,561610,43,0.47,10.0,0.16,0.4,0.-10,0.-10,6.75,10.7,90871.89,908.68,0.0,0.0,0.0
561656,2,561656,46,0.44,10.3,0.31,0.4,0.-9,0.-10,6.81,10.7,90870.67,909.8,0.0,0.0,0.0
561702,2,561702,46,0.44,9.98,0.21,0.4,0.-9,0.-9,6.81,10.7,90871.81,909.58,0.0,0.0,0.0
561748,2,561748,46,0.44,10.2,0.28,0.4,0.-9,0.-9,6.81,10.7,90867.44,909.8,0.0,0.0,0.0
561794,2,561794,46,0.47,9.99,0.26,0.5,0.-10,0.-9,6.87,10.7,90870.76,909.58,0.0,0.0,0.0
561849,2,561849,55,0.51,10.2,0.27,0.5,0.-9,0.-9,6.81,10.7,90874.7,909.17,0.0,0.0,0.0
561895,2,561895,46,0.48,10.1,0.25,0.5,0.-9,0.-9,6.81,10.7,90865.34,909.58,0.0,0.0,0.0
561941,2,561941,46,0.56,9.99,0.21,0.4,0.-9,0.-9,6.81,10.7,90869.71,908.99,0.0,0.0,0.0
561987,2,561987,46,0.53,9.98,0.21,0.4,0.-8,0.-10,6.81,10.7,90874.0,908.58,0.0,0.0,0.0
562033,2,562033,46,0.49,10.2,0.29,0.4,0.-10,0.-10,6.81,10.7,90869.63,909.8,0.0,0.0,0.0
562079,2,562079,46,0.45,10.5,0.22,0.4,0.-8,0.-10,6.81,10.7,90869.63,908.79,0.0,0.0,0.0
562128,2,562128,49,0.47,10.0,0.21,0.4,0.-10,0.-10,6.87,10.8,90874.0,909.28,0.0,0.0,0.0
562174,2,562174,46,0.38,9.98,0.21,0.5,0.-8,0.-10,6.81,10.7,90871.81,908.99,0.0,0.0,0.0
562221,2,562221,47,0.48,10.6,0.27,0.4,0.-9,0.-9,6.75,10.7,90878.36,908.88,0.0,0.0,0.0
562267,2,562267,46,0.49,10.1,0.25,0.4,0.-8,0.-9,6.75,10.7,90876.17,909.28,0.0,0.0,0.0
562313,2,562313,46,0.55,10.2,0.22,0.4,0.-9,0.-9,6.81,10.8,90871.89,908.59,0.0,0.0,0.0
562364,2,562364,51,0.53,9.98,0.23,0.4,0.-9,0.-10,6.81,10.7,90870.76,908.88,0.0,0.0,0.0
562407,2,562407,43,0.52,10.2,0.21,0.4,0.-8,0.-9,6.75,10.8,90869.63,909.9,0.0,0.0,0.0
562453,2,562453,46,0.53,10.4,0.28,0.4,0.-9,0.-10,6.81,10.7,90872.86,908.30,0.0,0.0,0.0
562499,2,562499,46,0.52,9.98,0.22,0.5,0.-9,0.-10,6.75,10.8,90877.23,908.79,0.0,0.0,0.0
562545,2,562545,46,0.44,10.3,0.22,0.4,0.-9,0.-10,6.75,10.8,90872.86,908.79,0.0,0.0,0.0
562591,2,562591,46,0.47,10.1,0.20,0.5,0.-9,0.-10,6.81,10.7,90875.13,909.38,0.0,0.0,0.0
562637,2,562637,46,0.45,10.3,0.26,0.4,0.-9,0.-10,6.81,10.7,90867.52,908.88,0.0,0.0,0.0
562680,2,562680,43,0.51,10.1,0.22,0.4,0.-9,0.-9,6.75,10.7,90870.76,909.67,0.0,0.0,0.0
562726,2,562726,46,0.49,10.1,0.18,0.5,0.-9,0.-10,6.81,10.7,90872.94,908.78,0.0,0.0,0.0
562772,2,562772,46,0.49,9.99,0.24,0.4,0.-9,0.-10,6.87,10.8,90871.81,909.9,0.0,0.0,0.0
562818,2,562818,46,0.44,10.4,0.22,0.4,0.-9,0.-9,6.87,10.8,90876.17,909.68,0.0,0.0,0.0
562869,2,562869,51,0.49,10.0,0.27,0.4,0.-9,0.-10,6.75,10.7,90870.76,908.79,0.0,0.0,0.0
562915,2,562915,46,0.48,10.3,0.21,0.5,0.-9,0.-10,6.81,10.7,90872.94,908.78,0.0,0.0,0.0
562958,2,562958,43,0.44,10.0,0.20,0.4,0.-10,0.-10,6.87,10.7,90874.7,909.28,0.0,0.0,0.0
563004,2,563004,46,0.46,10.2,0.22,0.4,0.-8,0.-9,6.81,10.8,90870.76,908.99,0.0,0.0,0.0
563050,2,563050,46,0.45,10.2,0.21,0.5,0.-10,0.-10,6.81,10.7,90878.36,909.8,0.0,0.0,0.0
563096,2,563096,46,0.49,10.0,0.27,0.4,0.-9,0.-9,6.87,10.8,90873.91,909.48,0.0,0.0,0.0
563142,2,563142,46,0.50,10.1,0.22,0.4,0.-9,0.-9,6.87,10.8,90872.86,909.8,0.0,0.0,0.0
563188,2,563188,46,0.45,10.2,0.23,0.4,0.-9,0.-10,6.87,10.8,90875.4,909.77,0.0,0.0,0.0
563232,2,563232,44,0.52,10.1,0.34,0.4,0.-9,0.-9,6.93,10.8,90867.44,908.79,0.0,0.0,0.0
563278,2,563278,46,0.37,10.0,0.23,0.5,0.-9,0.-10,6.81,10.8,90872.86,909.38,0.0,0.0,0.0
563324,2,563324,46,0.54,9.98,0.17,0.5,0.-9,0.-10,6.87,10.8,90874.0,909.19,0.0,0.0,0.0
563376,2,563376,52,0.50,10.1,0.22,0.4,0.-8,0.-10,6.75,10.6,90870.76,909.8,0.0,0.0,0.0
563422,2,563422,46,0.49,10.5,0.20,0.4,0.-9,0.-9,6.81,10.7,90878.36,909.28,0.0,0.0,0.0
563468,2,563468,46,0.46,10.0,0.23,0.5,0.-9,0.-10,6.81,10.6,90870.76,909.28,0.0,0.0,0.0
563516,2,563516,48,0.49,10.4,0.23,0.4,0.-9,0.-9,6.81,10.7,90872.94,908.78,0.0,0.0,0.0
563562,2,563562,46,0.51,9.98,0.22,0.4,0.-9,0.-9,6.81,10.7,90878.36,908.49,0.0,0.0,0.0
563608,2,563608,46,0.48,10.1,0.23,0.4,0.-9,0.-10,6.87,10.7,90877.23,909.28,0.0,0.0,0.0
563654,2,563654,46,0.44,10.1,0.22,0.5,0.-9,0.-10,6.81,10.7,90876.10,909.8,0.0,0.0,0.0
563700,2,563700,46,0.48,10.3,0.22,0.4,0.-9,0.-10,6.81,10.7,90866.39,909.28,0.0,0.0,0.0
563748,2,563748,48,0.50,10.2,0.20,0.4,0.-9,0.-10,6.75,10.8,90870.67,909.38,0.0,0.0,0.0
563794,2,563794,46,0.44,10.3,0.24,0.4,0.-9,0.-10,6.75,10.8,90868.50,909.38,0.0,0.0,0.0
563840,2,563840,46,0.46,10.4,0.23,0.4,0.-9,0.-10,6.81,10.8,90869.63,909.28,0.0,0.0,0.0
563900,2,563900,60,0.45,10.0,0.28,0.4,0.-9,0.-9,6.81,10.6,90866.47,909.8,0.0,0.0,0.0
563946,2,563946,46,0.52,9.96,0.19,0.4,0.-9,0.-10,6.81,10.7,90869.71,908.58,0.0,0.0,0.0
563992,2,563992,46,0.50,10.3,0.22,0.4,0.-9,0.-9,6.75,10.7,90874.0,908.99,0.0,0.0,0.0
564041,2,564041,49,0.46,10.4,0.21,0.4,0.-9,0.-9,6.87,10.7,90872.86,909.48,0.0,0.0,0.0
564087,2,564087,46,0.59,9.90,0.27,0.4,0.-9,0.-10,6.81,10.7,90872.94,909.8,0.0,0.0,0.0
564133,2,564133,46,0.48,10.1,0.21,0.4,0.-8,0.-9,6.81,10.8,90869.63,908.98,0.0,0.0,0.0
564179,2,564179,46,0.49,10.3,0.22,0.4,0.-9,0.-10,6.81,10.8,90869.63,909.19,0.0,0.0,0.0
564225,2,564225,46,0.47,10.0,0.21,0.5,0.-9,0.-10,6.75,10.9,90872.86,909.29,0.0,0.0,0.0
564272,2,564272,47,0.49,10.4,0.21,0.4,0.-9,0.-9,6.81,10.8,90868.50,908.20,0.0,0.0,0.0
564315,2,564315,43,0.48,10.6,0.20,0.4,0.-8,0.-9,6.87,10.8,90876.10,909.49,0.0,0.0,0.0
564361,2,564361,46,0.48,10.4,0.22,0.4,0.-10,0.-10,6.87,10.9,90869.54,908.59,0.0,0.0,0.0
564413,2,564413,52,0.46,10.2,0.18,0.4,0.-8,0.-9,6.81,10.8,90871.81,908.79,0.0,0.0,0.0
564459,2,564459,46,0.44,10.3,0.22,0.5,0.-10,0.-10,6.81,10.7,90873.91,908.79,0.0,0.0,0.0
564505,2,564505,46,0.52,10.2,0.19,0.4,0.-9,0.-10,6.81,10.8,90872.86,909.48,0.0,0.0,0.0
564551,2,564551,46,0.49,10.0,0.29,0.4,0.-9,0.-10,6.81,10.8,90874.0,909.8,0.0,0.0,0.0
564594,2,564594,43,0.47,9.97,0.20,0.4,0.-9,0.-10,6.81,10.7,90874.0,908.29,0.0,0.0,0.0
564640,2,564640,46,0.47,10.5,0.30,0.4,0.-9,0.-10,6.87,10.8,90876.17,908.69,0.0,0.0,0.0
564686,2,564686,46,0.47,10.0,0.22,0.4,0.-9,0.-9,6.81,10.7,90878.28,909.0,0.0,0.0,0.0
564732,2,564732,46,0.45,10.2,0.22,0.4,0.-9,0.-10,6.81,10.9,90874.0,909.8,0.0,0.0,0.0
564778,2,564778,46,0.47,10.4,0.22,0.4,0.-10,0.-10,6.81,10.9,90877.23,909.68,0.0,0.0,0.0
564824,2,564824,46,0.51,10.5,0.26,0.4,0.-9,0.-9,6.81,10.8,90868.50,908.88,0.0,0.0,0.0
564867,2,564867,43,0.45,10.3,0.22,0.4,0.-9,0.-10,6.81,10.7,90873.91,908.69,0.0,0.0,0.0
564918,2,564918,51,0.48,10.3,0.23,0.4,0.-9,0.-9,6.81,10.7,90876.17,909.18,0.0,0.0,0.0
564964,2,564964,46,0.46,10.5,0.22,0.5,0.-10,0.-10,6.93,10.8,90869.63,909.19,0.0,0.0,0.0
565010,2,565010,46,0.50,10.2,0.23,0.4,0.-9,0.-9,6.87,10.8,90870.67,909.58,0.0,0.0,0.0
565056,2,565056,46,0.47,10.4,0.22,0.5,0.-9,0.-10,6.87,10.8,90871.81,909.8,0.0,0.0,0.0
565102,2,565102,46,0.45,10.0,0.25,0.5,0.-9,0.-10,6.81,10.7,90871.81,908.88,0.0,0.0,0.0
565145,2,565145,43,0.46,10.4,0.30,0.4,0.-9,0.-9,6.81,10.8,90875.4,908.69,0.0,0.0,0.0
565191,2,565191,46,0.47,10.4,0.24,0.4,0.-9,0.-9,6.81,10.8,90868.50,909.19,0.0,0.0,0.0
565237,2,565237,46,0.45,10.0,0.29,0.5,0.-9,0.-10,6.87,10.8,90873.91,908.69,0.0,0.0,0.0
565284,2,565284,47,0.50,10.4,0.23,0.4,0.-9,0.-10,6.87,10.8,90870.67,908.69,0.0,0.0,0.0
565330,2,565330,46,0.46,10.0,0.26,0.4,0.-9,0.-10,6.81,10.8,90866.31,909.28,0.0,0.0,0.0
565376,2,565376,46,0.48,10.2,0.27,0.4,0.-9,0.-10,6.81,10.8,90871.81,909.8,0.0,0.0,0.0
565436,2,565436,60,0.52,10.1,0.20,0.4,0.-9,0.-10,6.81,10.6,90869.78,908.77,0.0,0.0,0.0
565482,2,565482,46,0.47,10.2,0.24,0.5,0.-9,0.-10,6.81,10.6,90876.17,908.88,0.0,0.0,0.0
565528,2,565528,46,0.48,10.1,0.22,0.4,0.-9,0.-10,6.87,10.7,90871.81,909.38,0.0,0.0,0.0
565574,2,565574,46,0.49,10.0,0.22,0.4,0.-9,0.-9,6.81,10.8,90868.57,909.48,0.0,0.0,0.0
565620,2,565620,46,0.48,10.5,0.21,0.5,0.-9,0.-10,6.81,10.8,90872.86,909.19,0.0,0.0,0.0
565671,2,565671,51,0.60,9.71,0.25,0.4,0.-9,0.-10,6.75,10.8,90877.23,908.88,0.0,0.0,0.0
565717,2,565717,46,0.44,9.99,0.24,0.4,0.-9,0.-9,6.81,10.8,90870.67,908.99,0.0,0.0,0.0
565763,2,565763,46,0.50,10.0,0.27,0.4,0.-9,0.-10,6.87,10.8,90870.67,909.69,0.0,0.0,0.0
565809,2,565809,46,0.47,10.0,0.22,0.4,0.-9,0.-10,6.81,10.8,90873.91,908.69,0.0,0.0,0.0
565855,2,565855,46,0.44,10.3,0.23,0.4,0.-9,0.-9,6.81,10.8,90873.91,909.29,0.0,0.0,0.0
565901,2,565901,46,0.52,10.2,0.20,0.4,0.-9,0.-10,6.87,10.9,90870.67,908.69,0.0,0.0,0.0
565964,2,565964,63,0.48,10.2,0.22,0.4,0.-9,0.-10,6.87,10.7,90874.0,908.58,0.0,0.0,0.0
566010,2,566010,46,0.52,10.1,0.19,0.4,0.-9,0.-9,6.75,10.7,90870.76,909.38,0.0,0.0,0.0
566056,2,566056,46,0.49,10.4,0.20,0.5,0.-9,0.-10,6.81,10.7,90869.63,908.79,0.0,0.0,0.0
566102,2,566102,46,0.49,10.3,0.22,0.4,0.-9,0.-9,6.81,10.8,90871.81,908.69,0.0,0.0,0.0
566148,2,566148,46,0.49,10.4,0.22,0.4,0.-9,0.-10,6.81,10.8,90873.91,909.28,0.0,0.0,0.0
566194,2,566194,46,0.45,10.2,0.22,0.5,0.-9,0.-10,6.81,10.7,90876.2,909.30,0.0,0.0,0.0
566243,2,566243,49,0.50,10.2,0.25,0.4,0.-10,0.-10,6.81,10.9,90865.17,909.30,0.0,0.0,0.0
566290,2,566290,47,0.55,10.0,0.22,0.5,0.-9,0.-10,6.87,10.9,90873.91,909.59,0.0,0.0,0.0
566336,2,566336,46,0.45,10.5,0.25,0.5,0.-9,0.-10,6.81,10.8,90868.41,908.49,0.0,0.0,0.0
566382,2,566382,46,0.47,10.2,0.23,0.4,0.-9,0.-10,6.81,10.9,90868.41,909.0,0.0,0.0,0.0
566428,2,566428,46,0.49,10.1,0.24,0.5,0.-9,0.-10,6.81,10.9,90871.64,909.39,0.0,0.0,0.0
566479,2,566479,51,0.52,10.2,0.26,0.4,0.-9,0.-10,6.87,10.7,90870.76,908.99,0.0,0.0,0.0
566522,2,566522,43,0.46,10.4,0.22,0.4,0.-9,0.-9,6.81,10.8,90873.91,908.88,0.0,0.0,0.0
566568,2,566568,46,0.45,10.4,0.26,0.4,0.-9,0.-10,6.75,10.8,90875.4,909.48,0.0,0.0,0.0
566614,2,566614,46,0.55,10.4,0.21,0.4,0.-9,0.-10,6.81,10.8,90872.86,909.29,0.0,0.0,0.0
566660,2,566660,46,0.44,10.3,0.22,0.4,0.-9,0.-9,6.87,10.9,90876.10,909.8,0.0,0.0,0.0
566706,2,566706,46,0.50,10.2,0.21,0.4,0.-9,0.-10,6.75,10.8,90870.67,909.29,0.0,0.0,0.0
566752,2,566752,46,0.53,10.1,0.24,0.5,0.-8,0.-10,6.81,10.7,90872.94,909.19,0.0,0.0,0.0
566795,2,566795,43,0.43,9.98,0.21,0.4,0.-9,0.-10,6.81,10.9,90869.63,909.38,0.0,0.0,0.0
566841,2,566841,46,0.50,10.0,0.22,0.4,0.-9,0.-9,6.87,10.8,90868.50,909.49,0.0,0.0,0.0
566887,2,566887,46,0.48,10.0,0.26,0.5,0.-10,0.-10,6.87,10.8,90869.54,909.9,0.0,0.0,0.0
566933,2,566933,46,0.35,10.1,0.22,0.4,0.-8,0.-10,6.87,10.8,90867.36,909.58,0.0,0.0,0.0
566984,2,566984,51,0.46,10.5,0.22,0.4,0.-10,0.-10,6.87,10.8,90866.31,908.80,0.0,0.0,0.0
567030,2,567030,46,0.60,10.3,0.26,0.4,0.-8,0.-9,6.87,10.8,90876.17,909.18,0.0,0.0,0.0
567073,2,567073,43,0.40,9.97,0.20,0.4,0.-9,0.-9,6.87,10.8,90868.50,908.59,0.0,0.0,0.0
567119,2,567119,46,0.44,10.3,0.25,0.4,0.-10,0.-10,6.87,10.8,90873.83,909.68,0.0,0.0,0.0
567165,2,567165,46,0.51,10.3,0.23,0.4,0.-8,0.-9,6.81,10.8,90873.91,909.9,0.0,0.0,0.0
567211,2,567211,46,0.41,10.2,0.26,0.5,0.-10,0.-10,6.87,10.9,90867.36,908.79,0.0,0.0,0.0
567257,2,567257,46,0.52,9.69,0.29,0.5,0.-8,0.-10,6.81,10.9,90870.67,909.38,0.0,0.0,0.0
567307,2,567307,50,0.47,9.99,0.26,0.4,0.-9,0.-9,6.81,10.8,90871.64,909.29,0.0,0.0,0.0
