millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Battery_voltage,Z_accel_times_burnoutMass
1109029,3,1109029,37,0.219,0.109,0.360,26.518,-14.469,45.144,0.12,0.30,0.18,-587.0,0.186,0.107,0.291,26.1,-14.586,44.811,0.14,0.29,0.5,-587.0,6.115,91242.234,875.651,6.73,91244.164,875.600,-423472.218,0.0,1.982,-72.656,3.718,0.220
1109069,3,1109069,40,0.226,0.96,0.384,26.477,-14.548,45.16,0.11,0.29,0.19,-587.0,0.265,0.78,0.477,26.731,-14.834,44.723,0.11,0.31,0.26,-587.0,6.99,91241.328,875.671,6.87,91237.101,875.721,-423487.125,0.0,1.980,-72.685,3.718,0.235
1109106,3,1109106,37,0.242,0.100,0.397,26.632,-14.545,44.966,0.12,0.30,0.15,-587.0,0.251,0.78,0.427,26.673,-14.644,44.972,0.11,0.30,0.7,-587.0,6.88,91239.890,875.600,6.115,91235.757,875.652,-423501.593,0.1,2.76,-70.826,3.725,0.243
1109142,3,1109142,36,0.245,0.97,0.384,26.530,-14.755,44.767,0.12,0.30,0.18,-587.0,0.315,0.107,0.320,26.600,-15.54,44.650,0.13,0.31,0.28,-587.0,6.95,91239.445,875.763,6.125,91237.867,876.279,-423515.687,0.4,1.860,-75.130,3.731,0.235
1109186,3,1109186,44,0.259,0.81,0.378,26.577,-14.761,44.861,0.11,0.30,0.18,-587.0,0.279,0.35,0.377,26.878,-14.688,45.147,0.10,0.27,0.22,-587.0,6.107,91238.515,875.726,6.134,91237.726,875.377,-423532.500,0.0,2.38,-71.471,3.731,0.232
1109222,3,1109222,36,0.277,0.73,0.390,26.696,-14.843,44.899,0.11,0.30,0.18,-587.0,0.272,0.64,0.348,26.600,-14.995,45.1,0.10,0.32,0.7,-587.0,6.120,91236.992,875.701,6.138,91236.523,875.473,-423546.343,0.0,2.25,-71.743,3.731,0.239
1109262,3,1109262,40,0.264,0.80,0.378,26.737,-14.767,45.16,0.10,0.31,0.16,-587.0,0.200,0.114,0.420,26.936,-14.454,45.308,0.9,0.33,0.17,-587.0,6.131,91237.328,875.692,6.143,91238.781,875.678,-423561.718,0.0,2.8,-72.104,3.731,0.232
1109298,3,1109298,36,0.216,0.124,0.282,26.693,-14.750,44.992,0.11,0.31,0.17,-587.0,0.14,0.301,0.53,26.454,-14.557,44.855,0.14,0.31,0.13,-587.0,6.138,91238.117,875.577,6.148,91239.695,875.76,-423573.625,0.3,2.130,-69.840,3.731,0.173
1109337,3,1109337,39,0.189,0.137,0.312,26.527,-14.633,45.68,0.11,0.30,0.16,-587.0,0.179,0.172,0.470,25.767,-14.469,45.30,0.11,0.25,0.21,-587.0,6.142,91237.828,875.481,6.148,91236.382,875.800,-423585.250,0.2,2.105,-70.402,3.731,0.191
1109374,3,1109374,37,0.179,0.153,0.318,26.372,-14.656,45.135,0.11,0.30,0.14,-587.0,0.229,0.114,0.406,26.103,-14.805,45.483,0.12,0.28,0.14,-587.0,6.146,91238.218,875.544,6.152,91239.695,875.691,-423596.937,0.1,1.940,-73.644,3.731,0.195
1109413,3,1109413,39,0.166,0.163,0.318,26.343,-14.659,45.141,0.11,0.29,0.15,-587.0,0.208,0.114,0.348,26.454,-15.10,45.30,0.9,0.29,0.8,-587.0,6.150,91238.820,875.587,6.157,91239.554,875.691,-423609.375,0.1,1.958,-73.240,3.731,0.195
1109450,3,1109450,37,0.185,0.155,0.305,26.141,-14.796,45.121,0.11,0.29,0.17,-587.0,0.294,0.71,0.355,25.928,-15.141,45.206,0.10,0.32,0.30,-587.0,6.154,91237.890,875.573,6.166,91234.125,875.608,-423620.937,0.0,2.14,-72.120,3.731,0.187
1109487,3,1109487,37,0.229,0.116,0.401,26.126,-14.764,45.200,0.11,0.29,0.16,-587.0,0.236,0.107,0.427,26.381,-14.396,45.249,0.11,0.30,0.7,-587.0,6.158,91238.312,875.658,6.166,91241.812,875.499,-423634.31,0.2,1.922,-73.928,3.731,0.246
1109526,3,1109526,39,0.259,0.116,0.376,26.255,-14.878,45.206,0.11,0.31,0.15,-587.0,0.330,0.172,0.341,26.410,-15.39,45.59,0.11,0.34,0.14,-587.0,6.162,91239.640,875.600,6.166,91243.15,875.513,-423649.187,0.1,2.60,-71.162,3.731,0.230
1109563,3,1109563,37,0.259,0.107,0.376,26.240,-14.995,45.106,0.10,0.31,0.18,-587.0,0.229,0.71,0.406,26.30,-15.390,44.986,0.10,0.30,0.29,-587.0,6.163,91239.375,875.625,6.162,91238.351,875.813,-423663.93,0.0,1.976,-72.836,3.731,0.230
1109602,3,1109602,39,0.249,0.113,0.374,26.246,-15.10,45.162,0.11,0.31,0.13,-587.0,0.157,0.143,0.341,26.483,-15.83,45.308,0.11,0.29,0.14,-587.0,6.165,91239.375,875.627,6.166,91239.554,875.704,-423677.718,0.0,1.997,-72.405,3.731,0.229
1109639,3,1109639,37,0.242,0.127,0.380,26.477,-15.48,45.80,0.10,0.31,0.16,-587.0,0.258,0.143,0.384,27.82,-15.331,44.796,0.6,0.33,0.46,-587.0,6.164,91240.664,875.543,6.162,91240.609,875.185,-423691.687,0.2,2.92,-70.605,3.731,0.233
1109678,3,1109678,39,0.242,0.123,0.376,26.568,-15.173,45.33,0.9,0.32,0.16,-587.0,0.236,0.86,0.406,26.834,-15.24,45.16,0.9,0.31,0.5,-587.0,6.165,91240.453,875.543,6.171,91240.750,875.499,-423706.437,0.0,2.0,-72.436,3.731,0.230
1109728,3,1109728,50,0.193,0.126,0.396,26.772,-15.173,45.118,0.10,0.31,0.10,-587.0,0.86,0.186,0.442,27.433,-15.39,45.483,0.12,0.31,0.14,-587.0,6.164,91240.695,875.701,6.162,91244.210,876.305,-423725.750,0.3,1.863,-75.145,3.731,0.242
1109767,3,1109767,39,0.231,0.130,0.407,26.974,-15.45,45.133,0.10,0.30,0.15,-587.0,0.416,0.93,0.463,27.38,-14.747,45.59,0.10,0.26,0.56,-587.0,6.163,91240.515,875.617,6.157,91237.437,875.390,-423741.437,0.2,2.92,-70.535,3.731,0.250
1109803,3,1109803,36,0.222,0.116,0.403,27.24,-15.42,45.191,0.9,0.29,0.21,-587.0,0.114,0.71,0.320,26.731,-15.68,45.600,0.10,0.25,0.14,-587.0,6.163,91240.984,875.535,6.162,91241.953,875.295,-423756.31,0.2,2.89,-70.676,3.731,0.247
1109842,3,1109842,39,0.239,0.137,0.400,27.18,-14.919,45.282,0.10,0.28,0.11,-587.0,0.344,0.251,0.370,27.53,-14.717,45.249,0.9,0.27,0.2,-587.0,6.162,91241.921,875.538,6.157,91245.273,875.199,-423771.718,0.0,1.997,-72.493,3.731,0.245
1109879,3,1109879,37,0.252,0.130,0.396,26.992,-14.922,45.223,0.10,0.28,0.20,-587.0,0.301,0.50,0.384,26.702,-15.39,44.723,0.10,0.29,0.49,-587.0,6.160,91242.593,875.622,6.162,91244.70,875.922,-423786.468,0.2,1.921,-73.963,3.731,0.242
1109916,3,1109916,37,0.281,0.120,0.376,26.825,-14.893,45.141,0.10,0.27,0.22,-587.0,0.229,0.136,0.341,26.600,-14.893,45.74,0.12,0.30,0.4,-587.0,6.161,91242.984,875.442,6.166,91246.187,875.404,-423800.750,0.4,2.220,-68.306,3.731,0.230
1109956,3,1109956,40,0.254,0.134,0.368,26.650,-14.910,45.206,0.10,0.29,0.20,-587.0,0.279,0.165,0.427,26.161,-14.834,45.381,0.8,0.36,0.45,-587.0,6.163,91243.164,875.445,6.171,91238.351,875.404,-423815.656,0.0,1.997,-72.586,3.738,0.226
1109992,3,1109992,36,0.288,0.130,0.380,26.574,-14.872,45.226,0.10,0.30,0.20,-587.0,0.287,0.50,0.377,26.351,-14.878,45.703,0.11,0.28,0.16,-587.0,6.163,91243.351,875.425,6.162,91242.867,875.199,-423829.156,0.0,2.19,-72.156,3.731,0.233
1110032,3,1110032,40,0.267,0.137,0.377,26.460,-14.866,45.173,0.11,0.31,0.25,-587.0,0.236,0.287,0.355,26.483,-14.688,44.986,0.14,0.32,0.22,-587.0,6.166,91241.750,875.510,6.171,91237.296,875.621,-423844.312,0.2,1.922,-74.74,3.731,0.231
1110068,3,1110068,36,0.258,0.139,0.378,26.381,-14.861,45.258,0.11,0.32,0.29,-587.0,0.258,0.57,0.391,26.308,-15.10,45.147,0.8,0.32,0.69,-587.0,6.168,91240.398,875.428,6.171,91237.296,875.513,-423857.937,0.2,2.89,-70.786,3.731,0.232
1110107,3,1110107,39,0.262,0.136,0.393,26.384,-14.796,45.323,0.10,0.30,0.26,-587.0,0.251,0.122,0.413,26.615,-14.571,45.396,0.8,0.23,0.22,-587.0,6.168,91237.929,875.450,6.166,91233.835,875.513,-423873.0,0.0,1.978,-72.966,3.738,0.241
1110145,3,1110145,38,0.249,0.163,0.376,26.474,-14.706,45.211,0.10,0.29,0.21,-587.0,0.215,0.301,0.341,26.615,-14.381,44.826,0.9,0.28,0.23,-587.0,6.167,91238.171,875.513,6.166,91239.554,875.717,-423887.625,0.1,1.940,-73.682,3.731,0.230
1110184,3,1110184,39,0.236,0.153,0.373,26.626,-14.603,45.24,0.9,0.28,0.22,-587.0,0.222,0.0,0.363,27.111,-14.367,44.767,0.7,0.25,0.21,-587.0,6.169,91237.726,875.493,6.171,91240.609,875.103,-423902.250,0.0,2.19,-72.93,3.725,0.228
1110232,3,1110232,48,0.241,0.110,0.376,26.685,-14.697,45.7,0.9,0.27,0.16,-587.0,0.258,0.71,0.370,26.775,-15.156,44.899,0.14,0.26,0.11,-587.0,6.168,91237.960,875.409,6.166,91238.492,875.199,-423920.218,0.1,2.92,-70.748,3.725,0.230
1110272,3,1110272,40,0.259,0.132,0.393,26.734,-14.674,44.925,0.10,0.26,0.7,-587.0,0.351,0.165,0.477,26.556,-14.893,44.738,0.12,0.28,0.29,-587.0,6.168,91239.109,875.406,6.171,91243.15,875.499,-423935.593,0.0,2.2,-72.519,3.725,0.241
1110308,3,1110308,36,0.258,0.117,0.399,26.533,-14.709,44.899,0.10,0.27,0.21,-587.0,0.244,0.50,0.442,25.606,-14.747,45.264,0.8,0.30,0.43,-587.0,6.166,91240.703,875.444,6.157,91241.812,875.704,-423949.843,0.1,1.963,-73.286,3.725,0.244
1110345,3,1110345,37,0.275,0.84,0.419,26.439,-14.820,44.954,0.10,0.27,0.8,-587.0,0.301,0.136,0.442,26.147,-14.937,45.103,0.9,0.25,0.38,-587.0,6.166,91241.578,875.444,6.166,91243.929,875.717,-423964.968,0.0,2.0,-72.533,3.725,0.257
1110384,3,1110384,39,0.262,0.143,0.430,26.337,-14.811,45.30,0.10,0.27,0.8,-587.0,0.157,0.294,0.420,26.600,-14.323,45.147,0.7,0.29,0.18,-587.0,6.166,91242.23,875.627,6.171,91242.867,876.17,-423981.531,0.4,1.845,-75.608,3.725,0.264
1110421,3,1110421,37,0.271,0.145,0.427,26.316,-14.717,45.80,0.9,0.28,0.16,-587.0,0.301,0.78,0.355,26.673,-14.688,45.147,0.10,0.27,0.30,-587.0,6.167,91242.0,875.731,6.171,91238.351,875.717,-423997.406,0.2,1.906,-74.192,3.725,0.262
1110460,3,1110460,39,0.268,0.132,0.420,26.290,-14.671,45.138,0.9,0.27,0.12,-587.0,0.337,0.100,0.442,26.425,-14.659,45.30,0.11,0.23,0.7,-587.0,6.167,91242.632,875.712,6.171,91246.187,875.404,-424013.937,0.0,2.19,-71.876,3.725,0.257
1110497,3,1110497,37,0.248,0.145,0.397,26.480,-14.668,45.138,0.10,0.26,0.6,-587.0,0.143,0.114,0.327,26.556,-14.732,45.264,0.13,0.25,0.14,-587.0,6.168,91242.148,875.654,6.162,91239.406,875.416,-424029.62,0.1,2.61,-71.107,3.725,0.243
1110536,3,1110536,39,0.244,0.137,0.384,26.594,-14.624,45.100,0.9,0.27,0.17,-587.0,0.279,0.100,0.377,26.717,-14.717,44.913,0.7,0.33,0.18,-587.0,6.169,91241.937,875.613,6.171,91242.867,875.513,-424044.312,0.1,2.42,-71.508,3.725,0.235
1110573,3,1110573,37,0.258,0.97,0.376,26.673,-14.779,45.171,0.10,0.28,0.19,-587.0,0.229,0.93,0.377,26.995,-15.97,45.498,0.9,0.31,0.24,-587.0,6.168,91241.31,875.513,6.166,91238.351,875.513,-424058.375,0.2,2.112,-70.256,3.725,0.230
1110613,3,1110613,40,0.244,0.106,0.377,26.752,-14.726,45.209,0.10,0.29,0.13,-587.0,0.229,0.122,0.363,27.68,-14.425,45.337,0.9,0.35,0.4,-587.0,6.168,91240.578,875.390,6.171,91236.93,875.103,-424073.437,0.3,2.140,-69.846,3.725,0.231
1110649,3,1110649,36,0.245,0.111,0.366,26.702,-14.782,45.223,0.9,0.31,0.18,-587.0,0.344,0.129,0.384,26.176,-14.937,45.103,0.9,0.33,0.27,-587.0,6.168,91238.351,875.373,6.171,91235.31,875.321,-424086.812,0.0,2.16,-72.270,3.725,0.224
1110688,3,1110688,39,0.284,0.113,0.381,26.778,-14.808,45.232,0.9,0.32,0.18,-587.0,0.337,0.122,0.406,26.936,-14.864,45.308,0.11,0.31,0.16,-587.0,6.171,91238.593,875.392,6.176,91240.609,875.513,-424101.406,0.0,1.981,-72.976,3.725,0.234
1110736,3,1110736,48,0.310,0.119,0.374,26.734,-14.747,45.407,0.10,0.32,0.14,-587.0,0.409,0.129,0.341,26.498,-14.410,45.790,0.10,0.32,0.1,-587.0,6.171,91239.39,875.493,6.171,91245.125,876.17,-424119.562,0.2,1.908,-74.387,3.718,0.229
1110773,3,1110773,37,0.323,0.120,0.368,26.810,-14.583,45.437,0.10,0.33,0.11,-587.0,0.294,0.100,0.348,27.375,-14.279,45.644,0.12,0.32,0.8,-587.0,6.170,91238.617,875.635,6.162,91236.234,876.222,-424133.312,0.3,1.875,-74.943,3.725,0.226
1110813,3,1110813,40,0.346,0.120,0.377,26.875,-14.671,45.393,0.11,0.31,0.8,-587.0,0.344,0.122,0.406,27.389,-14.864,45.118,0.13,0.27,0.6,-587.0,6.170,91239.93,875.777,6.171,91238.492,875.813,-424148.250,0.3,1.875,-74.803,3.725,0.231
1110849,3,1110849,36,0.343,0.123,0.366,26.986,-14.519,45.419,0.12,0.29,0.1,-587.0,0.330,0.143,0.327,26.731,-14.177,45.235,0.13,0.24,0.26,-587.0,6.169,91240.703,875.897,6.166,91243.15,875.922,-424161.625,0.3,1.892,-74.313,3.725,0.224
1110888,3,1110888,39,0.331,0.143,0.368,26.930,-14.408,45.419,0.12,0.29,0.1,-587.0,0.279,0.222,0.420,26.658,-14.308,45.308,0.15,0.28,0.35,-587.0,6.168,91240.914,875.957,6.171,91241.664,875.813,-424175.968,0.1,1.943,-73.185,3.725,0.226
1110925,3,1110925,37,0.307,0.124,0.381,27.44,-14.381,45.241,0.13,0.28,0.9,-587.0,0.287,0.35,0.406,27.68,-14.279,44.899,0.11,0.28,0.36,-587.0,6.167,91240.15,875.796,6.166,91240.609,875.212,-424189.843,0.4,2.191,-68.472,3.725,0.234
1110964,3,1110964,39,0.348,0.111,0.381,26.983,-14.408,45.211,0.12,0.26,0.9,-587.0,0.502,0.35,0.348,27.68,-14.410,45.498,0.7,0.22,0.10,-587.0,6.170,91240.875,875.717,6.176,91240.609,875.826,-424204.718,0.2,2.85,-70.560,3.725,0.234
1111001,3,1111001,37,0.341,0.113,0.381,26.895,-14.367,45.296,0.11,0.24,0.11,-587.0,0.308,0.129,0.406,26.951,-14.659,45.542,0.9,0.20,0.0,-587.0,6.171,91240.375,875.638,6.176,91235.945,875.416,-424218.843,0.2,2.86,-70.636,3.725,0.234
1111040,3,1111040,39,0.298,0.91,0.400,26.825,-14.498,45.325,0.10,0.24,0.15,-587.0,0.114,0.35,0.420,26.381,-14.834,45.381,0.7,0.25,0.2,-587.0,6.171,91240.304,875.616,6.166,91242.726,875.813,-424234.93,0.0,2.22,-71.914,3.725,0.245
1111077,3,1111077,37,0.245,0.76,0.401,26.772,-14.510,45.331,0.8,0.25,0.12,-587.0,0.14,0.143,0.427,26.395,-14.367,45.337,0.5,0.31,0.18,-587.0,6.171,91238.750,875.578,6.171,91233.835,875.621,-424248.937,0.1,2.39,-71.604,3.725,0.246
1111114,3,1111114,37,0.182,0.109,0.390,26.641,-14.560,45.381,0.8,0.26,0.4,-587.0,0.28,0.200,0.348,26.410,-14.527,45.147,0.11,0.34,0.2,-587.0,6.173,91240.312,875.638,6.176,91248.445,875.513,-424263.593,0.1,1.943,-73.509,3.718,0.239
1111154,3,1111154,40,0.84,0.120,0.411,26.530,-14.519,45.378,0.8,0.29,0.6,-587.0,0.14,0.93,0.456,26.512,-14.206,45.483,0.9,0.38,0.21,-587.0,6.172,91241.210,875.515,6.171,91245.125,875.212,-424279.656,0.3,2.139,-69.725,3.725,0.252
1111191,3,1111191,37,0.34,0.142,0.404,26.577,-14.501,45.308,0.8,0.33,0.8,-587.0,0.57,0.236,0.370,27.185,-14.571,45.191,0.9,0.36,0.8,-587.0,6.171,91241.906,875.534,6.171,91239.406,875.513,-424294.750,0.0,1.981,-72.829,3.725,0.248
1111235,3,1111235,44,0.21,0.149,0.406,26.641,-14.408,45.407,0.10,0.35,0.10,-587.0,0.50,0.71,0.427,26.702,-14.367,45.878,0.15,0.37,0.4,-587.0,6.172,91241.937,875.534,6.171,91242.867,875.813,-424312.593,0.0,2.0,-72.442,3.731,0.249
1111271,3,1111271,36,0.45,0.147,0.391,26.775,-14.440,45.448,0.11,0.37,0.13,-587.0,0.136,0.136,0.355,27.68,-14.527,45.542,0.13,0.38,0.36,-587.0,6.173,91243.265,875.450,6.176,91240.468,875.199,-424326.968,0.2,2.92,-70.705,3.731,0.240
1111316,3,1111316,45,0.70,0.126,0.399,26.740,-14.308,45.545,0.11,0.36,0.19,-587.0,0.93,0.93,0.384,26.235,-13.870,45.629,0.11,0.31,0.27,-587.0,6.172,91241.695,875.368,6.171,91240.609,875.103,-424344.750,0.1,2.89,-70.843,3.731,0.244
1111352,3,1111352,36,0.103,0.136,0.390,26.761,-14.340,45.524,0.11,0.35,0.15,-587.0,0.179,0.143,0.413,26.615,-14.367,45.381,0.8,0.32,0.0,-587.0,6.171,91240.765,875.346,6.166,91240.468,875.103,-424358.968,0.0,2.22,-72.182,3.738,0.239
1111391,3,1111391,39,0.147,0.109,0.377,26.673,-14.375,45.551,0.11,0.35,0.21,-587.0,0.279,0.100,0.305,26.746,-14.747,45.323,0.7,0.38,0.40,-587.0,6.171,91241.882,875.324,6.171,91244.984,875.404,-424373.937,0.0,2.22,-72.206,3.731,0.231
1111428,3,1111428,37,0.193,0.107,0.383,26.585,-14.443,45.413,0.9,0.34,0.17,-587.0,0.279,0.64,0.456,26.264,-14.703,45.191,0.8,0.29,0.15,-587.0,6.172,91241.671,875.286,6.176,91241.812,875.621,-424388.0,0.1,2.39,-71.896,3.731,0.235
1111467,3,1111467,39,0.244,0.116,0.376,26.641,-14.469,45.287,0.8,0.34,0.12,-587.0,0.387,0.179,0.320,27.345,-14.659,44.913,0.8,0.38,0.10,-587.0,6.172,91241.234,875.346,6.176,91238.351,875.499,-424402.812,0.1,1.943,-73.796,3.731,0.230
1111504,3,1111504,37,0.315,0.114,0.393,26.667,-14.586,45.150,0.8,0.33,0.11,-587.0,0.452,0.86,0.470,26.366,-14.454,44.943,0.8,0.27,0.22,-587.0,6.171,91242.328,875.449,6.166,91246.39,875.621,-424417.31,0.2,1.906,-74.475,3.731,0.241
1111541,3,1111541,37,0.347,0.123,0.394,26.644,-14.709,45.130,0.8,0.31,0.9,-587.0,0.337,0.186,0.420,26.498,-14.980,45.279,0.8,0.23,0.12,-587.0,6.171,91243.476,875.531,6.166,91246.187,875.513,-424431.625,0.2,1.924,-74.10,3.731,0.242
1111580,3,1111580,39,0.367,0.127,0.397,26.571,-14.647,45.138,0.8,0.28,0.10,-587.0,0.380,0.122,0.320,26.381,-14.440,45.366,0.8,0.25,0.45,-587.0,6.172,91243.476,875.493,6.176,91244.984,875.212,-424447.62,0.0,2.39,-71.686,3.731,0.243
1111617,3,1111617,37,0.318,0.137,0.384,26.679,-14.562,45.235,0.9,0.28,0.12,-587.0,0.35,0.114,0.391,26.805,-14.279,45.673,0.14,0.28,0.6,-587.0,6.172,91243.656,875.572,6.176,91242.726,876.17,-424461.531,0.2,1.926,-73.920,3.731,0.235
1111656,3,1111656,39,0.291,0.120,0.383,26.615,-14.478,45.442,0.10,0.27,0.18,-587.0,0.251,0.93,0.312,27.24,-14.235,45.951,0.10,0.33,0.43,-587.0,6.173,91244.320,875.553,6.180,91241.664,875.404,-424476.500,0.0,2.19,-72.32,3.731,0.235
1111693,3,1111693,37,0.221,0.109,0.368,26.673,-14.413,45.504,0.10,0.27,0.20,-587.0,0.100,0.28,0.399,26.658,-14.133,45.249,0.12,0.25,0.29,-587.0,6.174,91244.562,875.431,6.171,91247.242,875.7,-424490.406,0.3,2.139,-69.808,3.731,0.226
1111744,3,1111744,51,0.203,0.84,0.361,26.600,-14.285,45.629,0.10,0.28,0.23,-587.0,0.251,0.64,0.384,26.132,-14.337,45.907,0.6,0.29,0.2,-587.0,6.175,91243.23,875.431,6.171,91238.492,875.513,-424509.31,0.0,2.0,-72.548,3.725,0.221
1111780,3,1111780,36,0.196,0.68,0.374,26.623,-14.191,45.647,0.10,0.28,0.16,-587.0,0.344,0.43,0.384,26.498,-13.972,45.454,0.10,0.24,0.10,-587.0,6.173,91242.593,875.510,6.166,91242.867,875.608,-424522.281,0.2,1.926,-73.983,3.680,0.229
1112010,3,1112010,230,0.298,0.58,0.368,26.638,-14.127,45.606,0.10,0.28,0.21,-587.0,0.545,0.64,0.363,26.878,-13.957,45.469,0.15,0.30,0.18,-587.0,6.172,91243.765,875.366,6.171,91248.539,875.299,-424607.781,0.0,2.167,-69.352,3.706,0.226
1112046,3,1112046,36,0.290,0.71,0.383,26.565,-14.115,45.466,0.11,0.27,0.11,-587.0,0.208,0.157,0.384,26.658,-14.177,45.249,0.14,0.26,0.5,-587.0,6.156,91244.656,875.452,6.101,91246.132,875.830,-424621.312,0.2,1.921,-74.141,3.725,0.235
1112415,3,1112415,369,0.314,0.83,0.377,26.623,-14.206,45.454,0.12,0.26,0.4,-587.0,0.222,0.86,0.370,26.951,-14.586,45.191,0.14,0.23,0.3,-587.0,6.145,91242.320,875.647,6.115,91235.554,875.983,-424761.656,0.0,1.836,-75.770,3.725,0.231
1112975,3,1112975,560,0.315,0.76,0.366,26.644,-14.223,45.334,0.13,0.28,0.9,-587.0,0.258,0.28,0.327,26.235,-14.425,45.308,0.10,0.38,0.26,-587.0,6.126,91242.664,875.615,6.78,91240.218,875.356,-424969.843,0.0,2.32,-71.699,3.718,0.224
1113537,3,1113537,562,0.261,0.93,0.360,26.702,-14.408,45.276,0.13,0.30,0.13,-587.0,0.71,0.129,0.355,26.790,-14.893,45.162,0.10,0.33,0.32,-587.0,6.107,91242.796,875.546,6.69,91243.531,875.261,-425173.937,0.0,2.74,-70.925,3.718,0.220
1113589,3,1113589,52,0.162,0.107,0.361,26.670,-14.454,45.203,0.13,0.29,0.17,-587.0,0.50,0.136,0.370,26.717,-14.191,45.103,0.14,0.23,0.37,-587.0,6.86,91240.382,875.644,6.64,91236.476,875.792,-425192.718,0.1,1.910,-74.165,3.718,0.221
1113625,3,1113625,36,0.167,0.103,0.363,26.568,-14.437,45.223,0.12,0.29,0.32,-587.0,0.236,0.136,0.391,26.147,-14.89,45.352,0.11,0.28,0.70,-587.0,6.84,91238.820,875.582,6.92,91238.304,875.516,-425205.781,0.1,2.66,-71.40,3.725,0.222
1113665,3,1113665,40,0.169,0.97,0.351,26.419,-14.320,45.217,0.11,0.30,0.47,-587.0,0.229,0.57,0.312,26.205,-14.1,45.162,0.8,0.26,0.71,-587.0,6.84,91239.765,875.494,6.115,91240.273,875.543,-425220.62,0.2,2.96,-70.551,3.731,0.215
1113701,3,1113701,36,0.173,0.117,0.361,26.463,-14.288,45.226,0.10,0.27,0.48,-587.0,0.279,0.129,0.377,26.454,-14.264,45.352,0.7,0.24,0.27,-587.0,6.92,91238.835,875.575,6.120,91235.609,875.761,-425232.906,0.2,1.925,-73.925,3.731,0.221
1113740,3,1113740,39,0.192,0.103,0.387,26.574,-14.142,45.232,0.9,0.26,0.37,-587.0,0.165,0.57,0.485,27.345,-14.162,45.191,0.6,0.28,0.21,-587.0,6.103,91238.343,875.677,6.125,91241.39,875.774,-425247.531,0.2,1.906,-74.212,3.731,0.237
1113777,3,1113777,37,0.223,0.104,0.388,26.591,-14.241,45.325,0.7,0.27,0.18,-587.0,0.208,0.143,0.377,26.805,-14.688,45.571,0.4,0.32,0.55,-587.0,6.117,91238.593,875.613,6.134,91237.726,875.473,-425261.906,0.1,2.68,-70.995,3.738,0.238
1113816,3,1113816,39,0.222,0.114,0.391,26.723,-14.367,45.404,0.6,0.29,0.6,-587.0,0.229,0.186,0.406,26.805,-14.717,45.746,0.7,0.35,0.55,-587.0,6.128,91239.593,875.769,6.148,91243.296,876.292,-425277.125,0.3,1.865,-75.13,3.731,0.240
1113853,3,1113853,37,0.239,0.136,0.403,26.743,-14.463,45.501,0.7,0.30,0.21,-587.0,0.315,0.165,0.370,26.308,-14.484,45.644,0.10,0.30,0.4,-587.0,6.136,91239.500,875.877,6.152,91239.843,876.87,-425291.843,0.2,1.901,-74.128,3.731,0.247
1113890,3,1113890,37,0.195,0.140,0.400,26.781,-14.539,45.521,0.9,0.30,0.19,-587.0,0.57,0.150,0.363,26.644,-14.644,45.454,0.17,0.26,0.38,-587.0,6.141,91242.125,875.924,6.148,91248.734,875.992,-425306.718,0.1,1.955,-72.949,3.731,0.245
1113929,3,1113929,39,0.166,0.178,0.383,26.667,-14.606,45.431,0.11,0.31,0.1,-587.0,0.21,0.244,0.399,26.775,-14.498,44.738,0.17,0.31,0.69,-587.0,6.148,91241.617,875.806,6.157,91238.492,875.185,-425322.0,0.3,2.133,-69.549,3.731,0.235
1113966,3,1113966,37,0.127,0.178,0.396,26.705,-14.554,45.311,0.12,0.31,0.27,-587.0,0.14,0.143,0.442,26.995,-14.425,44.972,0.11,0.33,0.89,-587.0,6.152,91242.226,875.688,6.157,91240.750,874.885,-425336.406,0.3,2.133,-69.675,3.731,0.242
1114005,3,1114005,39,0.153,0.139,0.387,26.670,-14.466,45.188,0.13,0.29,0.56,-593.400,0.358,0.7,0.363,26.629,-14.279,45.132,0.10,0.27,0.87,-619.0,6.154,91242.171,875.612,6.157,91243.15,875.908,-425351.687,0.1,2.83,-70.713,3.731,0.237
1114042,3,1114042,37,0.176,0.63,0.261,26.921,-14.437,45.203,0.14,0.29,0.64,-593.400,0.430,0.215,0.261,27.565,-14.337,45.717,0.16,0.27,0.36,-587.0,6.156,91241.687,875.535,6.162,91237.437,875.704,-425363.687,0.2,2.83,-70.790,3.731,0.160
1114086,3,1114086,44,0.256,0.43,0.252,27.30,-14.343,45.121,0.13,0.29,0.61,-593.400,0.459,0.50,0.320,27.185,-14.177,45.45,0.13,0.25,0.23,-587.0,6.158,91240.578,875.497,6.157,91243.156,875.800,-425375.0,0.0,2.39,-71.681,3.731,0.154
