millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Battery_voltage,Z_accel_times_burnoutMass
1332470,8,179425,36,6.217,-7.827,-9.534,-10.175,42.201,-20.119,0.278,0.687,0.641,-619.0,6.489,-8.621,-9.673,-8.126,43.554,-22.478,0.43,0.292,0.383,-619.0,6.553,91198.562,879.461,6.552,91201.757,879.335,-1380462.125,0.0,2.22,-68.242,3.712,-5.847
1332509,8,179464,39,5.929,-8.430,-9.633,-9.111,42.817,-21.180,0.160,0.512,0.438,-619.0,5.893,-9.73,-9.120,-7.439,43.788,-22.274,0.110,0.3,0.43,-619.0,6.552,91198.562,879.379,6.552,91197.234,878.925,-1380835.875,0.2,2.89,-66.998,3.712,-5.908
1332546,8,179501,37,6.195,-8.695,-9.591,-8.368,43.259,-21.750,0.60,0.324,0.386,-619.0,5.994,-7.968,-9.802,-7.366,44.139,-21.967,0.23,0.205,0.405,-619.0,6.553,91198.531,879.258,6.556,91199.351,879.239,-1381191.500,0.3,2.136,-66.211,3.712,-5.882
1332585,8,179540,39,5.973,-8.453,-9.715,-7.740,43.718,-22.128,0.19,0.77,0.359,-619.0,5.53,-7.917,-9.953,-6.503,44.329,-21.967,0.4,0.327,0.205,-619.0,6.553,91199.429,879.422,6.552,91199.500,879.758,-1381568.0,0.4,1.859,-71.689,3.712,-5.958
1332622,8,179577,37,5.581,-8.393,-9.653,-7.50,44.68,-21.908,0.38,0.92,0.188,-619.0,4.479,-8.384,-9.716,-5.817,44.533,-20.856,0.145,0.224,0.97,-619.0,6.553,91199.671,879.360,6.556,91200.554,879.540,-1381926.375,0.1,2.66,-67.456,3.712,-5.920
1332661,8,179616,39,5.230,-8.249,-9.685,-6.863,44.241,-21.537,0.72,0.179,0.119,-619.0,4.730,-7.903,-9.831,-7.190,44.416,-20.622,0.125,0.142,0.38,-619.0,6.555,91198.773,879.198,6.561,91197.234,878.528,-1382303.500,0.4,2.192,-65.228,3.712,-5.939
1332709,8,179664,48,5.55,-8.103,-9.766,-6.831,44.337,-21.172,0.55,0.203,0.5,-619.0,5.17,-8.341,-9.530,-7.278,44.270,-20.447,0.27,0.116,0.524,-619.0,6.556,91198.328,879.362,6.556,91194.976,879.745,-1382770.375,0.3,1.859,-71.751,3.712,-5.990
1332749,8,179704,40,4.848,-8.319,-9.672,-6.989,44.416,-20.976,0.86,0.195,0.129,-619.0,4.960,-9.52,-9.329,-8.155,44.533,-20.988,0.133,0.165,0.269,-619.0,6.554,91198.835,879.381,6.547,91201.906,879.335,-1383159.125,0.0,1.981,-69.152,3.712,-5.931
1332785,8,179740,36,4.948,-8.255,-9.548,-7.436,44.270,-20.654,0.114,0.170,0.261,-619.0,5.556,-7.594,-9.336,-8.740,43.598,-20.359,0.139,0.201,0.456,-619.0,6.555,91198.835,879.278,6.556,91199.500,879.239,-1383505.125,0.2,2.115,-66.589,3.712,-5.856
1332824,8,179779,39,5.164,-8.249,-9.399,-8.91,43.829,-20.324,0.139,0.193,0.489,-619.0,5.556,-8.355,-8.970,-9.90,42.326,-19.204,0.273,0.342,1.237,-619.0,6.555,91198.625,879.135,6.556,91199.500,878.829,-1383874.625,0.3,2.165,-65.784,3.712,-5.764
1332861,8,179816,37,5.281,-8.309,-9.211,-9.79,43.227,-19.833,0.221,0.255,0.685,-619.0,5.319,-8.204,-8.891,-12.130,41.406,-18.167,0.536,0.451,0.941,-619.0,6.553,91199.289,879.318,6.552,91200.554,879.444,-1384218.875,0.4,1.845,-72.100,3.712,-5.649
1332900,8,179855,39,5.596,-7.897,-9.132,-10.380,42.347,-18.933,0.324,0.333,0.893,-619.0,6.589,-6.281,-9.135,-13.782,39.871,-15.945,0.539,0.504,1.561,-619.0,6.552,91200.406,879.154,6.552,91200.554,878.925,-1384576.625,0.4,2.196,-65.198,3.712,-5.600
1332937,8,179892,37,5.777,-7.777,-9.30,-12.75,40.999,-17.787,0.448,0.404,1.262,-619.0,5.864,-8.449,-8.819,-16.632,37.795,-15.258,0.755,0.521,2.116,-619.0,6.553,91199.679,879.116,6.552,91198.296,879.143,-1384912.625,0.1,2.39,-68.231,3.718,-5.538
1332976,8,179931,39,5.952,-7.553,-8.894,-14.139,39.444,-16.425,0.595,0.450,1.326,-619.0,6.431,-6.474,-8.654,-19.58,35.822,-13.548,0.873,0.434,0.773,-619.0,6.553,91200.585,879.179,6.556,91204.23,879.554,-1385262.125,0.1,1.940,-70.188,3.712,-5.454
1333013,8,179968,37,6.80,-6.898,-8.836,-16.226,37.980,-14.899,0.629,0.432,1.214,-619.0,6.195,-5.82,-8.682,-19.526,35.4,-11.575,0.443,0.251,0.680,-619.0,6.553,91201.15,879.223,6.556,91201.609,879.48,-1385590.125,0.1,1.958,-69.784,3.712,-5.419
1333053,8,180008,40,6.173,-6.292,-8.721,-17.755,36.503,-13.624,0.549,0.337,1.88,-619.0,5.785,-5.175,-8.316,-19.774,34.25,-11.794,0.136,0.26,0.309,-619.0,6.555,91199.898,879.204,6.561,91194.976,879.348,-1385941.250,0.0,2.19,-68.552,3.712,-5.349
1333089,8,180044,36,5.906,-6.298,-8.563,-18.973,35.173,-12.867,0.427,0.182,0.750,-619.0,5.254,-6.309,-8.345,-19.877,33.221,-12.160,0.70,0.270,0.127,-619.0,6.556,91200.140,879.165,6.556,91201.757,878.733,-1386252.375,0.1,2.39,-68.185,3.654,-5.252
1333320,8,180275,231,5.620,-6.729,-9.722,-17.936,35.819,-13.563,0.215,0.170,0.41,-619.0,4.436,-10.602,-14.612,-11.444,41.26,-18.737,0.305,1.242,-1.429,-619.0,6.560,91198.828,879.103,6.570,91191.789,878.831,-1388364.375,0.0,2.66,-67.717,3.686,-5.962
