millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,BARO_temp,BARO_press,BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,lastInte.x,lastInte.y,lastDiff.x,lastDiff.y,Est_apogee,Z_accel_times_burnoutMass
636,2,636,636,-9.439,0.940,0.940,77.316,-65.551,-53.726,0.232,0.205,0.47,-651.0,9.522,91571.656,847.279,0.0,0.0,0.0,623.0,0.559,623.0,846.357,-2147483648.2147483647,0.574
726,2,726,90,-9.346,-1.536,0.351,76.293,-65.10,-55.261,0.215,0.43,0.24,-651.0,9.549,91565.750,846.493,-63.637,0.5,2.906,713.0,0.854,713.0,845.881,-54.512,0.214
814,2,814,88,-10.171,0.351,0.114,74.451,-63.607,-57.614,0.313,0.229,0.182,-651.0,9.577,91564.343,846.416,-114.805,0.7,1.613,801.0,0.308,801.0,846.513,-77.252,0.70
901,2,901,87,-9.59,-1.205,-1.521,74.890,-61.867,-57.410,0.82,0.46,0.412,-651.0,9.586,91558.656,847.37,-224.721,0.5,2.940,888.0,-2.218,888.0,846.28,-53.931,0.929
988,2,988,87,-10.889,0.710,0.287,76.191,-60.26,-57.950,0.83,0.45,0.213,-651.0,9.586,91555.218,846.329,-330.891,0.4,1.710,975.0,0.222,975.0,846.436,-75.261,0.175
1077,2,1077,89,-9.109,-1.737,-1.33,77.272,-58.491,-59.105,0.94,0.29,0.366,-651.0,9.595,91561.875,846.640,-410.802,0.2,1.823,1063.0,-1.593,1063.0,846.650,-72.684,0.631
1163,2,1163,86,-10.121,-1.134,0.480,80.342,-57.585,-57.351,0.213,0.174,0.239,-651.0,9.600,91558.437,846.844,-507.291,0.1,1.911,1150.0,0.624,1150.0,846.746,-70.537,0.293
1252,2,1252,89,-9.934,-1.4,-1.701,81.116,-57.322,-57.410,0.210,0.392,0.115,-651.0,9.595,91559.617,846.542,-615.582,0.3,2.430,1239.0,-1.808,1239.0,846.446,-61.624,-1.38
1340,2,1340,88,-9.762,-1.787,0.617,85.618,-56.986,-54.823,0.68,0.155,0.173,-651.0,9.605,91560.687,846.746,-712.864,0.4,1.710,1327.0,0.401,1327.0,846.853,-74.545,0.376
1427,2,1427,87,-9.497,-2.167,-1.26,85.530,-57.687,-56.577,0.72,0.277,0.193,-651.0,9.595,91557.250,846.339,-765.12,0.5,3.17,1414.0,0.796,1414.0,846.349,-53.322,0.626
1514,2,1514,87,-9.906,0.976,-1.708,84.258,-58.857,-59.485,0.98,0.170,0.80,-619.0,9.600,91553.812,846.650,-874.617,0.5,1.664,1501.0,-1.722,1501.0,846.853,-75.682,-1.43
1602,2,1602,88,-9.217,0.983,-1.708,82.972,-59.894,-62.233,0.37,0.263,0.87,-651.0,9.600,91561.765,846.746,-1010.749,0.3,2.451,1589.0,-1.371,1589.0,846.542,-61.178,-1.43
1689,2,1689,87,-9.403,-1.141,-1.241,81.365,-61.34,-62.613,0.109,0.126,0.60,-619.0,9.600,91550.484,846.135,-1126.911,0.0,2.94,1676.0,-1.299,1676.0,846.456,-66.976,0.758
1778,2,1778,89,-8.908,0.588,-1.313,81.58,-61.341,-63.665,0.11,0.103,0.30,-619.0,9.600,91559.507,846.446,-1254.688,0.3,2.430,1765.0,-1.572,1765.0,846.155,-61.722,0.802
1866,2,1866,88,-9.30,-1.478,-1.363,81.715,-61.838,-64.30,0.154,0.29,0.124,-619.0,9.609,91558.218,846.359,-1395.558,0.3,1.763,1853.0,-1.629,1853.0,846.465,-74.380,0.832
1953,2,1953,87,-9.963,0.638,-1.529,81.467,-61.765,-64.118,0.119,0.42,0.4,-619.0,9.618,91562.726,846.359,-1530.144,0.4,2.686,1940.0,-1.464,1940.0,846.58,-57.618,0.933
2040,2,2040,87,-11.227,-3.273,2.60,82.899,-62.525,-63.80,0.325,1.76,0.24,-619.0,9.623,91557.31,846.165,-1685.651,0.2,1.830,2027.0,-2.110,2027.0,846.262,-72.192,1.257
2129,2,2129,89,-8.994,-1.292,-1.91,83.981,-62.467,-61.356,0.95,0.184,0.17,-619.0,9.628,91559.289,846.669,-1808.833,0.0,1.989,2115.0,0.689,2115.0,846.272,-69.670,0.666
2215,2,2215,86,-9.611,-1.105,-1.198,83.484,-61.166,-63.314,0.1,0.4,0.199,-619.0,9.632,91559.289,846.680,-1887.211,0.1,1.903,2202.0,-1.112,2202.0,846.379,-70.261,0.731
2319,2,2319,104,-11.815,0.531,-1.256,78.821,-62.452,-66.530,0.31,0.513,-1.66,-619.0,9.618,91559.289,846.863,-2007.408,0.1,1.903,2306.0,-1.198,2306.0,846.486,-71.995,0.767
2402,2,2402,83,-12.533,1.651,-2.210,78.61,-65.419,-63.987,0.744,0.252,0.176,-619.0,9.637,91559.179,846.883,-2164.404,0.6,1.664,2389.0,-2.584,2389.0,846.990,-75.483,-1.350
2489,2,2489,87,-7.673,0.567,-1.277,82.592,-71.499,-53.127,1.312,0.255,0.816,-619.0,9.632,91567.15,846.883,-2338.23,0.9,6.160,2476.0,-1.406,2476.0,846.184,-25.83,0.780
2576,2,2576,87,-10.738,-2.462,0.768,91.771,-73.838,-40.163,1.173,1.69,0.937,-619.0,9.628,91562.507,846.786,-2458.244,0.7,1.620,2563.0,-1.356,2563.0,846.796,-77.730,0.468
2659,2,2659,83,-9.353,-2.110,0.157,98.684,-73.165,-29.552,1.24,0.216,0.573,-619.0,9.646,91557.882,846.893,-2544.339,0.3,2.450,2646.0,0.717,2646.0,846.486,-60.955,0.96
2746,2,2746,87,-10.6,-2.9,0.122,96.506,-78.32,-14.440,0.991,1.649,0.865,-619.0,9.632,91564.757,846.883,-2603.357,0.3,2.431,2733.0,0.638,2733.0,846.184,-60.766,0.74
2840,2,2840,94,-10.509,-1.249,1.414,83.645,-89.476,7.483,1.695,1.203,-1.54,-619.0,9.632,91559.70,847.184,-2599.983,0.3,1.762,2827.0,0.710,2827.0,846.495,-74.55,0.863
2928,2,2928,88,-10.695,0.839,1.227,74.305,-92.429,27.535,1.715,1.852,0.416,-619.0,9.646,91564.757,846.883,-2523.863,0.0,2.9,2915.0,1.19,2915.0,846.486,-68.265,0.749
3015,2,3015,87,-8.578,1.557,3.359,66.325,-92.429,43.320,1.303,0.167,0.580,-619.0,9.632,91555.632,846.690,-2291.851,0.1,1.903,3002.0,4.314,3002.0,846.593,-70.375,2.51
3102,2,3102,87,-7.982,0.229,2.677,66.4,-90.222,53.595,1.95,0.498,0.120,-619.0,9.637,91554.554,847.397,-1962.101,0.2,1.830,3089.0,3.266,3089.0,846.796,-73.81,1.634
3191,2,3191,89,-7.479,-1.320,2.584,71.411,-87.182,57.629,0.240,-1.506,0.613,-619.0,9.641,91556.812,846.583,-1716.52,0.5,3.17,3177.0,2.325,3177.0,846.292,-52.893,1.577
3277,2,3277,86,-8.90,-1.945,1.363,76.103,-85.618,56.898,0.201,0.144,-1.190,-619.0,9.637,91553.375,846.990,-1610.819,0.5,1.664,3264.0,0.93,3264.0,846.796,-76.179,0.832
3367,2,3367,90,-9.690,0.445,0.423,72.537,-88.219,57.936,0.532,0.282,-1.87,-619.0,9.628,91557.992,846.476,-1590.145,0.2,2.255,3354.0,0.366,3354.0,846.593,-64.688,0.258
3455,2,3455,88,-9.410,0.71,0.732,68.79,-92.706,58.23,0.120,0.1,0.492,-619.0,9.641,91560.250,846.883,-1541.188,0.1,2.119,3442.0,0.746,3442.0,846.486,-66.285,0.447
3542,2,3542,87,-8.786,0.57,0.839,65.843,-94.314,58.710,0.122,0.38,0.211,-619.0,9.628,91554.664,846.369,-1479.47,0.3,1.768,3529.0,0.681,3529.0,846.786,-73.518,0.512
3629,2,3629,87,-11.758,0.165,1.485,67.41,-93.642,59.17,0.35,0.64,0.80,-619.0,9.632,91560.359,847.387,-1423.777,0.1,1.911,3616.0,0.588,3616.0,846.883,-70.10,0.907
3716,2,3716,87,-11.54,-1.507,0.459,68.605,-92.809,59.880,0.318,0.159,0.9,-619.0,9.623,91557.31,846.980,-1401.606,0.5,1.660,3703.0,0.78,3703.0,847.397,-75.775,0.280
3804,2,3804,88,-9.145,0.624,0.57,66.837,-92.999,61.254,0.520,0.441,0.121,-619.0,9.628,91556.921,847.397,-1382.971,0.1,1.910,3791.0,0.502,3791.0,847.495,-70.219,0.35
3893,2,3893,89,-9.489,1.213,0.215,66.296,-92.999,59.631,0.198,0.89,0.43,-619.0,9.637,91560.359,846.883,-1352.624,0.12,-7.605,3880.0,0.179,3880.0,846.379,-17.111,0.131
3980,2,3980,87,-9.640,1.823,0.394,65.697,-93.72,58.82,0.398,0.263,0.152,-619.0,9.628,91553.593,846.883,-1323.271,0.9,1.550,3967.0,0.495,3967.0,847.194,-78.924,0.241
4068,2,4068,88,-9.906,0.789,0.0,65.39,-93.189,58.944,0.36,0.283,0.98,-619.0,9.632,91559.70,846.883,-1299.582,0.2,2.255,4055.0,0.43,4055.0,846.990,-64.91,0.0
4155,2,4155,87,-9.884,1.4,0.358,63.680,-93.554,59.17,0.25,0.126,0.133,-619.0,9.637,91553.484,847.301,-1294.274,0.5,2.980,4142.0,0.78,4142.0,846.495,-53.668,0.219
4243,2,4243,88,-10.308,1.83,0.258,61.750,-93.72,59.47,0.182,0.225,0.73,-619.0,9.637,91553.484,846.174,-1268.668,0.6,1.624,4229.0,0.509,4229.0,847.97,-77.336,0.157
4331,2,4331,88,-10.100,1.363,0.215,59.894,-94.416,59.207,0.13,0.181,0.22,-619.0,9.628,91556.812,846.583,-1242.793,0.5,3.17,4318.0,0.71,4318.0,846.593,-52.898,0.131
4420,2,4420,89,-9.891,1.421,0.725,58.652,-94.139,58.857,0.156,0.175,0.7,-619.0,9.651,91555.632,846.796,-1210.530,0.1,1.903,4407.0,0.653,4407.0,846.699,-70.765,0.442
4507,2,4507,87,-8.599,0.272,1.177,59.76,-94.489,57.950,0.275,0.277,0.94,-619.0,9.641,91559.70,847.301,-1183.51,0.1,1.911,4494.0,0.21,4494.0,846.796,-70.199,0.718
4595,2,4595,88,-11.140,0.186,0.459,61.444,-94.387,56.489,0.6,0.154,0.124,-619.0,9.641,91558.960,847.0,-1163.784,0.3,2.430,4582.0,0.459,4582.0,846.495,-60.985,0.280
4682,2,4682,87,-10.171,1.306,0.193,61.20,-95.323,56.50,0.16,0.21,0.182,-619.0,9.641,91559.70,847.87,-1131.621,0.1,1.911,4669.0,0.279,4669.0,846.593,-70.515,0.118
4769,2,4769,87,-9.662,1.177,0.64,61.297,-95.454,55.71,0.20,0.146,0.10,-619.0,9.637,91551.117,846.699,-1101.643,0.0,1.990,4756.0,0.409,4756.0,846.602,-69.438,0.39
4857,2,4857,88,-10.100,1.155,0.459,60.289,-95.936,55.393,0.62,0.54,0.27,-619.0,9.641,91561.210,847.194,-1067.531,0.2,1.830,4844.0,0.366,4844.0,846.807,-72.599,0.280
4960,2,4960,103,-9.877,1.306,0.480,59.748,-95.615,55.203,0.46,0.43,0.185,-619.0,9.623,91560.250,846.883,-1028.344,0.4,3.19,4947.0,0.394,4947.0,846.302,-52.755,0.293
5047,2,5047,87,-9.547,0.516,0.488,59.880,-95.381,55.539,0.130,0.120,0.97,-619.0,9.646,91557.992,847.204,-989.936,0.6,1.628,5034.0,0.488,5034.0,846.893,-76.935,0.298
5135,2,5135,88,-9.863,1.335,0.287,60.552,-95.439,55.495,0.17,0.32,0.8,-619.0,9.646,91556.703,847.407,-951.717,0.6,3.509,5122.0,0.380,5122.0,846.292,-47.15,0.175
5222,2,5222,87,-10.358,2.361,0.14,60.625,-95.30,55.700,0.19,0.220,0.167,-619.0,9.655,91552.195,846.903,-912.60,0.2,1.823,5209.0,0.531,5209.0,846.506,-72.841,0.8
5310,2,5310,88,-9.999,1.134,0.509,61.49,-94.796,55.948,0.14,0.50,0.39,-619.0,9.651,91552.78,847.407,-857.102,0.9,1.553,5296.0,0.732,5296.0,847.311,-78.330,0.311
5398,2,5398,88,-10.49,1.69,0.789,59.997,-95.790,56.50,0.95,0.125,0.73,-619.0,9.660,91555.406,847.214,-773.408,0.7,4.318,5385.0,1.148,5385.0,846.612,-38.655,0.482
5488,2,5488,90,-9.812,0.610,0.703,59.894,-96.141,55.378,0.80,0.140,0.7,-619.0,9.651,91558.843,847.214,-690.389,0.3,1.768,5475.0,0.696,5475.0,846.913,-73.516,0.429
5575,2,5575,87,-10.157,1.4,0.588,60.84,-96.9,54.998,0.48,0.45,0.203,-619.0,9.641,91555.523,846.709,-626.999,0.3,2.430,5562.0,0.760,5562.0,846.612,-60.568,0.359
5662,2,5662,87,-9.762,0.524,0.617,60.333,-95.980,55.159,0.56,0.227,0.311,-619.0,9.660,91559.921,846.913,-583.595,0.5,1.660,5649.0,0.236,5649.0,847.127,-75.879,0.376
5750,2,5750,88,-10.631,2.419,0.373,61.254,-95.659,55.480,0.109,0.274,0.117,-619.0,9.664,91557.664,847.321,-540.323,0.3,2.450,5737.0,0.746,5737.0,846.816,-60.351,0.227
5837,2,5837,87,-9.525,0.258,1.414,59.836,-95.849,56.737,0.0,0.74,0.181,-619.0,9.655,91559.921,847.214,-467.253,0.2,1.830,5824.0,0.933,5824.0,847.20,-72.171,0.863
5924,2,5924,87,-9.992,-2.921,0.545,61.254,-94.928,56.971,0.71,0.128,0.160,-619.0,9.664,91555.406,847.117,-383.567,0.4,2.660,5911.0,0.990,5911.0,846.622,-57.753,0.333
6015,2,6015,91,-10.64,0.588,1.284,61.473,-95.220,56.986,0.1,0.116,0.51,-619.0,9.655,91558.843,846.923,-300.932,0.3,1.763,6002.0,0.825,6002.0,846.933,-73.633,0.784
6102,2,6102,87,-9.891,0.480,0.983,60.654,-94.460,57.497,0.9,0.112,0.56,-619.0,9.664,91553.156,847.330,-215.996,0.4,1.715,6089.0,1.127,6089.0,847.330,-74.494,0.600
6189,2,6189,87,-9.963,0.638,1.277,60.245,-95.103,57.220,0.57,0.58,0.101,-619.0,9.660,91555.406,847.330,-113.262,0.8,4.312,6176.0,1.234,6176.0,846.632,-38.595,0.780
6277,2,6277,88,-10.767,5.75,-7.523,61.180,-94.811,57.395,0.211,0.443,0.249,-619.0,9.664,91557.554,847.20,-39.984,0.0,2.10,6264.0,0.430,6264.0,846.622,-68.312,-4.593
6365,2,6365,88,-9.662,1.241,0.215,59.295,-95.790,54.136,0.57,0.127,0.386,-619.0,9.669,91552.929,846.923,-5.323,0.1,1.904,6351.0,0.366,6351.0,846.730,-70.815,0.131
6451,2,6451,86,-10.365,0.961,0.337,61.166,-93.876,55.480,0.248,0.221,0.172,-619.0,9.669,91554.226,847.437,12.475,0.3,2.430,6438.0,0.43,6438.0,846.429,-61.254,0.206
6542,2,6542,91,-9.848,0.746,0.294,66.603,-92.136,57.59,0.215,0.135,0.325,-619.0,9.674,91556.375,847.30,10.516,0.2,1.829,6529.0,0.86,6529.0,846.632,-71.771,0.179
6629,2,6629,87,-11.708,0.215,-1.127,72.537,-88.482,58.593,0.125,0.310,0.35,-619.0,9.674,91551.859,846.816,8.330,0.1,2.105,6616.0,0.35,6616.0,846.536,-66.631,0.688
6716,2,6716,87,-9.834,0.732,0.488,73.487,-87.167,58.871,0.82,0.520,0.125,-619.0,9.669,91555.187,847.233,46.114,0.6,1.624,6703.0,0.832,6703.0,847.137,-76.793,0.298
6804,2,6804,88,-9.798,0.445,-1.91,77.491,-86.845,55.743,0.388,0.317,0.244,-619.0,9.674,91555.187,846.826,102.20,0.6,3.505,6791.0,0.437,6791.0,846.536,-47.145,0.666
6891,2,6891,87,-11.442,1.428,-2.778,80.532,-88.497,49.64,0.90,0.422,0.132,-619.0,9.674,91555.187,846.826,0.714,0.4,1.732,6878.0,-2.799,6878.0,846.933,-73.804,-1.696
6978,2,6978,87,-12.605,1.938,-4.486,82.797,-89.871,43.130,0.88,0.454,0.40,-619.0,9.674,91558.625,847.233,-185.574,0.2,2.254,6965.0,-1.450,6965.0,846.730,-64.278,-2.739
7069,2,7069,91,-9.360,0.545,-1.895,79.611,-90.207,46.799,0.518,0.773,0.210,-619.0,9.678,91557.445,846.730,-387.425,0.3,1.757,7056.0,-2.986,7056.0,847.50,-73.741,-1.157
7156,2,7156,87,-10.624,1.521,-2.289,76.220,-90.850,50.365,0.530,1.284,0.219,-619.0,9.687,91559.695,846.933,-690.9,0.1,1.911,7143.0,-3.969,7143.0,847.147,-70.476,-1.398
7243,2,7243,87,-10.616,1.55,-1.737,73.531,-91.230,52.148,0.111,0.544,0.30,-619.0,9.687,91555.78,847.147,-949.499,0.3,2.430,7230.0,-1.995,7230.0,846.846,-61.559,-1.60
7331,2,7331,88,-10.322,1.457,-1.270,70.783,-90.821,55.480,0.302,0.475,0.171,-619.0,9.687,91556.148,847.50,-1098.266,0.2,2.240,7318.0,-1.385,7318.0,846.653,-63.899,0.775
7419,2,7419,88,-9.913,1.751,-1.33,69.29,-89.462,59.558,0.504,0.361,0.173,-619.0,9.706,91553.890,847.50,-1196.941,0.9,1.550,7405.0,0.882,7405.0,847.468,-78.381,0.631
7505,2,7505,86,-9.683,0.890,0.897,68.357,-87.211,63.826,0.115,0.295,0.11,-619.0,9.692,91554.859,846.545,-1277.505,0.5,3.17,7492.0,0.969,7492.0,846.963,-53.236,0.547
7596,2,7596,91,-10.121,0.926,0.308,67.275,-86.407,65.594,0.66,0.225,0.3,-619.0,9.697,91556.39,847.361,-1341.849,0.3,2.450,7583.0,0.445,7583.0,846.653,-60.917,0.188
7683,2,7683,87,-10.566,1.399,0.775,66.296,-86.758,66.398,0.153,0.62,0.123,-619.0,9.697,91560.546,847.157,-1391.499,0.1,1.903,7670.0,0.696,7670.0,846.759,-70.920,0.473
7770,2,7770,87,-9.856,1.500,0.445,65.799,-85.954,67.757,0.85,0.100,0.15,-619.0,9.710,91556.39,847.167,-1440.525,0.1,2.106,7757.0,0.430,7757.0,846.662,-66.573,0.271
7858,2,7858,88,-8.140,1.715,-3.215,64.557,-85.822,68.561,0.18,0.12,0.63,-619.0,9.710,91558.187,847.274,-1474.637,0.2,2.241,7845.0,0.344,7845.0,846.468,-64.481,-1.963
7945,2,7945,87,-9.956,1.127,0.373,64.162,-85.925,68.737,0.35,0.41,0.54,-619.0,9.720,91553.671,846.973,-1508.361,0.3,2.428,7932.0,0.430,7932.0,846.168,-61.254,0.227
8032,2,8032,87,-9.698,1.543,0.222,63.709,-86.188,69.29,0.18,0.76,0.3,-619.0,9.724,91560.328,847.381,-1536.465,0.2,1.824,8019.0,0.215,8019.0,846.381,-72.81,0.135
8123,2,8123,91,-10.179,0.890,0.552,62.730,-86.655,69.482,0.15,0.71,0.62,-619.0,9.724,91560.328,846.876,-1566.841,0.10,1.522,8110.0,0.452,8110.0,847.293,-79.580,0.337
8210,2,8210,87,-9.870,1.385,0.387,63.621,-86.363,68.532,0.19,0.80,0.0,-619.0,9.729,91553.562,846.779,-1610.245,0.3,2.429,8197.0,0.545,8197.0,846.993,-61.41,0.236
8297,2,8297,87,-9.877,1.643,0.186,62.861,-86.714,68.313,0.14,0.54,0.55,-619.0,9.729,91559.31,847.4,-1642.408,0.4,2.688,8284.0,0.193,8284.0,846.585,-57.389,0.113
8384,2,8384,87,-10.372,1.4,0.674,64.89,-86.232,69.321,0.9,0.33,0.83,-619.0,9.733,91553.335,846.489,-1668.14,0.0,2.95,8371.0,0.394,8371.0,846.499,-66.968,0.412
8473,2,8473,89,-9.834,0.983,0.459,64.922,-85.735,69.161,0.25,0.79,0.37,-619.0,9.747,91562.250,847.314,-1691.387,0.2,2.256,8459.0,0.136,8459.0,846.295,-64.394,0.280
8559,2,8559,86,-9.949,1.177,0.308,64.469,-85.822,68.591,0.3,0.20,0.42,-619.0,9.747,91556.554,846.508,-1708.249,0.6,1.655,8546.0,0.251,8546.0,846.819,-76.296,0.188
8648,2,8648,89,-9.942,1.536,0.437,63.548,-86.568,68.751,0.97,0.48,0.109,-587.0,9.756,91558.703,846.906,-1746.582,0.2,2.239,8635.0,0.610,8635.0,846.626,-64.776,0.267
8736,2,8736,88,-10.6,1.471,0.279,63.7,-87.869,67.816,0.81,0.71,0.73,-619.0,9.766,91558.703,846.626,-1784.800,0.8,4.556,8723.0,0.258,8723.0,845.907,-37.88,0.170
8823,2,8823,87,-9.927,1.457,0.358,62.949,-87.225,67.772,0.34,0.2,0.69,-619.0,9.766,91559.773,846.218,-1801.663,0.11,1.492,8810.0,0.129,8810.0,846.937,-80.309,0.219
8910,2,8910,87,-9.784,1.529,0.430,62.437,-86.948,67.889,0.27,0.19,0.10,-619.0,9.770,91558.585,847.432,-1823.521,0.10,11.285,8897.0,0.373,8897.0,846.34,-1.651,0.262
8998,2,8998,88,-9.949,1.464,0.351,62.861,-87.489,67.845,0.6,0.18,0.17,-619.0,9.775,91561.914,847.140,-1861.423,0.9,1.553,8985.0,0.488,8985.0,846.840,-78.761,0.214
9085,2,9085,87,-10.114,1.306,0.409,62.832,-87.372,67.494,0.58,0.43,0.35,-587.0,9.779,91560.843,847.150,-1892.962,0.3,1.763,9072.0,0.236,9072.0,847.150,-73.746,0.249
9178,2,9178,93,-9.827,1.543,0.330,61.473,-87.912,67.655,0.20,0.18,0.58,-587.0,9.779,91558.585,845.724,-1915.994,0.13,-3.686,9165.0,0.258,9165.0,845.937,-45.89,0.201
9267,2,9267,89,-9.647,1.579,0.251,61.341,-88.102,66.822,0.31,0.18,0.27,-619.0,9.779,91555.148,846.829,-1941.230,0.3,1.768,9254.0,0.308,9254.0,846.238,-73.820,0.153
9354,2,9354,87,-9.956,1.636,0.624,61.590,-87.693,66.413,0.2,0.20,0.0,-619.0,9.784,91556.218,846.733,-1977.140,0.1,1.911,9341.0,0.516,9341.0,846.335,-70.799,0.381
9441,2,9441,87,-8.255,0.143,3.754,61.648,-88.146,67.684,0.17,0.49,0.30,-619.0,9.775,91562.992,846.946,-2013.363,0.0,1.990,9428.0,0.315,9428.0,846.345,-69.442,2.292
9530,2,9530,89,-10.85,1.478,0.524,62.277,-87.649,66.413,0.37,0.50,0.10,-587.0,9.779,91553.968,847.140,-2051.897,0.3,1.768,9516.0,0.559,9516.0,846.645,-73.216,0.319
9616,2,9616,86,-9.734,1.607,0.380,62.247,-87.869,66.252,0.15,0.34,0.5,-619.0,9.784,91559.546,846.636,-2092.803,0.0,2.0,9603.0,0.380,9603.0,846.645,-69.44,0.232
9717,2,9717,101,-9.820,1.543,0.423,62.744,-88.73,66.471,0.17,0.38,0.0,-619.0,9.766,91555.257,846.325,-2138.480,0.0,2.106,9704.0,0.524,9704.0,846.549,-67.29,0.258
9805,2,9805,88,-10.85,1.679,0.409,63.168,-88.249,66.208,0.9,0.40,0.33,-619.0,9.775,91557.406,847.44,-2179.856,0.0,1.920,9792.0,0.416,9792.0,846.636,-70.729,0.249
9892,2,9892,87,-9.877,1.550,0.459,62.43,-88.643,66.33,0.15,0.32,0.15,-619.0,9.789,91560.734,846.733,-2219.826,0.1,1.902,9879.0,0.502,9879.0,846.743,-70.887,0.280
9979,2,9979,87,-10.57,1.392,0.480,62.145,-88.190,66.281,0.0,0.27,0.14,-619.0,9.779,91560.734,847.150,-2259.796,0.0,2.0,9966.0,0.416,9966.0,846.743,-68.745,0.293
10067,2,10067,88,-9.705,1.493,0.394,62.949,-88.190,65.974,0.21,0.49,0.72,-619.0,9.784,91559.546,846.743,-2299.593,0.4,2.662,10054.0,0.488,10054.0,846.345,-57.629,0.241
10154,2,10154,87,-10.164,1.572,0.638,63.519,-87.898,65.989,0.13,0.36,0.7,-619.0,9.779,91558.367,846.743,-2345.808,0.6,1.624,10141.0,0.574,10141.0,846.946,-77.24,0.390
10244,2,10244,90,-9.719,1.665,0.244,63.344,-87.489,66.968,0.37,0.69,0.34,-587.0,9.779,91557.296,846.946,-2389.94,0.7,4.312,10231.0,0.387,10231.0,846.248,-38.592,0.149
10331,2,10331,87,-10.121,1.363,0.473,63.227,-87.152,66.764,0.29,0.74,0.43,-619.0,9.793,91555.39,846.248,-2418.760,0.4,1.710,10318.0,0.294,10318.0,846.656,-74.509,0.289
10419,2,10419,88,-9.662,1.356,0.373,63.7,-88.512,66.954,0.63,0.5,0.1,-619.0,9.798,91559.437,847.568,-2452.556,0.4,1.710,10406.0,0.473,10406.0,847.64,-75.103,0.227
10506,2,10506,87,-9.985,1.464,0.380,63.621,-88.614,66.354,0.30,0.26,0.7,-619.0,9.798,91561.578,846.559,-2496.585,0.5,3.17,10493.0,0.538,10493.0,846.559,-53.360,0.232
10594,2,10594,88,-10.42,1.514,0.602,64.323,-88.351,66.501,0.4,0.47,0.28,-619.0,9.802,91550.414,846.151,-2547.484,0.1,2.108,10580.0,0.631,10580.0,846.462,-67.294,0.368
10682,2,10682,88,-10.6,1.378,0.588,64.367,-88.175,66.194,0.38,0.26,0.9,-619.0,9.798,91556.0,846.462,-2597.956,0.10,1.522,10669.0,0.502,10669.0,847.375,-79.312,0.359
10771,2,10771,89,-9.856,1.507,0.466,63.256,-88.175,65.551,0.45,0.32,0.1,-619.0,9.802,91560.507,846.967,-2633.414,0.9,6.145,10758.0,0.294,10758.0,846.569,-25.524,0.284
10858,2,10858,87,-10.157,1.184,0.775,63.914,-89.9,65.726,0.29,0.42,0.9,-587.0,9.793,91556.0,847.268,-2674.945,0.1,1.911,10845.0,0.660,10845.0,846.666,-70.278,0.473
10946,2,10946,88,-9.884,1.478,0.409,63.899,-88.760,65.419,0.13,0.3,0.21,-587.0,9.807,91558.250,846.559,-2722.7,0.2,1.830,10933.0,0.409,10933.0,846.870,-72.778,0.249
11033,2,11033,87,-10.308,3.797,-11.155,65.141,-88.585,66.179,0.28,0.41,0.52,-619.0,9.816,91561.578,847.171,-2913.424,0.2,2.241,11020.0,-3.991,11020.0,846.675,-64.705,-6.811
11120,2,11120,87,-9.820,1.292,0.480,66.47,-87.912,65.536,0.26,0.64,0.97,-587.0,9.802,91552.554,846.870,-3116.83,0.1,1.910,11107.0,0.667,11107.0,846.773,-70.184,0.293
11208,2,11208,88,-10.135,1.198,0.524,66.281,-87.620,66.208,0.26,0.174,0.28,-587.0,9.812,91560.398,846.462,-3173.568,0.1,1.903,11195.0,0.638,11195.0,846.880,-71.239,0.319
11297,2,11297,89,-10.222,1.234,0.495,64.337,-88.365,66.632,0.82,0.181,0.26,-587.0,9.802,91560.398,846.773,-3228.512,0.4,1.710,11284.0,0.595,11284.0,847.288,-75.518,0.302
