millis(),currentState,calculatedFlightTime,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
1277195,2,1277195,0.22,9.98,0.14,0.4,0.-9,0.-9,9.18,11.81,92548.10,757.98,132.77,4.69,-95.-8
1277241,2,1277241,0.27,9.96,0.20,0.4,0.-9,0.-9,9.18,11.80,92538.27,757.39,127.49,0.-70,-92.-73
1277288,2,1277288,0.21,10.1,0.15,0.4,0.-9,0.-8,9.18,11.80,92545.98,757.78,127.49,0.-70,-92.-73
1277331,2,1277331,0.22,10.0,0.23,0.4,0.-9,0.-8,9.18,11.80,92549.30,758.27,122.26,-5.-72,-89.-96
1277377,2,1277377,0.23,10.1,0.21,0.4,0.-9,0.-9,9.18,11.80,92556.88,757.68,122.26,-5.-72,-89.-96
1277423,2,1277423,0.25,9.99,0.19,0.4,0.-9,0.-9,9.25,11.79,92552.43,757.19,116.50,-10.-56,-86.-67
1277469,2,1277469,0.22,10.2,0.20,0.4,0.-9,0.-8,9.18,11.81,92551.42,757.10,116.50,-10.-56,-86.-67
1277515,2,1277515,0.24,10.1,0.21,0.4,0.-9,0.-9,9.25,11.80,92548.10,757.39,110.35,-15.-19,-82.-84
1277563,2,1277563,0.19,10.4,0.19,0.4,0.-9,0.-9,9.18,11.80,92548.10,757.59,110.35,-15.-19,-82.-84
1277609,2,1277609,0.25,9.95,0.20,0.4,0.-9,0.-9,9.18,11.80,92544.85,757.69,103.71,-19.-33,-78.-32
1277655,2,1277655,0.19,10.3,0.18,0.4,0.-9,0.-8,9.18,11.80,92542.59,757.68,103.71,-19.-33,-78.-32
1277701,2,1277701,0.27,9.99,0.20,0.4,0.-9,0.-8,9.18,11.80,92550.30,757.88,96.76,-22.-89,-73.-34
1277747,2,1277747,0.18,10.4,0.20,0.4,0.-9,0.-9,9.25,11.80,92552.50,757.59,96.76,-22.-89,-73.-34
1277793,2,1277793,0.27,10.0,0.16,0.4,0.-9,0.-9,9.18,11.80,92555.82,757.78,89.4,-25.-79,-67.-62
1277836,2,1277836,0.22,9.99,0.22,0.4,0.-9,0.-9,9.18,11.78,92543.78,757.78,89.4,-25.-79,-67.-62
1277882,2,1277882,0.28,9.96,0.18,0.4,0.-9,0.-8,9.18,11.80,92545.98,758.57,81.18,-27.-95,-61.-63
1277928,2,1277928,0.23,9.98,0.22,0.4,0.-9,0.-8,9.25,11.80,92541.59,757.39,81.18,-27.-95,-61.-63
1277974,2,1277974,0.25,10.0,0.18,0.4,0.-9,0.-9,9.12,11.80,92552.43,757.59,72.63,-29.-37,-55.-1
1278020,2,1278020,0.21,10.4,0.26,0.4,0.-9,0.-8,9.25,11.80,92549.24,757.88,72.63,-29.-37,-55.-1
1278063,2,1278063,0.23,10.0,0.16,0.4,0.-9,0.-8,9.18,11.79,92545.98,757.68,64.41,-29.-86,-48.-51
1278109,2,1278109,0.23,10.0,0.22,0.4,0.-9,0.-9,9.18,11.80,92551.42,757.49,64.41,-29.-86,-48.-51
1278155,2,1278155,0.21,9.99,0.17,0.4,0.-9,0.-9,9.18,11.81,92553.56,757.78,55.54,-29.-52,-41.-45
1278201,2,1278201,0.23,9.99,0.20,0.4,0.-9,0.-8,9.12,11.80,92549.17,757.69,55.54,-29.-52,-41.-45
1278247,2,1278247,0.25,10.3,0.18,0.4,0.-9,0.-8,9.18,11.81,92544.78,757.59,47.10,-28.-32,-34.-83
1278296,2,1278296,0.23,10.5,0.21,0.4,0.-9,0.-8,9.6,11.80,92549.24,757.59,47.10,-28.-32,-34.-83
1278342,2,1278342,0.26,10.1,0.17,0.4,0.-9,0.-8,9.12,11.80,92550.30,758.8,39.25,-26.-40,-28.-78
1278388,2,1278388,0.25,10.0,0.17,0.4,0.-9,0.-8,9.18,11.81,92552.50,757.29,39.25,-26.-40,-28.-78
1278434,2,1278434,0.20,10.6,0.19,0.4,0.-9,0.-8,9.18,11.80,92551.36,757.10,31.80,-23.-71,-23.-4
1278480,2,1278480,0.23,10.0,0.21,0.4,0.-9,0.-9,9.18,11.80,92549.17,757.78,31.80,-23.-71,-23.-4
1278526,2,1278526,0.24,10.2,0.17,0.4,0.-9,0.-8,9.18,11.80,92553.56,757.29,24.55,-20.-24,-17.-66
1278569,2,1278569,0.23,10.1,0.21,0.4,0.-9,0.-9,9.18,11.80,92551.42,758.27,24.55,-20.-24,-17.-66
1278615,2,1278615,0.21,10.2,0.21,0.4,0.-9,0.-8,9.18,11.80,92555.75,758.8,17.97,-16.-33,-13.-11
1278661,2,1278661,0.27,9.97,0.22,0.4,0.-9,0.-8,9.18,11.80,92543.72,757.49,17.97,-16.-33,-13.-11
1278707,2,1278707,0.26,9.98,0.17,0.4,0.-9,0.-9,9.18,11.81,92550.30,757.79,11.49,-11.-83,-8.-86
1278753,2,1278753,0.23,9.98,0.18,0.4,0.-9,0.-8,9.25,11.80,92545.92,757.88,11.49,-11.-83,-8.-86
1278796,2,1278796,0.20,10.2,0.22,0.4,0.-9,0.-8,9.25,11.80,92554.62,757.88,5.83,-7.-1,-5.-37
1278842,2,1278842,0.28,10.1,0.15,0.4,0.-9,0.-8,9.18,11.81,92549.24,757.78,5.83,-7.-1,-5.-37
1278888,2,1278888,0.23,10.4,0.29,0.4,0.-9,0.-9,9.25,11.80,92547.4,757.98,0.8,-1.-62,-2.-23
1278934,2,1278934,0.25,10.1,0.17,0.4,0.-9,0.-8,9.25,11.81,92554.68,757.69,0.8,-1.-62,-2.-23
1278980,2,1278980,0.23,9.99,0.19,0.4,0.-9,0.-9,9.25,11.80,92548.10,757.69,-5.-16,3.75,0.14
1279026,2,1279026,0.23,10.1,0.21,0.4,0.-9,0.-9,9.25,11.80,92547.4,757.29,-5.-16,3.75,0.14
1279069,2,1279069,0.16,9.97,0.26,0.4,0.-9,0.-8,9.25,11.80,92552.50,757.59,-10.-16,9.35,2.18
1279115,2,1279115,0.26,9.98,0.20,0.4,0.-9,0.-8,9.25,11.80,92548.10,757.19,-10.-16,9.35,2.18
1279161,2,1279161,0.22,10.2,0.20,0.4,0.-9,0.-8,9.25,11.80,92554.68,757.49,-15.0,15.0,3.63
1279207,2,1279207,0.25,9.98,0.16,0.4,0.-9,0.-8,9.18,11.80,92551.30,757.78,-15.0,15.0,3.63
1279253,2,1279253,0.22,10.0,0.20,0.4,0.-9,0.-9,9.25,11.81,92548.10,757.59,-20.-24,21.8,4.74
1279302,2,1279302,0.32,10.0,0.19,0.4,0.-9,0.-9,9.18,11.80,92542.59,758.8,-20.-24,21.8,4.74
1279348,2,1279348,0.26,9.99,0.11,0.4,0.-9,0.-9,9.18,11.80,92546.98,757.29,-25.-29,27.3,5.37
1279394,2,1279394,0.27,9.97,0.17,0.4,0.-9,0.-9,9.18,11.80,92552.50,757.59,-25.-29,27.3,5.37
1279440,2,1279440,0.20,10.3,0.20,0.4,0.-9,0.-9,9.12,11.80,92553.56,757.88,-30.-70,33.4,5.29
1279486,2,1279486,0.21,10.2,0.19,0.4,0.-9,0.-8,9.18,11.81,92547.4,757.29,-30.-70,33.4,5.29
1279532,2,1279532,0.19,10.2,0.20,0.4,0.-9,0.-8,9.18,11.79,92551.42,757.88,-36.-29,38.82,4.43
1279575,2,1279575,0.21,10.2,0.20,0.4,0.-9,0.-8,9.25,11.80,92551.36,757.68,-36.-29,38.82,4.43
1279621,2,1279621,0.22,10.0,0.21,0.4,0.-9,0.-9,9.18,11.81,92551.42,757.48,-42.-93,44.80,2.75
1279667,2,1279667,0.30,10.3,0.19,0.4,0.-9,0.-8,9.18,11.81,92544.85,757.98,-42.-93,44.80,2.75
1279713,2,1279713,0.25,10.0,0.15,0.4,0.-9,0.-9,9.12,11.80,92559.7,757.19,-50.-27,50.23,0.-11
1279759,2,1279759,0.24,10.1,0.19,0.4,0.-9,0.-9,9.18,11.79,92549.17,757.78,-50.-27,50.23,0.-11
1279807,2,1279807,0.19,10.0,0.23,0.4,0.-9,0.-9,9.25,11.80,92551.36,757.78,-59.-23,55.57,-4.-70
1279853,2,1279853,0.21,10.2,0.18,0.4,0.-9,0.-9,9.18,11.80,92549.17,757.78,-59.-23,55.57,-4.-70
1279899,2,1279899,0.19,10.1,0.22,0.4,0.-9,0.-8,9.18,11.79,92549.17,757.99,-69.-86,60.14,-11.-33
1279945,2,1279945,0.24,10.1,0.20,0.4,0.-9,0.-8,9.18,11.79,92552.50,757.49,-69.-86,60.14,-11.-33
1279991,2,1279991,0.30,9.96,0.22,0.4,0.-9,0.-9,9.18,11.80,92557.95,757.98,-83.-82,63.99,-21.-13
1280037,2,1280037,0.28,9.99,0.19,0.4,0.-9,0.-9,9.18,11.80,92551.42,757.97,-83.-82,63.99,-21.-13
1280080,2,1280080,0.24,10.4,0.21,0.4,0.-9,0.-9,9.18,11.79,92545.92,757.78,-101.-15,66.61,-34.-20
1280126,2,1280126,0.22,10.1,0.22,0.4,0.-9,0.-8,9.18,11.80,92548.10,757.29,-101.-15,66.61,-34.-20
1280172,2,1280172,0.21,10.1,0.19,0.4,0.-9,0.-8,9.18,11.80,92554.68,757.98,-120.-48,67.36,-49.-58
1280218,2,1280218,0.18,10.2,0.30,0.4,0.-9,0.-8,9.18,11.80,92546.98,757.78,-120.-48,67.36,-49.-58
1280264,2,1280264,0.24,10.2,0.20,0.4,0.-9,0.-8,9.18,11.79,92548.17,757.19,-138.-29,66.8,-63.-59
1280308,2,1280308,0.22,10.4,0.22,0.4,0.-9,0.-8,9.18,11.80,92549.24,757.88,-138.-29,66.8,-63.-59
1280354,2,1280354,0.22,10.3,0.20,0.4,0.-8,0.-8,9.18,11.79,92551.50,758.8,-153.-53,63.33,-75.-5
1280400,2,1280400,0.27,10.1,0.13,0.4,0.-9,0.-8,9.18,11.80,92539.40,757.88,-153.-53,63.33,-75.-5
1280446,2,1280446,0.22,10.7,0.20,0.4,0.-9,0.-9,9.18,11.80,92545.98,757.59,-166.-22,59.45,-83.-79
1280492,2,1280492,0.24,10.0,0.20,0.4,0.-9,0.-8,9.18,11.79,92550.30,757.88,-166.-22,59.45,-83.-79
1280540,2,1280540,0.22,10.0,0.18,0.4,0.-9,0.-9,9.12,11.80,92548.10,757.59,-177.-1,54.56,-90.-25
1280586,2,1280586,0.20,9.99,0.24,0.4,0.-9,0.-9,9.18,11.80,92552.43,757.29,-177.-1,54.56,-90.-25
1280632,2,1280632,0.22,10.0,0.21,0.4,0.-9,0.-8,9.18,11.80,92547.4,757.69,174.47,49.22,-94.-41
1280678,2,1280678,0.30,9.99,0.19,0.4,0.-9,0.-8,9.18,11.80,92544.85,757.39,174.47,49.22,-94.-41
1280724,2,1280724,0.22,9.99,0.14,0.4,0.-9,0.-8,9.18,11.80,92553.56,757.40,167.14,43.44,-97.-12
1280770,2,1280770,0.27,9.99,0.19,0.4,0.-9,0.-9,9.18,11.79,92544.78,757.39,167.14,43.44,-97.-12
1280813,2,1280813,0.23,10.1,0.18,0.4,0.-9,0.-8,9.18,11.80,92548.10,757.59,160.74,37.33,-98.-69
1280859,2,1280859,0.22,10.0,0.21,0.4,0.-9,0.-8,9.12,11.80,92550.30,757.68,160.74,37.33,-98.-69
1280905,2,1280905,0.18,10.4,0.19,0.4,0.-9,0.-8,9.18,11.80,92549.17,757.69,155.7,31.38,-99.-46
1280951,2,1280951,0.26,9.97,0.20,0.4,0.-9,0.-8,9.18,11.80,92549.17,757.39,155.7,31.38,-99.-46
1280997,2,1280997,0.17,9.99,0.26,0.4,0.-9,0.-8,9.18,11.80,92554.68,757.69,149.91,25.43,-99.-47
1281040,2,1281040,0.24,10.0,0.21,0.3,0.-9,0.-8,9.18,11.81,92552.43,757.59,149.91,25.43,-99.-47
1281086,2,1281086,0.23,10.2,0.20,0.4,0.-9,0.-8,9.12,11.80,92554.62,757.69,144.91,19.60,-98.-88
1281132,2,1281132,0.25,9.98,0.16,0.4,0.-9,0.-9,9.25,11.81,92549.17,757.69,144.91,19.60,-98.-88
1281178,2,1281178,0.22,10.1,0.21,0.4,0.-9,0.-8,9.18,11.81,92546.98,757.98,140.0,13.69,-97.-77
1281224,2,1281224,0.22,10.4,0.16,0.4,0.-9,0.-8,9.18,11.80,92545.92,757.88,140.0,13.69,-97.-77
1281270,2,1281272,0.24,10.0,0.18,0.4,0.-9,0.-8,9.18,11.80,92550.30,757.29,135.8,7.98,-96.-16
1281314,2,1281314,0.19,10.1,0.22,0.4,0.-9,0.-9,9.18,11.80,92555.75,757.88,135.8,7.98,-96.-16
1281360,2,1281360,0.26,9.95,0.19,0.4,0.-9,0.-9,9.18,11.80,92544.85,757.19,129.97,2.33,-94.-9
1281406,2,1281406,0.27,9.98,0.19,0.4,0.-9,0.-8,9.18,11.80,92548.10,758.8,129.97,2.33,-94.-9
1281452,2,1281452,0.18,10.4,0.22,0.4,0.-9,0.-9,9.18,11.80,92552.50,757.59,124.57,-3.-19,-91.-51
1281498,2,1281498,0.23,9.95,0.22,0.4,0.-9,0.-9,9.18,11.79,92552.50,758.17,124.57,-3.-19,-91.-51
1281541,2,1281541,0.22,10.1,0.18,0.4,0.-9,0.-9,9.18,11.80,92552.50,757.39,118.88,-8.-39,-88.-35
1281587,2,1281587,0.27,9.99,0.19,0.4,0.-9,0.-9,9.18,11.81,92548.10,757.19,118.88,-8.-39,-88.-35
1281633,2,1281633,0.24,10.3,0.20,0.4,0.-9,0.-9,9.18,11.80,92546.98,757.98,112.89,-13.-21,-84.-69
1281679,2,1281679,0.28,9.98,0.18,0.4,0.-9,0.-8,9.18,11.81,92545.92,757.39,112.89,-13.-21,-84.-69
1281725,2,1281725,0.24,10.4,0.20,0.4,0.-9,0.-8,9.18,11.80,92550.30,757.29,106.82,-17.-31,-80.-63
1281773,2,1281773,0.26,10.2,0.20,0.4,0.-9,0.-8,9.18,11.80,92550.30,757.59,106.82,-17.-31,-80.-63
1281819,2,1281819,0.23,10.2,0.20,0.4,0.-9,0.-8,9.25,11.81,92551.36,757.98,100.21,-21.-11,-76.0
1281865,2,1281865,0.18,10.2,0.21,0.4,0.-9,0.-9,9.18,11.81,92556.88,757.98,100.21,-21.-11,-76.0
1281911,2,1281911,0.24,9.99,0.20,0.4,0.-9,0.-9,9.18,11.80,92546.98,757.29,92.78,-24.-48,-70.-51
1281957,2,1281957,0.23,9.98,0.22,0.4,0.-9,0.-8,9.25,11.80,92548.10,757.78,92.78,-24.-48,-70.-51
1282003,2,1282003,0.26,10.1,0.19,0.4,0.-9,0.-8,9.18,11.80,92547.4,758.27,85.12,-27.-6,-64.-60
1282046,2,1282046,0.29,10.0,0.18,0.4,0.-9,0.-8,9.18,11.79,92551.42,757.78,85.12,-27.-6,-64.-60
1282092,2,1282092,0.22,10.2,0.19,0.4,0.-9,0.-9,9.18,11.80,92550.30,757.69,76.66,-29.-1,-58.-4
1282138,2,1282138,0.26,10.0,0.18,0.4,0.-8,0.-8,9.18,11.79,92543.72,757.49,76.66,-29.-1,-58.-4
1282184,2,1282184,0.18,10.4,0.20,0.4,0.-9,0.-8,9.18,11.79,92551.36,757.88,68.33,-29.-93,-51.-43
1282230,2,1282230,0.23,9.99,0.15,0.4,0.-10,0.-9,9.12,11.79,92550.24,757.78,68.33,-29.-93,-51.-43
1282273,2,1282273,0.17,10.4,0.22,0.4,0.-9,0.-9,9.18,11.80,92551.36,757.40,59.55,-30.-7,-44.-49
1282320,2,1282320,0.25,10.0,0.18,0.4,0.-9,0.-8,9.18,11.80,92549.10,757.49,59.55,-30.-7,-44.-49
1282366,2,1282366,0.24,10.2,0.22,0.4,0.-9,0.-8,9.18,11.81,92545.92,757.68,50.99,-29.-38,-37.-65
1282412,2,1282412,0.16,10.3,0.23,0.4,0.-9,0.-8,9.12,11.80,92545.92,757.59,50.99,-29.-38,-37.-65
1282458,2,1282458,0.25,10.2,0.18,0.4,0.-9,0.-8,9.18,11.80,92549.24,758.18,42.77,-27.-78,-31.-23
1282506,2,1282506,0.27,10.0,0.18,0.4,0.-9,0.-8,9.25,11.80,92549.24,757.68,42.77,-27.-78,-31.-23
1282552,2,1282552,0.25,10.1,0.18,0.4,0.-9,0.-8,9.25,11.80,92551.36,757.29,34.91,-25.-41,-25.-36
1282598,2,1282598,0.27,9.94,0.20,0.4,0.-9,0.-8,9.18,11.80,92549.17,757.88,34.91,-25.-41,-25.-36
1282644,2,1282644,0.22,10.4,0.22,0.4,0.-9,0.-9,9.18,11.80,92550.30,757.78,27.20,-22.-28,-19.-59
1282690,2,1282690,0.21,10.1,0.20,0.4,0.-9,0.-8,9.18,11.80,92547.4,757.59,27.20,-22.-28,-19.-59
1282736,2,1282736,0.25,9.97,0.21,0.4,0.-9,0.-8,9.25,11.80,92554.68,758.27,20.44,-18.-57,-14.-79
1282779,2,1282779,0.21,9.98,0.12,0.4,0.-9,0.-8,9.25,11.78,92545.98,757.39,20.44,-18.-57,-14.-79
1282825,2,1282825,0.22,9.99,0.29,0.4,0.-9,0.-9,9.18,11.79,92545.92,757.49,13.87,-14.-24,-10.-31
1282871,2,1282871,0.24,10.1,0.19,0.4,0.-9,0.-8,9.25,11.80,92545.98,757.29,13.87,-14.-24,-10.-31
1282917,2,1282917,0.28,9.98,0.19,0.4,0.-9,0.-8,9.18,11.79,92543.78,757.98,7.95,-9.-63,-6.-61
1282963,2,1282963,0.21,10.1,0.21,0.4,0.-9,0.-9,9.18,11.79,92548.10,757.40,7.95,-9.-63,-6.-61
1283006,2,1283006,0.22,9.97,0.20,0.4,0.-9,0.-9,9.18,11.80,92550.30,757.88,2.18,-4.-49,-3.-35
1283052,2,1283052,0.22,10.1,0.20,0.4,0.-9,0.-8,9.25,11.80,92548.10,757.78,2.18,-4.-49,-3.-35
1283098,2,1283098,0.31,9.98,0.21,0.4,0.-9,0.-8,9.25,11.80,92555.75,757.29,-2.-98,0.73,0.-78
1283144,2,1283144,0.22,9.98,0.18,0.4,0.-9,0.-8,9.12,11.80,92544.91,757.59,-2.-98,0.73,0.-78
1283190,2,1283190,0.23,10.1,0.20,0.4,0.-9,0.-9,9.25,11.80,92548.10,757.59,-8.-35,6.53,1.50
1283236,2,1283236,0.22,10.1,0.23,0.4,0.-9,0.-8,9.18,11.80,92551.42,757.97,-8.-35,6.53,1.50
1283279,2,1283279,0.25,10.2,0.19,0.4,0.-9,0.-9,9.31,11.79,92549.17,757.68,-13.-38,12.29,3.16
1283326,2,1283326,0.14,10.2,0.23,0.4,0.-9,0.-8,9.25,11.80,92552.50,758.27,-13.-38,12.29,3.16
1283372,2,1283372,0.25,10.2,0.19,0.4,0.-9,0.-8,9.12,11.79,92548.10,758.8,-18.-11,17.99,4.22
1283418,2,1283418,0.23,9.99,0.17,0.4,0.-8,0.-8,9.18,11.80,92549.17,757.88,-18.-11,17.99,4.22
1283464,2,1283464,0.20,10.0,0.25,0.4,0.-9,0.-8,9.12,11.79,92553.62,757.49,-22.-98,23.83,5.2
1283512,2,1283512,0.24,10.0,0.21,0.4,0.-9,0.-8,9.18,11.80,92551.36,757.88,-22.-98,23.83,5.2
1283558,2,1283558,0.26,10.1,0.16,0.4,0.-10,0.-9,9.18,11.80,92554.68,758.8,-28.-37,30.18,5.32
1283604,2,1283604,0.18,10.3,0.22,0.4,0.-9,0.-9,9.18,11.80,92548.17,757.98,-28.-37,30.18,5.32
1283650,2,1283650,0.23,10.0,0.15,0.4,0.-9,0.-8,9.18,11.79,92552.50,757.59,-33.-81,35.99,4.78
1283696,2,1283696,0.24,10.1,0.19,0.4,0.-9,0.-8,9.12,11.80,92548.17,757.59,-33.-81,35.99,4.78
1283742,2,1283742,0.14,10.4,0.24,0.4,0.-9,0.-9,9.12,11.80,92547.4,757.39,-39.-95,41.98,3.45
1283785,2,1283785,0.24,9.98,0.20,0.4,0.-9,0.-9,9.12,11.79,92551.50,758.17,-39.-95,41.98,3.45
1283831,2,1283831,0.25,10.0,0.17,0.4,0.-9,0.-8,9.18,11.79,92552.56,757.88,-46.-46,47.55,1.23
1283877,2,1283877,0.23,10.0,0.21,0.4,0.-9,0.-9,9.18,11.80,92543.78,757.59,-46.-46,47.55,1.23
1283923,2,1283923,0.23,10.1,0.20,0.4,0.-9,0.-9,9.18,11.80,92543.78,757.19,-54.-70,53.13,-2.-39
1283969,2,1283969,0.28,9.97,0.17,0.4,0.-9,0.-8,9.18,11.80,92554.75,757.19,-54.-70,53.13,-2.-39
1284017,2,1284017,0.25,9.98,0.22,0.4,0.-9,0.-8,9.18,11.79,92552.50,757.78,-64.-66,58.6,-8.-12
1284063,2,1284063,0.22,10.2,0.21,0.4,0.-9,0.-8,9.25,11.80,92551.42,757.49,-64.-66,58.6,-8.-12
1284109,2,1284109,0.24,9.98,0.18,0.4,0.-9,0.-9,9.18,11.79,92551.42,758.8,-77.-22,62.43,-16.-47
1284155,2,1284155,0.22,10.4,0.32,0.4,0.-9,0.-9,9.25,11.80,92548.10,758.37,-77.-22,62.43,-16.-47
1284201,2,1284201,0.28,10.0,0.16,0.4,0.-9,0.-8,9.25,11.80,92552.50,757.59,-92.-47,65.57,-27.-77
1284247,2,1284247,0.26,9.99,0.22,0.4,0.-9,0.-8,9.25,11.80,92549.30,758.8,-92.-47,65.57,-27.-77
1284290,2,1284290,0.22,10.1,0.21,0.4,0.-9,0.-8,9.18,11.79,92547.4,757.78,-110.-22,67.6,-41.-60
1284337,2,1284337,0.18,9.99,0.28,0.4,0.-9,0.-8,9.25,11.80,92543.72,757.78,-110.-22,67.6,-41.-60
1284383,2,1284383,0.25,10.1,0.21,0.4,0.-9,0.-8,9.25,11.80,92552.50,758.27,-130.-24,66.76,-57.-35
1284429,2,1284429,0.25,10.0,0.17,0.4,0.-9,0.-8,9.25,11.81,92551.36,758.8,-130.-24,66.76,-57.-35
1284475,2,1284475,0.23,9.95,0.23,0.4,0.-9,0.-9,9.18,11.79,92549.30,758.8,-148.-19,64.50,-71.-15
1284518,2,1284518,0.21,10.3,0.22,0.4,0.-9,0.-9,9.12,11.79,92542.66,757.97,-148.-19,64.50,-71.-15
1284564,2,1284564,0.29,10.0,0.18,0.4,0.-9,0.-8,9.18,11.80,92550.36,757.88,-161.-99,60.83,-80.-95
1284610,2,1284610,0.23,10.1,0.18,0.4,0.-9,0.-8,9.18,11.80,92548.17,757.29,-161.-99,60.83,-80.-95
1284656,2,1284656,0.21,10.0,0.22,0.4,0.-9,0.-9,9.18,11.80,92544.85,757.98,-173.-75,55.98,-88.-36
1284702,2,1284702,0.19,9.98,0.22,0.4,0.-9,0.-8,9.18,11.80,92550.30,757.39,-173.-75,55.98,-88.-36
1284750,2,1284750,0.22,9.99,0.20,0.4,0.-9,0.-8,9.18,11.80,92553.56,757.97,177.72,50.92,-92.-90
1284796,2,1284796,0.23,9.99,0.21,0.4,0.-9,0.-8,9.25,11.79,92549.17,757.68,177.72,50.92,-92.-90
1284842,2,1284842,0.21,10.0,0.22,0.4,0.-9,0.-9,9.18,11.80,92552.50,757.78,169.99,45.38,-96.-16
1284888,2,1284888,0.27,9.95,0.19,0.4,0.-9,0.-8,9.18,11.79,92548.10,757.78,169.99,45.38,-96.-16
1284934,2,1284934,0.27,10.2,0.21,0.4,0.-9,0.-8,9.12,11.79,92545.92,757.29,163.56,39.55,-98.-14
1284980,2,1284980,0.25,10.0,0.13,0.4,0.-9,0.-8,9.18,11.79,92545.98,757.58,163.56,39.55,-98.-14
1285023,2,1285023,0.23,10.1,0.20,0.3,0.-9,0.-8,9.18,11.79,92553.62,757.68,158.9,33.88,-98.-93
1285069,2,1285069,0.23,9.98,0.16,0.4,0.-9,0.-8,9.18,11.80,92544.91,757.58,158.9,33.88,-98.-93
1285115,2,1285115,0.27,9.98,0.17,0.4,0.-9,0.-8,9.18,11.79,92545.92,757.49,152.71,27.96,-99.-21
1285161,2,1285161,0.23,9.99,0.17,0.4,0.-9,0.-8,9.18,11.80,92548.17,758.7,152.71,27.96,-99.-21
1285207,2,1285207,0.28,10.0,0.19,0.4,0.-9,0.-8,9.25,11.79,92554.68,758.37,147.75,22.12,-98.-93
1285261,2,1285261,0.21,10.2,0.20,0.4,0.-9,0.-9,9.25,11.79,92549.30,757.68,147.75,22.12,-98.-93
1285307,2,1285307,0.18,9.99,0.22,0.4,0.-9,0.-8,9.18,11.79,92551.50,757.68,142.86,16.15,-98.-11
1285354,2,1285354,0.22,10.1,0.21,0.4,0.-9,0.-8,9.18,11.80,92549.24,757.78,142.86,16.15,-98.-11
1285400,2,1285400,0.25,10.0,0.18,0.4,0.-9,0.-8,9.18,11.80,92547.4,757.49,138.23,10.63,-96.-79
1285446,2,1285446,0.22,10.4,0.25,0.4,0.-9,0.-8,9.25,11.79,92547.4,757.78,138.23,10.63,-96.-79
1285494,2,1285494,0.19,10.4,0.21,0.4,0.-9,0.-9,9.18,11.80,92552.56,757.97,133.41,5.12,-94.-96
1285540,2,1285540,0.23,9.99,0.20,0.4,0.-9,0.-8,9.12,11.80,92544.85,757.58,133.41,5.12,-94.-96
1285586,2,1285586,0.32,10.0,0.19,0.4,0.-9,0.-9,9.25,11.80,92545.92,757.68,128.20,0.-45,-92.-73
1285632,2,1285632,0.20,10.1,0.19,0.4,0.-9,0.-9,9.18,11.80,92549.24,758.7,128.20,0.-45,-92.-73
1285678,2,1285678,0.25,9.99,0.17,0.4,0.-9,0.-8,9.18,11.80,92549.24,758.8,122.98,-5.-56,-90.-6
1285724,2,1285724,0.18,10.3,0.21,0.4,0.-9,0.-8,9.18,11.79,92545.98,757.68,122.98,-5.-56,-90.-6
1285767,2,1285767,0.25,10.2,0.19,0.4,0.-9,0.-8,9.18,11.79,92553.62,757.59,117.54,-10.-30,-86.-92
1285813,2,1285813,0.17,10.2,0.24,0.4,0.-9,0.-9,9.25,11.79,92544.78,757.49,117.54,-10.-30,-86.-92
1285859,2,1285859,0.25,9.99,0.20,0.4,0.-9,0.-8,9.18,11.79,92548.10,757.88,111.73,-14.-75,-83.-21
1285905,2,1285905,0.21,10.5,0.21,0.4,0.-9,0.-8,9.18,11.80,92554.68,758.8,111.73,-14.-75,-83.-21
1285951,2,1285951,0.26,9.99,0.21,0.4,0.-9,0.-8,9.18,11.80,92545.98,757.59,105.24,-19.-4,-78.-90
1285999,2,1285999,0.31,9.99,0.20,0.4,0.-9,0.-8,9.25,11.80,92555.82,757.49,105.24,-19.-4,-78.-90
1286045,2,1286045,0.22,10.1,0.21,0.4,0.-9,0.-9,9.18,11.80,92552.50,758.8,98.6,-22.-85,-73.-83
1286091,2,1286091,0.24,10.1,0.20,0.4,0.-9,0.-8,9.18,11.79,92549.24,757.68,98.6,-22.-85,-73.-83
1286137,2,1286137,0.21,10.0,0.27,0.4,0.-9,0.-8,9.18,11.80,92547.10,757.78,90.71,-25.-92,-68.-35
1286183,2,1286183,0.26,10.1,0.19,0.4,0.-9,0.-9,9.18,11.79,92550.30,758.17,90.71,-25.-92,-68.-35
1286229,2,1286231,0.22,10.3,0.22,0.4,0.-9,0.-9,9.18,11.80,92550.36,756.60,82.59,-28.-36,-62.-18
1286272,2,1286272,0.24,10.2,0.19,0.4,0.-9,0.-8,9.18,11.79,92547.10,757.97,82.59,-28.-36,-62.-18
1286318,2,1286318,0.27,10.0,0.20,0.4,0.-9,0.-8,9.25,11.79,92544.91,757.58,74.47,-29.-96,-55.-80
1286365,2,1286365,0.23,10.1,0.20,0.4,0.-10,0.-9,9.18,11.79,92551.42,757.78,74.47,-29.-96,-55.-80
1286411,2,1286411,0.22,10.4,0.20,0.4,0.-9,0.-8,9.18,11.79,92551.42,757.68,65.76,-30.-67,-48.-92
