millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,IMU_maRaw_g_Y,IMU_mag_Raw_Z,Raw_IMU_gyro_X,IMU_gyro_Raw_Y,IMU_gyro_Raw_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_lastUpdate,Velocity_lastZAccel,Velocity_lastAlt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Air_brake_angle,Battery_voltage,Z_accel_times_burnoutMass
1322910,3,1322910,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.994,91577.351,844.872,5.995,91574.218,845.104,1322910,-9.810,844.872,-2147483648.2147483647,2.996,1.917,26959.701,0.0,3.654,-6.82
1322958,3,1322958,48,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.993,91577.140,844.954,5.995,91577.679,845.213,1322958,-9.810,844.954,-2147483648.2147483647,1.698,1.951,26959.812,0.0,3.654,-6.82
1322997,3,1322997,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.991,91578.734,845.196,5.985,91585.515,845.621,1322997,-9.810,845.196,-2147483648.2147483647,6.214,1.842,26959.470,0.0,3.654,-6.82
1323033,3,1323033,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.988,91578.765,845.194,5.981,91575.421,845.9,1323033,-9.810,845.194,-2147483648.2147483647,0.67,2.2,26959.242,0.0,3.648,-6.82
1323073,3,1323073,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.989,91577.203,845.210,5.990,91573.156,845.104,1323073,-9.810,845.210,-2147483648.2147483647,0.411,1.987,26959.843,0.0,3.654,-6.82
1323112,3,1323112,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.989,91578.101,845.71,5.995,91578.734,844.409,1323112,-9.810,845.71,-2147483648.2147483647,-3.563,2.119,26959.498,0.0,3.654,-6.82
1323148,3,1323148,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.987,91579.875,844.970,5.985,91586.570,844.709,1323148,-9.810,844.970,-2147483648.2147483647,-2.799,2.91,26958.755,0.0,3.654,-6.82
1323188,3,1323188,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.990,91579.187,844.810,5.999,91582.54,844.817,1323188,-9.810,844.810,-2147483648.2147483647,-4.20,2.137,26959.105,0.0,3.654,-6.82
1323224,3,1323224,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.993,91580.515,844.769,5.995,91582.54,844.805,1323224,-9.810,844.769,-2147483648.2147483647,-1.129,2.35,26958.992,0.0,3.648,-6.82
1323264,3,1323264,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.993,91581.835,844.589,5.990,91579.796,844.205,1323264,-9.810,844.589,-2147483648.2147483647,-4.498,2.156,26958.482,0.0,3.660,-6.82
1323300,3,1323300,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.994,91581.609,844.731,5.999,91577.539,845.117,1323300,-9.810,844.731,-2147483648.2147483647,3.938,1.894,26958.822,0.0,3.654,-6.82
1323340,3,1323340,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.994,91580.15,844.752,5.985,91578.601,844.817,1323340,-9.810,844.752,-2147483648.2147483647,0.538,1.984,26959.349,0.0,3.654,-6.82
1323376,3,1323376,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.994,91580.671,844.651,5.999,91585.375,844.313,1323376,-9.810,844.651,-2147483648.2147483647,-2.800,2.91,26959.105,0.0,3.654,-6.82
1323416,3,1323416,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.993,91581.125,844.594,5.990,91584.312,844.517,1323416,-9.810,844.594,-2147483648.2147483647,-1.440,2.45,26958.880,0.0,3.654,-6.82
1323467,3,1323467,51,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.995,91581.601,844.673,5.999,91582.195,844.601,1323467,-9.810,844.673,-2147483648.2147483647,1.551,1.955,26959.62,0.0,3.648,-6.82
1323503,3,1323503,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.992,91581.179,844.692,5.985,91575.421,845.213,1323503,-9.810,844.692,-2147483648.2147483647,0.530,1.984,26958.984,0.0,3.641,-6.82
1323543,3,1323543,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.992,91581.656,844.750,5.985,91580.992,845.104,1323543,-9.810,844.750,-2147483648.2147483647,1.435,1.958,26958.955,0.0,3.641,-6.82
1323579,3,1323579,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.989,91579.187,844.889,5.985,91573.23,845.9,1323579,-9.810,844.889,-2147483648.2147483647,3.865,1.896,26959.583,0.0,3.641,-6.82
1323619,3,1323619,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.988,91578.312,844.949,5.985,91579.937,844.817,1323619,-9.810,844.949,-2147483648.2147483647,1.501,1.956,26959.861,0.0,3.641,-6.82
1323655,3,1323655,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.986,91578.734,845.52,5.990,91584.312,845.117,1323655,-9.810,845.52,-2147483648.2147483647,2.870,1.920,26959.710,0.0,3.641,-6.82
1323695,3,1323695,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.987,91579.164,844.951,5.990,91577.539,844.709,1323695,-9.810,844.951,-2147483648.2147483647,-2.519,2.81,26959.625,0.0,3.641,-6.82
1323731,3,1323731,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.989,91579.375,844.853,5.995,91582.54,844.613,1323731,-9.810,844.853,-2147483648.2147483647,-2.729,2.89,26959.685,0.0,3.641,-6.82
1323771,3,1323771,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.990,91582.78,844.875,5.990,91586.570,845.117,1323771,-9.810,844.875,-2147483648.2147483647,0.541,1.984,26959.68,0.0,3.641,-6.82
1323810,3,1323810,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.992,91582.718,844.956,5.995,91583.117,845.225,1323810,-9.810,844.956,-2147483648.2147483647,2.93,1.940,26959.191,0.0,3.641,-6.82
1323846,3,1323846,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.992,91581.843,844.815,5.990,91579.937,844.409,1323846,-9.810,844.815,-2147483648.2147483647,-3.933,2.133,26959.345,0.0,3.641,-6.82
1323886,3,1323886,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.992,91583.203,844.858,5.990,91584.312,844.925,1323886,-9.810,844.858,-2147483648.2147483647,1.78,1.968,26959.46,0.0,3.641,-6.82
1323922,3,1323922,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.993,91582.539,844.978,5.999,91578.734,845.213,1323922,-9.810,844.978,-2147483648.2147483647,3.333,1.909,26959.492,0.0,3.641,-6.82
1325002,3,1325002,1080,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.993,91582.437,844.927,5.990,91586.70,844.862,1325002,-9.810,844.927,-2147483648.2147483647,0.47,2.1,26960.812,0.0,3.635,-6.82
1325565,3,1325565,563,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.970,91581.460,844.854,5.883,91578.234,844.862,1325565,-9.810,844.854,-2147483648.2147483647,0.128,2.3,26959.625,0.0,3.641,-6.82
1325612,3,1325612,47,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.948,91581.515,844.931,5.879,91580.218,844.791,1325612,-9.810,844.931,-2147483648.2147483647,1.625,1.953,26957.648,0.0,3.641,-6.82
1325648,3,1325648,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.930,91580.585,844.928,5.897,91579.687,844.911,1325648,-9.810,844.928,-2147483648.2147483647,0.79,2.2,26956.208,0.0,3.648,-6.82
1325688,3,1325688,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.912,91579.640,844.913,5.911,91573.968,845.140,1325688,-9.810,844.913,-2147483648.2147483647,0.366,2.11,26954.853,0.0,3.654,-6.82
1325724,3,1325724,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.902,91579.898,844.930,5.939,91587.382,844.948,1325724,-9.810,844.930,-2147483648.2147483647,0.473,1.986,26953.880,0.0,3.648,-6.82
1325764,3,1325764,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.915,91580.765,844.830,5.948,91582.601,844.360,1325764,-9.810,844.830,-2147483648.2147483647,-2.513,2.81,26954.802,0.0,3.648,-6.82
1325803,3,1325803,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.930,91579.468,844.847,5.957,91573.703,844.877,1325803,-9.810,844.847,-2147483648.2147483647,0.441,1.986,26956.728,0.0,3.654,-6.82
1325839,3,1325839,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.945,91578.453,844.821,5.971,91574.625,844.780,1325839,-9.810,844.821,-2147483648.2147483647,0.727,2.22,26958.435,0.0,3.654,-6.82
1325879,3,1325879,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.956,91579.703,844.768,5.962,91580.203,844.877,1325879,-9.810,844.768,-2147483648.2147483647,-1.315,2.41,26959.37,0.0,3.654,-6.82
1325915,3,1325915,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.961,91578.31,844.776,5.967,91579.7,844.984,1325915,-9.810,844.776,-2147483648.2147483647,0.203,1.993,26960.89,0.0,3.654,-6.82
1325955,3,1325955,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.964,91577.101,844.900,5.962,91577.945,844.984,1325955,-9.810,844.900,-2147483648.2147483647,3.118,1.914,26960.794,0.0,3.654,-6.82
1325991,3,1325991,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.967,91578.585,844.903,5.971,91581.132,844.888,1325991,-9.810,844.903,-2147483648.2147483647,0.66,1.998,26960.675,0.0,3.641,-6.82
1326031,3,1326031,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.968,91579.703,844.924,5.976,91580.203,844.888,1326031,-9.810,844.924,-2147483648.2147483647,0.538,1.984,26960.513,0.0,3.654,-6.82
1326068,3,1326068,37,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.968,91578.765,845.90,5.962,91575.554,845.705,1326068,-9.810,845.90,-2147483648.2147483647,4.473,1.881,26960.996,0.0,3.648,-6.82
1326119,3,1326119,51,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.969,91578.546,845.71,5.976,91577.945,844.888,1326119,-9.810,845.71,-2147483648.2147483647,0.374,2.11,26961.279,0.0,3.641,-6.82
1326158,3,1326158,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.970,91579.187,845.133,5.967,91581.132,845.296,1326158,-9.810,845.133,-2147483648.2147483647,1.599,1.954,26961.292,0.0,3.641,-6.82
1326194,3,1326194,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.971,91578.984,845.277,5.976,91580.70,845.608,1326194,-9.810,845.277,-2147483648.2147483647,4.4,1.892,26961.628,0.0,3.641,-6.82
1326234,3,1326234,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.969,91578.500,845.340,5.967,91577.812,845.200,1326234,-9.810,845.340,-2147483648.2147483647,1.559,1.955,26961.705,0.0,3.641,-6.82
1326270,3,1326270,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.970,91579.164,845.217,5.967,91578.875,845.92,1326270,-9.810,845.217,-2147483648.2147483647,-3.401,2.113,26961.523,0.0,3.641,-6.82
1326310,3,1326310,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.970,91580.492,845.239,5.976,91584.585,844.996,1326310,-9.810,845.239,-2147483648.2147483647,0.538,1.984,26961.212,0.0,3.641,-6.82
1326346,3,1326346,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.973,91580.281,845.241,5.981,91580.70,845.308,1326346,-9.810,845.241,-2147483648.2147483647,0.67,1.997,26961.583,0.0,3.648,-6.82
1326386,3,1326386,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.973,91579.593,845.56,5.976,91576.617,844.684,1326386,-9.810,845.56,-2147483648.2147483647,-4.620,2.160,26961.646,0.0,3.641,-6.82
1326422,3,1326422,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.975,91580.15,844.934,5.976,91579.937,844.588,1326422,-9.810,844.934,-2147483648.2147483647,-3.404,2.113,26961.621,0.0,3.641,-6.82
1326462,3,1326462,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.977,91581.132,844.996,5.976,91584.453,845.404,1326462,-9.810,844.996,-2147483648.2147483647,1.562,1.955,26961.587,0.0,3.641,-6.82
1326498,3,1326498,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.978,91580.656,844.934,5.981,91582.195,844.684,1326498,-9.810,844.934,-2147483648.2147483647,-1.736,2.54,26961.796,0.0,3.641,-6.82
1326538,3,1326538,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.977,91580.625,844.934,5.976,91579.937,845.308,1326538,-9.810,844.934,-2147483648.2147483647,0.0,2.0,26961.765,0.0,3.641,-6.82
1326577,3,1326577,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.979,91581.289,845.39,5.985,91579.937,845.213,1326577,-9.810,845.39,-2147483648.2147483647,2.710,1.924,26961.904,0.0,3.648,-6.82
1326625,3,1326625,48,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.981,91582.15,845.140,5.985,91583.523,845.92,1326625,-9.810,845.140,-2147483648.2147483647,2.101,1.940,26962.31,0.0,3.635,-6.82
1326664,3,1326664,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91580.226,844.958,5.971,91575.554,844.492,1326664,-9.810,844.958,-2147483648.2147483647,-4.679,2.163,26962.324,0.0,3.641,-6.82
1326700,3,1326700,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.978,91578.664,845.42,5.971,91574.359,845.104,1326700,-9.810,845.42,-2147483648.2147483647,2.334,1.934,26962.724,0.0,3.641,-6.82
1326740,3,1326740,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.977,91576.890,844.939,5.971,91571.39,844.792,1326740,-9.810,844.939,-2147483648.2147483647,-2.580,2.83,26963.91,0.0,3.641,-6.82
1326776,3,1326776,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.975,91576.429,844.917,5.976,91577.679,845.104,1326776,-9.810,844.917,-2147483648.2147483647,0.605,2.18,26963.72,0.0,3.641,-6.82
1326816,3,1326816,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.974,91575.265,844.938,5.981,91577.679,845.200,1326816,-9.810,844.938,-2147483648.2147483647,0.540,1.984,26963.390,0.0,3.648,-6.82
1326852,3,1326852,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.977,91575.500,844.938,5.985,91576.750,844.492,1326852,-9.810,844.938,-2147483648.2147483647,0.0,2.0,26963.632,0.0,3.641,-6.82
1326892,3,1326892,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.978,91575.742,844.979,5.976,91575.554,845.308,1326892,-9.810,844.979,-2147483648.2147483647,1.22,1.970,26963.738,0.0,3.641,-6.82
1326931,3,1326931,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.981,91577.312,845.20,5.985,91578.875,844.996,1326931,-9.810,845.20,-2147483648.2147483647,1.45,1.969,26963.640,0.0,3.641,-6.82
1326967,3,1326967,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.981,91577.976,844.979,5.976,91580.992,844.900,1326967,-9.810,844.979,-2147483648.2147483647,-1.132,2.35,26963.455,0.0,3.641,-6.82
1327007,3,1327007,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.981,91578.453,844.859,5.981,91580.70,844.601,1327007,-9.810,844.859,-2147483648.2147483647,-2.999,2.98,26963.246,0.0,3.641,-6.82
1327043,3,1327043,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91578.210,844.903,5.981,91575.554,844.709,1327043,-9.810,844.903,-2147483648.2147483647,1.207,1.965,26963.316,0.0,3.641,-6.82
1327083,3,1327083,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.981,91578.390,844.780,5.981,91576.476,844.696,1327083,-9.810,844.780,-2147483648.2147483647,-3.60,2.101,26963.279,0.0,3.648,-6.82
1327125,3,1327125,42,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.979,91579.296,844.617,5.976,91583.390,844.180,1327125,-9.810,844.617,-2147483648.2147483647,-3.888,2.132,26962.734,0.0,3.648,-6.82
1327164,3,1327164,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91577.304,844.617,5.981,91571.39,844.900,1327164,-9.810,844.617,-2147483648.2147483647,0.0,2.0,26963.441,0.0,3.660,-6.82
1327200,3,1327200,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.979,91577.515,844.617,5.976,91581.132,844.601,1327200,-9.810,844.617,-2147483648.2147483647,0.0,2.0,26963.337,0.0,3.654,-6.82
1327240,3,1327240,40,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91577.734,844.636,5.985,91576.617,844.805,1327240,-9.810,844.636,-2147483648.2147483647,0.479,1.985,26963.431,0.0,3.654,-6.82
1327276,3,1327276,36,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91578.171,844.677,5.981,91578.734,844.900,1327276,-9.810,844.677,-2147483648.2147483647,1.135,1.967,26963.390,0.0,3.654,-6.82
1327315,3,1327315,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91578.632,844.802,5.976,91585.648,844.805,1327315,-9.810,844.802,-2147483648.2147483647,3.205,1.912,26963.431,0.0,3.654,-6.82
1327354,3,1327354,39,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.980,91580.203,844.742,5.981,91578.875,844.601,1327354,-9.810,844.742,-2147483648.2147483647,-1.533,2.48,26962.972,0.0,3.654,-6.82
1327391,3,1327391,37,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,0.0,0.0,-9.810,-313.782,28.778,-17.202,3.208,9.788,-5.615,-363.0,5.981,91579.960,844.701,5.981,91579.937,844.396,1327391,-9.810,844.701,-2147483648.2147483647,-1.103,2.34,26963.134,0.0,3.654,-6.82
