millis(),currentState,Calculated flight time,Time since last log,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
1082795,3,18737,37,0.37,10.4,0.0,0.4,0.-9,0.-9,8.75,11.86,90901.73,906.76,127.29,3.20,-85.-85
1082832,3,18774,37,0.42,9.95,0.3,0.4,0.-9,0.-9,8.81,11.86,90898.50,906.16,121.79,-2.-24,-82.-96
1082869,3,18811,37,0.38,9.98,0.2,0.4,0.-8,0.-9,8.81,11.87,90897.35,906.96,121.79,-2.-24,-82.-96
1082906,3,18848,37,0.37,10.0,0.-1,0.4,0.-9,0.-9,8.81,11.85,90899.64,906.87,115.89,-7.-26,-79.-87
1082946,3,18888,40,0.38,10.2,0.1,0.4,0.-10,0.-9,8.87,11.86,90895.25,906.36,115.89,-7.-26,-79.-87
1082983,3,18925,37,0.41,9.99,0.5,0.4,0.-9,0.-9,8.87,11.86,90902.88,906.47,109.53,-12.-11,-76.-16
1083020,3,18962,37,0.35,9.97,0.-1,0.4,0.-9,0.-10,8.81,11.86,90898.39,906.27,109.53,-12.-11,-76.-16
1083057,3,18999,37,0.40,10.1,0.0,0.5,0.-10,0.-10,8.87,11.87,90898.50,906.56,102.36,-16.-75,-71.-30
1083094,3,19036,37,0.40,10.0,0.1,0.5,0.-10,0.-10,8.81,11.87,90901.73,906.96,102.36,-16.-75,-71.-30
1083132,3,19074,38,0.38,10.3,0.1,0.4,0.-9,0.-9,8.81,11.86,90897.35,906.46,94.96,-20.-50,-66.-31
1083170,3,19112,38,0.39,10.3,0.7,0.4,0.-9,0.-9,8.81,11.86,90904.97,906.96,94.96,-20.-50,-66.-31
1083207,3,19149,37,0.41,9.98,0.4,0.4,0.-9,0.-9,8.81,11.86,90902.88,905.87,87.25,-23.-45,-60.-62
1083258,3,19200,51,0.38,9.96,0.-3,0.4,0.-9,0.-9,8.87,11.87,90898.50,906.26,87.25,-23.-45,-60.-62
1083295,3,19237,37,0.38,9.99,0.6,0.4,0.-9,0.-9,8.87,11.85,90900.78,906.86,79.9,-25.-65,-54.-58
1083332,3,19274,37,0.38,10.4,0.2,0.4,0.-9,0.-9,8.87,11.85,90896.39,906.36,79.9,-25.-65,-54.-58
1083371,3,19313,39,0.42,9.95,0.2,0.4,0.-9,0.-9,8.87,11.86,90902.88,906.46,70.37,-27.-19,-47.-88
1083408,3,19350,37,0.37,10.2,0.9,0.4,0.-9,0.-10,8.81,11.86,90898.50,906.95,70.37,-27.-19,-47.-88
1083445,3,19387,37,0.42,9.99,0.0,0.4,0.-10,0.-10,8.87,11.86,90897.35,907.15,61.4,-27.-66,-40.-56
1083482,3,19424,37,0.42,10.0,0.0,0.4,0.-10,0.-10,8.87,11.86,90899.54,906.36,61.4,-27.-66,-40.-56
1083519,3,19461,37,0.43,10.0,0.2,0.4,0.-9,0.-10,8.87,11.86,90898.50,906.16,51.97,-27.-19,-33.-64
1083558,3,19500,39,0.41,9.97,0.2,0.4,0.-10,0.-9,8.87,11.86,90899.54,906.87,51.97,-27.-19,-33.-64
1083595,3,19537,37,0.35,10.1,0.2,0.4,0.-9,0.-9,8.87,11.86,90896.20,906.17,43.61,-25.-70,-27.-9
1083632,3,19574,37,0.44,9.99,0.3,0.4,0.-9,0.-9,8.81,11.86,90899.54,906.36,43.61,-25.-70,-27.-9
1083669,3,19611,37,0.36,10.2,0.4,0.5,0.-9,0.-10,8.81,11.87,90908.31,906.96,35.9,-23.-64,-20.-77
1083706,3,19648,37,0.44,9.96,0.1,0.5,0.-9,0.-10,8.81,11.86,90900.68,906.47,35.9,-23.-64,-20.-77
1083745,3,19687,39,0.38,9.98,0.-3,0.4,0.-9,0.-10,8.81,11.86,90900.68,906.26,26.88,-20.-90,-15.-14
1083786,3,19728,41,0.33,10.2,0.2,0.4,0.-9,0.-9,8.75,11.87,90900.68,906.26,26.88,-20.-90,-15.-14
1083823,3,19765,37,0.47,10.4,0.7,0.4,0.-9,0.-10,8.81,11.86,90896.30,906.27,19.17,-17.-22,-9.-95
1083860,3,19802,37,0.33,10.3,0.2,0.4,0.-9,0.-10,8.81,11.86,90895.15,906.16,19.17,-17.-22,-9.-95
1083897,3,19839,37,0.44,10.0,0.0,0.4,0.-10,0.-9,8.81,11.87,90898.39,906.67,12.31,-12.-15,-5.-30
1083934,3,19876,37,0.39,10.0,0.11,0.4,0.-9,0.-9,8.81,11.87,90900.68,906.56,12.31,-12.-15,-5.-30
1083972,3,19914,38,0.40,10.1,0.0,0.4,0.-7,0.-9,8.81,11.86,90906.12,906.56,6.17,-7.-91,-1.-63
1084009,3,19951,37,0.40,9.98,0.1,0.5,0.-9,0.-9,8.81,11.86,90894.1,906.76,6.17,-7.-91,-1.-63
1084046,3,19988,37,0.30,9.99,0.4,0.4,0.-9,0.-9,8.87,11.86,90900.59,906.76,0.15,-2.-82,1.51
1084083,3,20025,37,0.46,10.0,0.0,0.4,0.-9,0.-9,8.87,11.87,90906.2,906.37,0.15,-2.-82,1.51
1084120,3,20062,37,0.34,9.97,0.7,0.4,0.-8,0.-9,8.87,11.86,90899.44,906.46,-5.-57,2.7,4.24
1084160,3,20102,40,0.45,10.2,0.-1,0.4,0.-9,0.-9,8.81,11.87,90901.73,907.6,-5.-57,2.7,4.24
1084196,3,20138,36,0.40,10.1,0.0,0.4,0.-8,0.-9,8.87,11.86,90901.73,906.96,-10.-97,7.27,6.42
1084233,3,20175,37,0.30,10.2,0.1,0.4,0.-10,0.-10,8.93,11.86,90898.39,906.47,-10.-97,7.27,6.42
1084270,3,20212,37,0.48,10.2,0.9,0.4,0.-9,0.-9,8.81,11.86,90896.30,906.76,-16.-40,13.30,8.13
1084311,3,20253,41,0.34,9.98,0.1,0.4,0.-9,0.-9,8.81,11.87,90896.30,907.26,-16.-40,13.30,8.13
1084348,3,20290,37,0.48,10.1,0.4,0.4,0.-8,0.-9,8.81,11.87,90902.88,906.56,-21.-60,18.93,9.22
1084387,3,20329,39,0.32,9.97,0.0,0.4,0.-10,0.-9,8.87,11.86,90898.50,906.27,-21.-60,18.93,9.22
1084424,3,20366,37,0.41,9.98,0.0,0.5,0.-9,0.-10,8.87,11.86,90894.10,906.76,-27.-48,25.15,9.98
1084461,3,20403,37,0.44,10.2,0.-2,0.4,0.-9,0.-10,8.87,11.86,90892.96,907.7,-27.-48,25.15,9.98
1084498,3,20440,37,0.33,9.94,0.-2,0.4,0.-10,0.-9,8.87,11.87,90901.73,906.27,-33.-70,32.3,9.29
1084535,3,20477,37,0.46,10.0,0.3,0.4,0.-8,0.-9,8.81,11.88,90903.92,906.76,-33.-70,32.3,9.29
1084574,3,20516,39,0.32,9.99,0.3,0.4,0.-9,0.-10,8.87,11.87,90890.77,906.96,-40.-30,38.12,8.39
1084611,3,20553,37,0.42,9.98,0.0,0.4,0.-10,0.-10,8.87,11.87,90896.30,906.87,-40.-30,38.12,8.39
1084648,3,20590,37,0.38,10.0,0.1,0.5,0.-9,0.-9,8.87,11.87,90902.78,906.96,-47.-39,44.17,6.44
1084685,3,20627,37,0.42,10.0,-1.-21,0.5,0.-9,0.-10,8.81,11.87,90904.97,906.56,-47.-39,44.17,6.44
1084722,3,20664,37,0.46,10.1,0.1,0.5,0.-10,0.-10,8.87,11.87,90897.35,906.76,-55.-91,50.21,2.86
1084760,3,20702,38,0.34,10.2,0.2,0.4,0.-9,0.-10,8.87,11.86,90901.73,906.17,-55.-91,50.21,2.86
1084797,3,20739,37,0.45,10.0,0.2,0.4,0.-9,0.-10,8.81,11.86,90896.20,906.17,-65.-67,55.34,-1.-92
1084846,3,20788,49,0.43,9.99,0.0,0.4,0.-9,0.-9,8.87,11.87,90897.35,906.46,-65.-67,55.34,-1.-92
1084883,3,20825,37,0.37,10.3,0.1,0.4,0.-9,0.-9,8.87,11.86,90900.78,906.47,-78.-19,59.76,-9.-96
1084920,3,20862,37,0.44,9.98,0.3,0.4,0.-9,0.-9,8.81,11.87,90896.30,906.67,-78.-19,59.76,-9.-96
1084957,3,20899,37,0.35,10.2,0.2,0.4,0.-9,0.-10,8.81,11.86,90895.25,906.66,-93.-77,63.22,-20.-75
1084995,3,20937,38,0.41,10.3,0.1,0.4,0.-9,0.-9,8.81,11.86,90900.59,906.76,-93.-77,63.22,-20.-75
1085032,3,20974,37,0.33,10.2,0.0,0.4,0.-8,0.-9,8.81,11.86,90899.54,906.27,-110.-93,65.8,-33.-37
1085069,3,21011,37,0.43,9.99,0.0,0.4,0.-9,0.-10,8.81,11.86,90896.20,906.56,-110.-93,65.8,-33.-37
1085106,3,21048,37,0.42,9.98,0.4,0.5,0.-9,0.-10,8.81,11.86,90899.54,907.16,-130.-1,65.16,-47.-76
1085143,3,21085,37,0.29,10.2,0.-4,0.4,0.-10,0.-10,8.87,11.86,90899.54,906.46,-130.-1,65.16,-47.-76
1085182,3,21124,39,0.44,10.1,0.0,0.4,0.-10,0.-9,8.87,11.87,90896.20,906.96,-147.-67,62.66,-61.-18
1085218,3,21160,36,0.33,9.99,0.7,0.4,0.-8,0.-9,8.81,11.87,90902.78,906.86,-147.-67,62.66,-61.-18
1085255,3,21197,37,0.43,10.2,0.-2,0.4,0.-9,0.-9,8.87,11.87,90898.39,906.56,-161.-97,59.10,-71.-8
1085292,3,21234,37,0.37,10.5,0.2,0.4,0.-10,0.-9,8.87,11.86,90901.64,906.47,-161.-97,59.10,-71.-8
1085329,3,21271,37,0.38,10.2,0.2,0.4,0.-9,0.-10,8.87,11.86,90891.92,906.28,-174.-25,54.59,-78.-55
1085373,3,21315,44,0.49,10.2,0.-1,0.4,0.-9,0.-9,8.87,11.87,90901.73,906.76,-174.-25,54.59,-78.-55
1085410,3,21352,37,0.33,9.97,0.0,0.4,0.-10,0.-9,8.93,11.86,90894.10,907.16,176.32,49.10,-83.-34
1085447,3,21389,37,0.44,10.2,0.-1,0.4,0.-8,0.-9,8.93,11.86,90904.97,906.36,176.32,49.10,-83.-34
1085484,3,21426,37,0.33,9.96,0.0,0.4,0.-9,0.-9,8.87,11.87,90897.35,906.7,168.36,43.57,-86.-61
1085521,3,21463,37,0.36,10.1,0.5,0.4,0.-10,0.-9,8.87,11.87,90899.54,906.56,168.36,43.57,-86.-61
1085559,3,21501,38,0.39,10.2,0.8,0.4,0.-8,0.-10,8.87,11.87,90896.30,906.96,161.12,37.77,-88.-71
1085596,3,21538,37,0.38,10.2,0.1,0.4,0.-8,0.-9,8.87,11.86,90896.20,906.36,161.12,37.77,-88.-71
1085633,3,21575,37,0.46,10.3,0.2,0.4,0.-9,0.-9,8.81,11.86,90896.20,906.47,154.96,31.52,-89.-57
1085670,3,21612,37,0.34,10.0,0.5,0.4,0.-8,0.-10,8.87,11.87,90899.54,906.56,154.96,31.52,-89.-57
1085707,3,21649,37,0.34,9.96,0.0,0.5,0.-10,0.-10,8.87,11.87,90900.59,906.76,148.95,25.8,-89.-82
1085744,3,21686,37,0.31,9.98,0.2,0.5,0.-9,0.-10,8.87,11.87,90902.78,906.96,148.95,25.8,-89.-82
1085783,3,21725,39,0.41,9.98,0.0,0.4,0.-9,0.-10,8.87,11.86,90899.54,906.87,143.31,18.81,-89.-20
1085820,3,21762,37,0.42,9.98,0.0,0.4,0.-9,0.-8,8.87,11.86,90900.68,906.26,143.31,18.81,-89.-20
1085857,3,21799,37,0.33,9.99,0.5,0.4,0.-10,0.-9,8.87,11.87,90900.59,906.67,137.95,12.87,-87.-87
1085898,3,21840,41,0.47,10.1,0.2,0.4,0.-8,0.-9,8.87,11.86,90899.54,906.57,137.95,12.87,-87.-87
1085935,3,21877,37,0.33,9.98,0.-1,0.4,0.-10,0.-9,8.87,11.86,90896.30,906.47,132.54,6.83,-85.-99
1085974,3,21916,39,0.36,10.0,0.0,0.4,0.-8,0.-9,8.81,11.86,90899.54,907.6,132.54,6.83,-85.-99
1086011,3,21953,37,0.34,10.1,0.0,0.4,0.-9,0.-10,8.81,11.87,90901.73,906.67,126.68,0.98,-83.-75
1086048,3,21990,37,0.41,9.98,0.1,0.5,0.-10,0.-10,8.81,11.87,90901.73,906.27,126.68,0.98,-83.-75
1086085,3,22027,37,0.36,10.3,0.10,0.4,0.-9,0.-10,8.81,11.86,90896.30,906.47,120.64,-4.-59,-80.-92
1086122,3,22064,37,0.41,10.1,0.0,0.5,0.-10,0.-10,8.93,11.86,90895.15,906.47,120.64,-4.-59,-80.-92
1086161,3,22103,39,0.44,9.99,0.2,0.4,0.-10,0.-9,8.87,11.87,90900.68,906.36,114.52,-9.-85,-77.-32
1086199,3,22141,38,0.34,10.4,0.6,0.4,0.-9,0.-9,8.87,11.87,90901.73,906.7,114.52,-9.-85,-77.-32
1086235,3,22177,36,0.42,10.0,0.-2,0.5,0.-10,0.-10,8.87,11.87,90901.73,906.36,107.61,-14.-81,-73.-15
1086272,3,22214,37,0.41,9.98,0.4,0.4,0.-9,0.-9,8.87,11.87,90898.50,906.96,107.61,-14.-81,-73.-15
1086309,3,22251,37,0.43,9.98,0.0,0.4,0.-8,0.-9,8.87,11.86,90900.59,906.47,100.87,-18.-69,-68.-88
1086347,3,22289,38,0.39,10.3,0.0,0.4,0.-9,0.-9,8.87,11.87,90897.35,906.47,100.87,-18.-69,-68.-88
1086384,3,22326,37,0.40,10.1,0.-1,0.4,0.-9,0.-9,8.93,11.87,90898.39,907.6,93.25,-22.-20,-63.-47
1086435,3,22377,51,0.38,9.99,0.0,0.4,0.-9,0.-9,8.87,11.86,90899.64,906.76,93.25,-22.-20,-63.-47
1086472,3,22414,37,0.39,9.99,0.3,0.4,0.-9,0.-9,8.81,11.86,90895.25,907.15,85.18,-25.-5,-57.-46
1086509,3,22451,37,0.42,9.98,0.2,0.4,0.-9,0.-9,8.81,11.85,90900.68,906.66,85.18,-25.-5,-57.-46
1086546,3,22488,37,0.43,9.97,0.6,0.4,0.-9,0.-9,8.81,11.86,90897.35,906.27,76.98,-27.-4,-51.-19
1086585,3,22527,39,0.38,10.3,0.0,0.4,0.-9,0.-9,8.87,11.86,90899.64,906.77,76.98,-27.-4,-51.-19
1086622,3,22564,37,0.42,9.99,0.0,0.5,0.-10,0.-10,8.87,11.86,90900.59,906.66,67.49,-28.-30,-43.-61
1086659,3,22601,37,0.45,9.97,0.2,0.4,0.-10,0.-9,8.87,11.87,90897.35,906.47,67.49,-28.-30,-43.-61
1086696,3,22638,37,0.38,10.2,0.0,0.4,0.-9,0.-9,8.81,11.87,90901.73,906.96,58.61,-28.-52,-36.-96
1086733,3,22675,37,0.38,10.2,0.1,0.4,0.-9,0.-9,8.87,11.87,90902.78,906.76,58.61,-28.-52,-36.-96
1086772,3,22714,39,0.41,9.99,0.0,0.4,0.-9,0.-9,8.87,11.87,90896.30,906.76,49.75,-27.-80,-30.-19
1086809,3,22751,37,0.37,10.2,0.0,0.4,0.-10,0.-10,8.81,11.87,90896.20,906.47,49.75,-27.-80,-30.-19
1086846,3,22788,37,0.39,10.1,0.3,0.5,0.-10,0.-10,8.81,11.87,90895.15,906.47,40.58,-26.-11,-23.-25
1086883,3,22825,37,0.39,10.0,0.1,0.4,0.-9,0.-10,8.87,11.87,90897.35,906.56,40.58,-26.-11,-23.-25
1086920,3,22862,37,0.36,10.1,0.0,0.4,0.-10,0.-10,8.87,11.87,90900.59,906.46,31.89,-23.-3,-16.-54
1086963,3,22905,43,0.41,9.98,0.1,0.4,0.-9,0.-9,8.87,11.88,90896.30,906.86,31.89,-23.-3,-16.-54
1087000,3,22942,37,0.37,10.0,0.0,0.5,0.-9,0.-10,8.87,11.87,90892.96,906.77,23.76,-19.-72,-10.-76
1087037,3,22979,37,0.42,9.99,0.1,0.4,0.-10,0.-9,8.87,11.86,90896.30,906.36,23.76,-19.-72,-10.-76
1087074,3,23016,37,0.38,10.2,-1.-22,0.4,0.-9,0.-9,8.87,11.87,90899.54,906.56,16.60,-15.-69,-5.-86
1087111,3,23053,37,0.37,9.99,0.-3,0.4,0.-8,0.-9,8.87,11.86,90891.82,906.56,16.60,-15.-69,-5.-86
1087150,3,23092,39,0.35,10.4,0.2,0.4,0.-10,0.-9,8.81,11.87,90904.97,906.76,10.18,-10.-76,-1.-64
1087187,3,23129,37,0.38,10.0,0.1,0.5,0.-9,0.-10,8.81,11.87,90899.54,906.96,10.18,-10.-76,-1.-64
1087225,3,23167,38,0.38,10.2,0.-2,0.5,0.-9,0.-9,8.87,11.87,90902.78,906.47,3.71,-6.-27,2.1
1087261,3,23203,36,0.39,10.2,0.3,0.4,0.-9,0.-9,8.81,11.87,90899.54,906.96,3.71,-6.-27,2.1
1087298,3,23240,37,0.42,10.1,0.-1,0.5,0.-10,0.-10,8.93,11.86,90899.64,907.16,-2.-59,0.-72,5.37
1087335,3,23277,37,0.41,10.2,0.4,0.4,0.-9,0.-10,8.93,11.87,90898.39,906.47,-2.-59,0.-72,5.37
1087374,3,23316,39,0.42,9.99,0.2,0.4,0.-10,0.-10,8.81,11.87,90900.59,906.76,-8.-44,5.13,7.91
1087411,3,23353,37,0.38,10.1,0.-1,0.4,0.-9,0.-9,8.87,11.86,90903.92,906.47,-8.-44,5.13,7.91
1087448,3,23390,37,0.58,9.50,0.60,0.4,0.-14,0.-9,8.87,11.86,90899.44,906.47,-13.-74,13.72,9.12
1087489,3,23431,41,0.31,10.2,0.7,0.4,0.-9,0.-9,8.87,11.87,90890.77,906.27,-13.-74,13.72,9.12
1087526,3,23468,37,0.52,10.8,0.0,0.4,0.-6,0.-9,8.81,11.86,90895.15,905.17,-18.-98,17.70,10.74
1087565,3,23507,39,6.59,78.74,0.-55,0.-24,0.-22,0.26,8.81,11.86,90890.77,906.47,-18.-98,17.70,10.74
1087602,3,23544,37,4.87,98.44,0.64,0.14,0.25,0.-4,8.81,11.87,90886.39,908.46,-19.-48,4.65,18.55
1087639,3,23581,37,0.64,105.89,-1.-76,0.0,0.76,0.-8,8.81,11.86,90888.57,909.15,-19.-48,4.65,18.55
1087676,3,23618,37,0.65,108.10,1.25,0.8,1.62,0.-4,8.87,11.87,90869.89,908.26,-83.0,-70.-79,105.21
1087713,3,23655,37,1.69,102.77,0.54,0.6,0.21,0.-13,8.87,11.87,90866.65,909.36,-83.0,-70.-79,105.21
1087750,3,23692,37,6.60,106.54,0.69,0.8,-1.-64,0.-13,8.81,11.87,90854.53,911.5,-35.-31,-4.-72,25.11
1087789,3,23731,39,1.46,105.91,1.3,0.23,-1.-86,0.14,8.87,11.87,90848.6,912.5,-35.-31,-4.-72,25.11
1087826,3,23768,37,1.22,103.73,0.95,0.41,-1.-62,0.69,8.75,11.86,90827.17,912.85,-69.-63,53.45,-63.-39
1087863,3,23805,37,1.12,101.59,1.32,0.79,-1.-21,1.13,8.75,11.87,90819.46,914.4,-69.-63,53.45,-63.-39
1087900,3,23842,37,0.14,97.52,1.32,1.14,0.-57,1.48,8.75,11.86,90794.28,916.24,-155.-70,54.56,141.84
1087937,3,23879,37,0.-99,95.26,2.35,1.23,0.19,1.58,8.75,11.87,90781.3,919.14,-155.-70,54.56,141.84
1087975,3,23917,38,-2.-42,92.90,2.84,1.5,1.55,1.60,8.81,11.87,90741.66,921.73,136.43,32.39,-66.-58
1088025,3,23967,50,-5.-6,89.98,2.81,0.32,3.24,1.11,8.75,11.86,90704.39,925.41,136.43,32.39,-66.-58
1088062,3,24004,37,-6.0,86.93,0.34,0.-38,4.42,0.36,8.75,11.87,90679.22,927.71,167.48,-52.-16,5.33
1088099,3,24041,37,-6.-34,83.20,-1.-53,0.-7,6.3,0.-50,8.68,11.87,90652.91,929.31,167.48,-52.-16,5.33
1088136,3,24078,37,-4.-28,81.47,-2.-76,0.86,8.25,0.-96,8.68,11.86,90644.24,931.0,149.75,28.30,-14.-85
1088189,3,24131,53,-2.-45,79.38,0.-85,1.81,10.19,0.-49,8.62,11.84,90629.93,931.0,149.75,28.30,-14.-85
1088227,3,24169,38,-2.-75,76.49,1.34,1.76,11.22,0.26,8.62,11.86,90602.48,934.11,44.56,-48.0,37.35
1088263,3,24205,36,-4.-68,75.1,2.13,1.33,12.8,0.61,8.56,11.86,90565.20,936.81,44.56,-48.0,37.35
1088300,3,24242,37,-7.-39,72.7,0.64,0.62,13.53,0.45,8.62,11.87,90531.17,940.80,-147.-41,-62.-96,-93.-94
1088337,3,24279,37,-7.-95,69.43,-2.-55,0.54,14.95,0.-13,8.62,11.86,90497.23,943.61,-147.-41,-62.-96,-93.-94
1088376,3,24318,39,-6.-92,66.30,-3.-47,1.26,16.13,0.-26,8.75,11.87,90486.16,946.0,-83.-95,-7.-49,55.10
1088413,3,24355,37,-6.-65,63.25,-2.-57,1.59,16.85,0.12,8.87,11.86,90452.23,948.50,-83.-95,-7.-49,55.10
1088450,3,24392,37,-7.-58,60.69,-1.-48,1.46,17.69,0.67,8.81,11.86,90425.81,951.31,-125.-91,29.14,-27.-91
1088487,3,24429,37,-10.-17,56.20,-3.-10,0.99,18.64,0.74,8.81,11.87,90375.49,955.32,-125.-91,29.14,-27.-91
1088529,3,24471,42,-9.-37,51.8,-4.-55,1.12,19.73,0.44,8.81,11.86,90339.37,957.52,47.44,68.97,97.31
1088568,3,24510,39,-9.-6,41.8,-5.-14,1.25,20.42,0.64,8.75,11.85,90314.10,959.92,47.44,68.97,97.31
1088605,3,24547,37,-9.-18,30.87,-4.-64,1.14,20.99,0.84,8.62,11.86,90286.75,963.2,139.16,-16.-33,13.80
1088642,3,24584,37,-8.-81,21.20,-4.-58,0.86,21.38,0.84,8.68,11.86,90257.9,966.14,139.16,-16.-33,13.80
1088679,3,24621,37,-9.-12,13.32,-5.-65,0.66,21.60,0.77,8.75,11.86,90222.12,968.85,80.79,56.97,174.41
1088716,3,24658,37,-7.-52,5.29,-6.-48,0.58,21.75,0.70,8.87,11.86,90202.28,971.45,80.79,56.97,174.41
1088754,20,24696,38,-6.-16,-1.-42,-5.-69,0.44,21.53,0.84,8.81,11.87,90166.16,973.85,128.15,-30.-66,29.72
1088790,20,24732,36,-5.-71,-4.-93,-6.-25,0.12,21.23,0.88,8.87,11.86,90140.89,976.57,128.15,-30.-66,29.72
1088825,20,24767,35,-4.-78,-6.-58,-6.-68,0.-27,20.76,0.88,8.81,11.87,90112.39,979.18,148.64,37.8,-61.-50
1088860,20,24802,35,-2.-81,-7.-62,-6.-78,0.-38,20.20,0.75,8.75,11.87,90078.46,981.39,148.64,37.8,-61.-50
1088897,20,24839,37,-2.-8,-7.-95,-5.-76,0.-36,19.69,0.83,8.68,11.87,90066.35,983.70,112.23,78.84,-141.-51
1088932,20,24874,35,-1.-93,-7.-97,-4.-80,0.-52,19.4,0.88,8.68,11.87,90040.3,986.0,112.23,78.84,-141.-51
1088967,20,24909,35,-1.-66,-7.-88,-5.-18,0.-65,18.62,0.79,8.81,11.87,90007.15,989.23,-74.-83,58.7,-16.-2
1089002,20,24944,35,-1.-23,-7.-73,-5.-40,0.-61,18.11,0.73,8.87,11.87,89983.3,991.33,-74.-83,58.7,-16.-2
1089041,20,24983,39,0.-71,-7.-61,-6.-11,0.-58,17.63,0.76,8.81,11.87,89951.18,993.44,-67.-92,16.14,-100.-11
1089078,20,25020,37,0.-52,-7.-55,-5.-59,0.-54,17.21,0.88,8.87,11.87,89921.65,996.56,-67.-92,16.14,-100.-11
1089113,20,25055,35,0.-74,-7.-53,-5.-58,0.-58,16.95,0.94,8.87,11.86,89898.57,998.37,-27.-52,25.18,143.59
1089148,20,25090,35,-1.-2,-7.-44,-5.-81,0.-62,16.72,0.91,8.87,11.87,89866.84,1000.89,-27.-52,25.18,143.59
1089183,20,25125,35,0.-53,-7.-23,-6.-3,0.-60,16.59,0.87,8.75,11.87,89845.83,1003.61,-85.-41,33.45,-33.-59
1089218,20,25160,35,0.-39,-7.-1,-5.-85,0.-53,16.37,0.91,8.68,11.87,89829.45,1005.72,-85.-41,33.45,-33.-59
1089252,20,25194,34,0.-90,-6.-93,-5.-76,0.-51,16.21,0.98,8.68,11.87,89796.57,1007.83,-39.0,-1.-52,172.97
1089287,20,25229,35,-1.-41,-6.-91,-5.-94,0.-53,16.19,0.95,8.75,11.87,89781.21,1009.93,-39.0,-1.-52,172.97
1089322,20,25264,35,-1.-22,-6.-70,-5.-91,0.-49,16.18,0.88,8.75,11.87,89757.10,1011.35,-84.-50,40.11,-10.-1
1089357,20,25299,35,0.-83,-6.-47,-5.-77,0.-42,16.11,0.83,8.81,11.86,89726.41,1014.16,-84.-50,40.11,-10.-1
1089392,20,25334,35,0.-94,-6.-35,-5.-52,0.-39,16.3,0.87,8.81,11.88,89700.22,1016.28,-49.-72,-15.-18,-172.-61
1089429,20,25371,37,-1.-25,-6.-18,-5.-39,0.-43,15.88,0.92,8.87,11.87,89684.75,1018.59,-49.-72,-15.-18,-172.-61
1089464,20,25406,35,-1.-11,-5.-97,-5.-79,0.-44,15.84,0.87,8.87,11.87,89653.3,1020.72,-83.-92,39.32,-5.-10
1089499,20,25441,35,0.-83,-6.-1,-5.-58,0.-40,15.74,0.88,8.87,11.88,89629.95,1023.4,-83.-92,39.32,-5.-10
1089534,20,25476,35,0.-53,-5.-87,-4.-91,0.-40,15.63,0.91,8.87,11.87,89615.76,1025.25,-41.-24,-16.-64,167.89
1089584,20,25526,50,0.-69,-5.-78,-4.-99,0.-48,15.34,0.97,8.68,11.87,89574.23,1028.6,-41.-24,-16.-64,167.89
1089621,20,25563,37,0.-81,-5.-72,-4.-94,0.-54,15.18,0.94,8.68,11.85,89551.28,1030.28,-102.-72,8.1,-54.-53
1089656,20,25598,35,0.-76,-5.-62,-4.-76,0.-56,15.6,0.85,8.75,11.86,89533.74,1032.30,-102.-72,8.1,-54.-53
1089691,20,25633,35,0.-40,-5.-45,-4.-58,0.-54,14.93,0.78,8.75,11.86,89508.34,1034.33,-51.-96,25.6,83.97
1089726,20,25668,35,0.-73,-5.-30,-4.-38,0.-52,14.74,0.79,8.81,11.88,89490.92,1036.76,-51.-96,25.6,83.97
1089763,20,25705,37,0.-93,-5.-25,-4.-39,0.-54,14.55,0.76,8.81,11.88,89473.26,1038.26,-61.-75,-30.-15,-173.-63
1089798,20,25740,35,0.-75,-5.-10,-4.-48,0.-50,14.46,0.70,8.87,11.87,89432.77,1040.49,-61.-75,-30.-15,-173.-63
1089833,20,25775,35,0.-13,-4.-95,-4.-67,0.-41,14.29,0.71,8.93,11.87,89415.24,1042.21,-110.-15,-14.-9,-62.-42
1089868,20,25810,35,0.-4,-4.-93,-4.-29,0.-34,14.17,0.81,8.87,11.87,89392.15,1044.52,-110.-15,-14.-9,-62.-42
1089903,20,25845,35,0.-66,-4.-79,-3.-67,0.-38,13.97,0.91,8.87,11.86,89375.64,1045.24,-76.-46,13.72,14.72
1089940,20,25882,37,0.-87,-4.-81,-3.-85,0.-48,13.86,0.90,8.87,11.86,89365.85,1048.27,-76.-46,13.72,14.72
1089975,20,25917,35,0.-71,-4.-72,-4.-1,0.-51,13.76,0.81,8.75,11.87,89335.16,1050.59,-52.-79,-17.-71,79.84
1090010,20,25952,35,0.-56,-4.-51,-4.-37,0.-50,13.67,0.75,8.75,11.87,89315.42,1051.80,-52.-79,-17.-71,79.84
1090045,20,25987,35,0.-21,-4.-48,-4.-22,0.-43,13.53,0.75,8.68,11.87,89303.31,1053.83,-63.-18,-54.-33,141.0
1090085,20,26027,40,0.0,-4.-40,-3.-59,0.-37,13.39,0.81,8.68,11.86,89272.75,1055.34,-63.-18,-54.-33,141.0
1090122,20,26064,37,0.-25,-4.-41,-3.-13,0.-45,13.19,0.87,8.75,11.86,89249.67,1056.85,-112.-43,-68.-29,-121.-20
